XSBH(学生编号),JXJMC(奖学金名称),PDXN(评定学年),PDDJ(评定等级),JXJJZDW(奖学金捐赠单位),JLJB(奖励级别),FFJE(发放金额)
pjxuqwbj515,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxuqwbj472,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj391,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj351,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk807,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk928,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxrqxbj955,综合发展奖学金,2021,二等奖学金,,校级,1000
pjwrqxbj993,感恩中国近现代科学家奖助学金,2022,奖学金,,,20000
pjxyqwbj236,感恩中国近现代科学家奖助学金,2022,奖学金,,,20000
pjxyqwbj408,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj540,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj491,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj470,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj571,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk820,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk317,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk358,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk865,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbk052,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbk585,单项奖学金,2021,不分等级,,校级,600
pjxyqwbj877,单项奖学金,2021,不分等级,,校级,600
pjxyqwbj608,单项奖学金,2021,不分等级,,校级,600
pjxyqwbj876,单项奖学金,2021,不分等级,,校级,600
pjxyqwbk721,单项奖学金,2021,不分等级,,校级,600
pjxyqwbj002,单项奖学金,2021,不分等级,,校级,600
pjxyqwbj748,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj479,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj766,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj701,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj687,单项奖学金,2021,不分等级,,校级,600
pjxyqxbl727,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk513,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk566,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbk160,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbl797,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj772,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk991,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk680,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk090,毕业生奖学金,2023,三等奖学金,,校级,600
pjxwxxbj946,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxwxxbj915,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj527,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj417,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj408,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj394,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj245,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbk646,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxqqxbj982,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj724,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbj371,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbj454,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxwxxbj970,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbk208,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk286,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbl687,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbl752,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk524,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbl946,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk097,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl825,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk937,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk971,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk167,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj662,综合发展奖学金,2021,特等奖学金,,校级,3000
pjxyqxbk581,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbj159,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbj374,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj288,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxxxxbj937,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk516,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxqzxbj975,综合发展奖学金,2021,三等奖学金,,校级,600
pjxqzxbj996,综合发展奖学金,2021,三等奖学金,,校级,600
pjxqqxbj964,综合发展奖学金,2021,三等奖学金,,校级,600
pjxqqxbj961,综合发展奖学金,2021,三等奖学金,,校级,600
pjxqqxbj959,综合发展奖学金,2021,三等奖学金,,校级,600
pjxqqxbj975,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj682,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj353,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk528,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj391,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk716,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj727,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj907,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj131,综合发展奖学金,2021,二等奖学金,,校级,1000
pjwtqxbj974,毕业生奖学金,2023,二等奖学金,,校级,1000
pjwrqxbj974,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj470,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj884,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj660,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj236,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj095,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbk971,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxrqxbj930,综合发展奖学金,2021,三等奖学金,,校级,600
pjxrqxbj891,综合发展奖学金,2021,三等奖学金,,校级,600
pjxrqxbj919,综合发展奖学金,2021,三等奖学金,,校级,600
pjxrqxbj937,综合发展奖学金,2021,三等奖学金,,校级,600
pjxrqxbj992,综合发展奖学金,2021,三等奖学金,,校级,600
pjxxxxbj930,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbl876,综合发展奖学金,2021,二等奖学金,,校级,1000
pjwrqxbj951,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj437,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj518,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj940,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbj238,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj422,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk553,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj525,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj862,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj950,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk121,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk180,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj150,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk869,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj418,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk505,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk764,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj100,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj946,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj052,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj146,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk618,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj468,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj039,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj733,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk137,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk388,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbl931,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj089,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxuqwbj647,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj109,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj087,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj062,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj054,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbk885,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbk706,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbk544,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxrqxbj943,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj368,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj941,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj552,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk664,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk531,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj910,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj232,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk527,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj665,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj034,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj969,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj916,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj912,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj109,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj441,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj435,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk047,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk290,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj955,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbj872,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbk506,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbk907,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj032,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk663,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk325,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk183,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk281,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj831,综合发展奖学金,2021,三等奖学金,,校级,600
pjxwxxbj927,综合发展奖学金,2021,三等奖学金,,校级,600
pjxwxxbj916,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj198,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj535,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj570,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj054,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj936,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbk414,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj761,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj018,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk813,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj626,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk566,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl869,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj899,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxsqxbj851,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxsqxbj808,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbk679,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj152,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj058,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj888,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj522,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj534,航天科技集团CASC奖学金,2022,三等奖,,,3000
pjxyqxbk398,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbk290,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbk158,毕业生奖学金,2023,二等奖学金,,校级,1000
pjwtqxbj993,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj866,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj867,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk194,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj332,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj397,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj985,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj130,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj086,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxrqxbj939,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj578,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj160,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxrqxbj903,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbk514,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj249,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk662,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk971,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj277,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk445,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk911,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk908,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj154,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj146,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj945,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj001,综合发展奖学金,2021,三等奖学金,,校级,600
pjwtqxbj929,综合发展奖学金,2021,二等奖学金,,校级,1000
pjwtqxbj987,综合发展奖学金,2021,三等奖学金,,校级,600
pjwtqxbj920,综合发展奖学金,2021,三等奖学金,,校级,600
pjwtqxbj913,综合发展奖学金,2021,一等奖学金,,校级,1500
pjwtqxbj946,综合发展奖学金,2021,三等奖学金,,校级,600
pjwtqxbj952,综合发展奖学金,2021,三等奖学金,,校级,600
pjwtqxbj928,综合发展奖学金,2021,三等奖学金,,校级,600
pjwtqxbj953,综合发展奖学金,2021,三等奖学金,,校级,600
pjwtqxbj983,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk834,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbk795,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbk514,毕业生奖学金,2023,二等奖学金,,校级,1000
pjwtqxbj967,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj828,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj651,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk243,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj534,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbk834,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbk872,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj191,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj718,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbk956,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbl736,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj286,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj205,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl929,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj533,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbl830,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj151,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk936,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk403,综合发展奖学金,2021,三等奖学金,,校级,600
pjwrqxbj991,综合发展奖学金,2021,二等奖学金,,校级,1000
pjwrqxbj988,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbj646,综合发展奖学金,2021,三等奖学金,,校级,600
pjxxxxbj957,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj164,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj771,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk529,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk824,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj677,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj428,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj223,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj691,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj069,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj852,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxsqxbj909,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxsqxbj887,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxuqwbj666,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxuqwbj996,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxuqwbj673,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxuqwbj525,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxuqwbj571,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbl927,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxsqxbj971,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj139,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk795,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk843,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxrqxbj918,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxrqxbj994,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxrqxbj957,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj977,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj905,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj877,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk991,汇顶科技奖学金,2022,特等奖,,,15000
pjxyqxbl939,汇顶科技奖学金,2022,二等奖,,,5000
pjxyqxbk642,仁心筑梦奖学金,2022,特等奖,,,10000
pjxyqwbj648,仁心筑梦奖学金,2022,奖学金,,,5000
pjxyqwbk792,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk942,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj582,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk769,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj926,综合发展奖学金,2021,特等奖学金,,校级,3000
pjxyqwbk931,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj062,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj822,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj046,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj201,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk636,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj712,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj956,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj650,综合发展奖学金,2021,三等奖学金,,校级,600
pjwtqxbj985,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj945,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj144,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl807,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj932,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbk795,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj664,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj430,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj830,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj174,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj841,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbj544,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbl687,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbk931,宋庆龄未来助学金,2022,不分等级,,,5000
pjxyqwbk761,宋庆龄未来助学金,2022,不分等级,,,5000
pjwrqxbj916,筑梦奖学金,2022,不分等级,,,4000
pjxyqxbj628,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk592,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk703,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk674,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk941,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk531,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk160,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl827,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl701,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk036,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj360,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj379,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj403,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj954,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl817,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxuqwbj788,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj935,综合发展奖学金,2021,三等奖学金,,校级,600
pjxxxxbj987,综合发展奖学金,2021,三等奖学金,,校级,600
pjxxxxbj921,综合发展奖学金,2021,三等奖学金,,校级,600
pjxxxxbj953,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj670,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj214,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj352,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk046,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj801,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj320,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk535,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbk872,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj890,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqwbj965,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj926,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj606,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj993,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj928,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj858,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj610,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj770,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj528,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj833,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj686,单项奖学金,2021,不分等级,,校级,600
pjxyqwbj678,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk595,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk830,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj266,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj013,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj532,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj965,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbk644,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj220,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj895,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk836,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk368,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk382,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj868,综合发展奖学金,2021,三等奖学金,,校级,600
pjxxxxbj966,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk929,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk880,综合发展奖学金,2021,三等奖学金,,校级,600
pjxxzxkj990,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj846,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk798,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj023,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj522,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxqqxbj985,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxqzxbj997,综合发展奖学金,2021,三等奖学金,,校级,600
pjwtqxbj982,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl952,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxxxxbj958,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxrqxbj990,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxuqwbj519,毕业生奖学金,2023,三等奖学金,,校级,600
pjxrqxbj990,仁心筑梦奖学金,2022,奖学金,,,5000
pjxyqwbj216,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqwbk594,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqwbj923,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj950,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk798,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk682,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk665,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbk971,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbk955,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbk834,综合发展奖学金,2022,二等奖学金,,校级,1000
