学号_统一,学习_累计旷课次数,学习_迟到早退次数,学习_周末自习打卡次数,学习_自习打卡总数,学习_周末自习占比,学习_作业平均得分,学习_深夜提交作业次数
pjxwzxbj987,0.0,0.0,0.0,0.0,0.0,62.36363636363637,0.0
pjxwzxbj988,0.0,0.0,0.0,0.0,0.0,89.58500000000001,0.0
pjxwzxbj989,0.0,0.0,0.0,0.0,0.0,67.69333333333333,0.0
pjxwzxbj990,0.0,0.0,0.0,0.0,0.0,66.85333333333332,0.0
pjxwzxbj993,0.0,0.0,0.0,0.0,0.0,74.24444444444444,0.0
pjxwzxbj996,0.0,0.0,0.0,0.0,0.0,64.85,0.0
pjxwzxbj997,0.0,0.0,0.0,0.0,0.0,59.69565217391305,0.0
pjxwzxbj998,0.0,0.0,0.0,0.0,0.0,58.733333333333334,0.0
pjxwzxkj985,0.0,0.0,0.0,0.0,0.0,81.31904761904762,0.0
pjxwzxkj989,0.0,0.0,0.0,0.0,0.0,90.0,0.0
pjxwzxkj991,0.0,0.0,0.0,0.0,0.0,87.0,0.0
pjxwzxkj992,0.0,0.0,0.0,0.0,0.0,81.4074074074074,0.0
pjxwzxkj993,0.0,0.0,0.0,0.0,0.0,71.54545454545455,0.0
pjxwzxkj996,0.0,0.0,0.0,0.0,0.0,85.0,0.0
pjxwzxkj998,0.0,0.0,0.0,0.0,0.0,84.7,0.0
pjxxxxbj908,0.0,0.0,68.0,286.0,0.23776222944887312,0.0,0.0
pjxxxxbj914,0.0,0.0,1.0,25.0,0.0399999840000064,0.0,0.0
pjxxxxbj923,0.0,0.0,51.0,229.0,0.22270741385557144,0.0,0.0
pjxxxxbj930,0.0,0.0,59.0,180.0,0.3277777595679022,0.0,0.0
pjxxxxbj937,0.0,0.0,25.0,90.0,0.27777774691358365,0.0,0.0
pjxxxxbj943,0.0,0.0,33.0,132.0,0.2499999810606075,0.0,0.0
pjxxxxbj945,0.0,0.0,94.0,383.0,0.24543080299136286,0.0,0.0
pjxxxxbj955,0.0,0.0,153.0,552.0,0.2771739080222118,0.0,0.0
pjxxxxbj963,0.0,0.0,51.0,292.0,0.17465752826515316,0.0,0.0
pjxxxxbj989,0.0,0.0,204.0,772.0,0.2642487012403018,0.0,0.0
pjxxztbj990,0.0,0.0,0.0,0.0,0.0,42.87586206896552,0.0
pjxxztbj994,0.0,0.0,0.0,0.0,0.0,40.14565217391304,0.0
pjxxztbj995,0.0,0.0,58.0,250.0,0.23199999072000038,54.75535714285714,0.0
pjxxztbj998,0.0,0.0,0.0,0.0,0.0,54.57619047619047,0.0
pjxxzxbj995,0.0,0.0,0.0,0.0,0.0,29.8,0.0
pjxxzxbj998,0.0,0.0,0.0,0.0,0.0,52.28421052631579,0.0
pjxxzxkj978,0.0,0.0,0.0,0.0,0.0,48.199999999999996,0.0
pjxxzxkj979,0.0,0.0,0.0,0.0,0.0,56.182758620689654,0.0
pjxxzxkj981,0.0,0.0,0.0,0.0,0.0,44.45675675675676,0.0
pjxxzxkj983,0.0,0.0,0.0,0.0,0.0,50.28064516129032,0.0
pjxxzxkj987,0.0,0.0,29.0,105.0,0.27619044988662383,42.136842105263156,0.0
pjxxzxkj990,0.0,0.0,0.0,0.0,0.0,46.47948717948718,0.0
pjxxzxkj991,0.0,0.0,0.0,0.0,0.0,48.277142857142856,0.0
pjxxzxkj995,0.0,0.0,0.0,0.0,0.0,50.28235294117647,0.0
pjxxzxkj997,0.0,0.0,0.0,0.0,0.0,46.120000000000005,0.0
pjxxzxkj998,0.0,0.0,0.0,0.0,0.0,46.42903225806452,0.0
pjxyqwbj001,0.0,0.0,0.0,0.0,0.0,57.32666666666667,0.0
pjxyqwbj002,0.0,0.0,0.0,0.0,0.0,50.906666666666666,0.0
pjxyqwbj003,0.0,0.0,0.0,0.0,0.0,77.8,0.0
pjxyqwbj004,0.0,0.0,0.0,0.0,0.0,58.86666666666667,0.0
pjxyqwbj006,0.0,0.0,0.0,0.0,0.0,83.0625,0.0
pjxyqwbj007,0.0,0.0,0.0,0.0,0.0,46.95897435897436,0.0
pjxyqwbj013,0.0,0.0,0.0,0.0,0.0,65.13636363636364,0.0
pjxyqwbj015,0.0,0.0,0.0,0.0,0.0,46.9,0.0
pjxyqwbj016,0.0,0.0,0.0,0.0,0.0,72.64,0.0
pjxyqwbj018,0.0,0.0,0.0,0.0,0.0,84.92,0.0
pjxyqwbj020,0.0,0.0,0.0,0.0,0.0,79.63636363636364,0.0
pjxyqwbj022,0.0,0.0,1.0,3.0,0.3333322222259259,58.95384615384615,0.0
pjxyqwbj023,0.0,0.0,0.0,0.0,0.0,89.5,0.0
pjxyqwbj027,0.0,0.0,0.0,0.0,0.0,44.55,0.0
pjxyqwbj031,0.0,0.0,0.0,0.0,0.0,80.1625,0.0
pjxyqwbj033,0.0,0.0,0.0,0.0,0.0,61.906666666666666,0.0
pjxyqwbj034,0.0,0.0,0.0,0.0,0.0,72.72727272727273,0.0
pjxyqwbj035,0.0,0.0,0.0,0.0,0.0,50.01,0.0
pjxyqwbj036,0.0,0.0,10.0,62.0,0.16129029656608118,49.11818181818182,0.0
pjxyqwbj038,0.0,0.0,28.0,84.0,0.33333329365079833,40.60666666666667,0.0
pjxyqwbj041,0.0,0.0,0.0,0.0,0.0,72.10526315789474,0.0
pjxyqwbj043,0.0,0.0,0.0,0.0,0.0,53.12,0.0
pjxyqwbj044,0.0,0.0,0.0,0.0,0.0,30.835555555555555,0.0
pjxyqwbj046,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
pjxyqwbj047,0.0,0.0,0.0,0.0,0.0,72.57272727272726,0.0
pjxyqwbj049,0.0,0.0,0.0,0.0,0.0,47.61538461538461,0.0
pjxyqwbj050,0.0,0.0,0.0,0.0,0.0,68.46363636363637,0.0
pjxyqwbj052,0.0,0.0,0.0,4.0,0.0,61.56666666666667,0.0
pjxyqwbj053,0.0,0.0,150.0,588.0,0.2551020364778565,58.333333333333336,0.0
pjxyqwbj054,0.0,0.0,47.0,216.0,0.2175925825188619,86.81818181818181,0.0
pjxyqwbj058,0.0,0.0,0.0,0.0,0.0,82.5,0.0
pjxyqwbj059,0.0,0.0,0.0,0.0,0.0,38.891999999999996,0.0
pjxyqwbj061,0.0,0.0,0.0,0.0,0.0,76.67,0.0
pjxyqwbj062,0.0,0.0,0.0,0.0,0.0,48.34117647058823,0.0
pjxyqwbj069,0.0,0.0,0.0,0.0,0.0,83.66,0.0
pjxyqwbj072,0.0,0.0,0.0,0.0,0.0,89.88888888888889,0.0
pjxyqwbj073,0.0,0.0,0.0,0.0,0.0,76.92307692307692,0.0
pjxyqwbj077,0.0,0.0,0.0,0.0,0.0,62.85882352941176,0.0
pjxyqwbj078,0.0,0.0,0.0,0.0,0.0,75.07368421052632,0.0
pjxyqwbj080,0.0,0.0,0.0,0.0,0.0,85.52000000000001,0.0
pjxyqwbj082,0.0,0.0,0.0,0.0,0.0,56.55555555555556,0.0
pjxyqwbj084,0.0,0.0,0.0,0.0,0.0,64.24545454545455,0.0
pjxyqwbj085,0.0,0.0,0.0,0.0,0.0,81.18717948717949,0.0
pjxyqwbj086,0.0,0.0,96.0,378.0,0.2539682472495173,0.0,0.0
pjxyqwbj087,0.0,0.0,0.0,0.0,0.0,47.66153846153846,0.0
pjxyqwbj088,0.0,0.0,77.0,365.0,0.2109588983298932,89.41666666666667,0.0
pjxyqwbj089,0.0,0.0,118.0,545.0,0.2165137574951604,81.28333333333333,0.0
pjxyqwbj090,0.0,0.0,76.0,263.0,0.28897337304283754,83.35,0.0
pjxyqwbj092,0.0,0.0,0.0,0.0,0.0,68.73333333333333,0.0
pjxyqwbj095,0.0,0.0,0.0,0.0,0.0,78.00434782608696,0.0
pjxyqwbj098,0.0,0.0,0.0,0.0,0.0,55.23333333333333,0.0
pjxyqwbj100,0.0,0.0,124.0,454.0,0.2731277472879351,83.03125,0.0
pjxyqwbj101,0.0,0.0,0.0,0.0,0.0,49.373333333333335,0.0
pjxyqwbj104,0.0,0.0,0.0,0.0,0.0,74.03333333333333,0.0
pjxyqwbj108,0.0,0.0,42.0,292.0,0.14383561151247906,78.45,0.0
pjxyqwbj109,0.0,0.0,121.0,531.0,0.22787193544497297,48.57333333333334,0.0
pjxyqwbj112,0.0,0.0,95.0,413.0,0.23002420750546715,43.28666666666666,0.0
pjxyqwbj116,0.0,0.0,0.0,0.0,0.0,30.451999999999998,0.0
pjxyqwbj117,0.0,0.0,235.0,882.0,0.2664399062761916,46.11333333333334,0.0
pjxyqwbj122,0.0,0.0,0.0,0.0,0.0,76.39545454545454,0.0
pjxyqwbj125,0.0,0.0,214.0,673.0,0.3179791928977832,59.24,0.0
pjxyqwbj126,0.0,0.0,0.0,0.0,0.0,79.10454545454546,0.0
pjxyqwbj129,0.0,0.0,337.0,1317.0,0.25588458423777843,62.16923076923077,0.0
pjxyqwbj130,0.0,0.0,0.0,0.0,0.0,57.11333333333334,0.0
pjxyqwbj133,0.0,0.0,0.0,0.0,0.0,62.75833333333333,0.0
pjxyqwbj139,0.0,0.0,0.0,0.0,0.0,46.05416666666667,0.0
pjxyqwbj146,0.0,0.0,0.0,0.0,0.0,58.10666666666667,0.0
pjxyqwbj149,0.0,0.0,0.0,0.0,0.0,53.92941176470588,0.0
pjxyqwbj150,0.0,0.0,0.0,0.0,0.0,73.33636363636364,0.0
pjxyqwbj153,0.0,0.0,0.0,0.0,0.0,79.52727272727272,0.0
pjxyqwbj154,0.0,0.0,83.0,309.0,0.26860840554665355,63.64545454545455,0.0
pjxyqwbj155,0.0,0.0,0.0,0.0,0.0,75.3,0.0
pjxyqwbj156,0.0,0.0,0.0,0.0,0.0,52.50555555555556,0.0
pjxyqwbj158,0.0,0.0,0.0,0.0,0.0,41.16470588235294,0.0
pjxyqwbj159,0.0,0.0,0.0,0.0,0.0,57.23,0.0
pjxyqwbj163,0.0,0.0,0.0,0.0,0.0,76.92307692307692,0.0
pjxyqwbj164,0.0,0.0,0.0,0.0,0.0,66.07272727272726,0.0
pjxyqwbj166,0.0,0.0,119.0,494.0,0.2408906833827797,46.66,0.0
pjxyqwbj169,0.0,0.0,0.0,0.0,0.0,45.76,0.0
pjxyqwbj171,0.0,0.0,0.0,0.0,0.0,80.8578947368421,0.0
pjxyqwbj172,0.0,0.0,173.0,471.0,0.367303601543448,83.69166666666666,0.0
pjxyqwbj174,0.0,0.0,0.0,0.0,0.0,45.92121212121212,0.0
pjxyqwbj181,0.0,0.0,0.0,0.0,0.0,50.92857142857143,0.0
pjxyqwbj185,0.0,0.0,0.0,0.0,0.0,83.2625,0.0
pjxyqwbj188,0.0,0.0,0.0,0.0,0.0,67.88688524590165,0.0
pjxyqwbj190,0.0,0.0,104.0,484.0,0.21487602861826388,0.0,0.0
pjxyqwbj191,0.0,0.0,258.0,909.0,0.2838283797158594,63.06666666666667,0.0
pjxyqwbj192,0.0,0.0,0.0,0.0,0.0,59.975,0.0
pjxyqwbj193,0.0,0.0,262.0,961.0,0.2726326714606382,84.0125,0.0
pjxyqwbj197,0.0,0.0,0.0,0.0,0.0,72.11818181818181,0.0
pjxyqwbj201,0.0,0.0,0.0,0.0,0.0,41.76428571428572,0.0
pjxyqwbj203,0.0,0.0,0.0,0.0,0.0,69.99090909090908,0.0
pjxyqwbj205,0.0,0.0,53.0,286.0,0.1853146788351511,61.373684210526314,0.0
pjxyqwbj207,0.0,0.0,0.0,0.0,0.0,78.1375,0.0
pjxyqwbj209,0.0,0.0,0.0,0.0,0.0,47.2,0.0
pjxyqwbj216,0.0,0.0,0.0,0.0,0.0,58.20769230769231,0.0
pjxyqwbj219,0.0,0.0,174.0,555.0,0.3135135078646215,63.69166666666666,0.0
pjxyqwbj221,0.0,0.0,0.0,0.0,0.0,68.51666666666667,0.0
pjxyqwbj223,0.0,0.0,0.0,0.0,0.0,85.33,0.0
pjxyqwbj224,0.0,0.0,0.0,0.0,0.0,83.64545454545454,0.0
pjxyqwbj225,0.0,0.0,0.0,0.0,0.0,71.66363636363636,0.0
pjxyqwbj232,0.0,0.0,0.0,0.0,0.0,51.77333333333333,0.0
pjxyqwbj236,0.0,0.0,0.0,0.0,0.0,75.25,0.0
pjxyqwbj237,0.0,0.0,242.0,841.0,0.28775267196489096,81.5578947368421,0.0
pjxyqwbj242,0.0,0.0,160.0,640.0,0.24999999609375007,72.72727272727273,0.0
pjxyqwbj243,0.0,0.0,0.0,0.0,0.0,72.11818181818181,0.0
pjxyqwbj245,0.0,0.0,0.0,0.0,0.0,57.11333333333334,0.0
pjxyqwbj248,0.0,0.0,199.0,947.0,0.21013727338820198,74.3125,0.0
pjxyqwbj249,0.0,0.0,0.0,0.0,0.0,67.5375,0.0
pjxyqwbj251,0.0,0.0,0.0,0.0,0.0,54.31333333333334,0.0
pjxyqwbj252,0.0,0.0,0.0,0.0,0.0,75.56315789473683,0.0
pjxyqwbj253,0.0,0.0,0.0,0.0,0.0,81.93666666666667,0.0
pjxyqwbj255,0.0,0.0,0.0,0.0,0.0,72.625,0.0
pjxyqwbj261,0.0,0.0,0.0,0.0,0.0,51.1,0.0
pjxyqwbj262,0.0,0.0,26.0,175.0,0.14857142008163313,85.52000000000001,0.0
pjxyqwbj266,0.0,0.0,0.0,0.0,0.0,56.32666666666667,0.0
pjxyqwbj267,0.0,0.0,0.0,0.0,0.0,54.35,0.0
pjxyqwbj269,0.0,0.0,0.0,0.0,0.0,75.76363636363637,0.0
pjxyqwbj272,0.0,0.0,27.0,111.0,0.2432432213294395,72.66,0.0
pjxyqwbj274,0.0,0.0,0.0,0.0,0.0,86.67,0.0
pjxyqwbj276,0.0,0.0,0.0,0.0,0.0,62.659523809523805,0.0
pjxyqwbj277,0.0,0.0,0.0,0.0,0.0,49.36363636363637,0.0
pjxyqwbj278,0.0,0.0,0.0,0.0,0.0,75.625,0.0
pjxyqwbj279,0.0,0.0,0.0,0.0,0.0,29.31375,0.0
pjxyqwbj282,0.0,0.0,0.0,0.0,0.0,32.89375,0.0
pjxyqwbj283,0.0,0.0,223.0,646.0,0.34520123304642053,71.76428571428572,0.0
pjxyqwbj285,0.0,0.0,0.0,0.0,0.0,60.94782608695652,0.0
pjxyqwbj288,0.0,0.0,0.0,0.0,0.0,29.6359375,0.0
pjxyqwbj293,0.0,0.0,85.0,335.0,0.2537313357095124,56.86,0.0
pjxyqwbj299,0.0,0.0,0.0,0.0,0.0,87.01,0.0
pjxyqwbj300,0.0,0.0,0.0,0.0,0.0,56.22222222222222,0.0
pjxyqwbj301,0.0,0.0,0.0,0.0,0.0,79.69,0.0
pjxyqwbj302,0.0,0.0,0.0,0.0,0.0,74.5625,0.0
pjxyqwbj305,0.0,0.0,47.0,216.0,0.2175925825188619,58.22,0.0
pjxyqwbj307,0.0,0.0,261.0,1028.0,0.25389104811390034,0.0,0.0
pjxyqwbj309,0.0,0.0,0.0,0.0,0.0,64.53333333333333,0.0
pjxyqwbj311,0.0,0.0,0.0,0.0,0.0,74.82352941176471,0.0
pjxyqwbj312,0.0,0.0,221.0,920.0,0.24021738869328926,56.3125,0.0
pjxyqwbj315,0.0,0.0,0.0,0.0,0.0,39.24666666666667,0.0
pjxyqwbj316,0.0,0.0,0.0,0.0,0.0,63.231428571428566,0.0
pjxyqwbj318,0.0,0.0,0.0,0.0,0.0,92.22222222222223,0.0
pjxyqwbj321,0.0,0.0,0.0,0.0,0.0,62.23076923076923,0.0
pjxyqwbj322,0.0,0.0,0.0,0.0,0.0,84.46363636363637,0.0
pjxyqwbj325,0.0,0.0,0.0,0.0,0.0,72.12727272727273,0.0
pjxyqwbj326,0.0,0.0,37.0,96.0,0.3854166265191014,53.74166666666667,0.0
pjxyqwbj327,0.0,0.0,113.0,339.0,0.33333332350049194,62.18666666666666,0.0
pjxyqwbj328,0.0,0.0,0.0,0.0,0.0,75.99,0.0
pjxyqwbj331,0.0,0.0,0.0,0.0,0.0,72.64,0.0
pjxyqwbj333,0.0,0.0,0.0,0.0,0.0,44.41304347826087,0.0
pjxyqwbj334,0.0,0.0,0.0,0.0,0.0,71.66666666666667,0.0
pjxyqwbj336,0.0,0.0,160.0,594.0,0.2693602648255848,75.61,0.0
pjxyqwbj338,0.0,0.0,0.0,0.0,0.0,65.0,0.0
pjxyqwbj339,0.0,0.0,0.0,0.0,0.0,81.49,0.0
pjxyqwbj340,0.0,0.0,0.0,0.0,0.0,66.03866666666666,0.0
pjxyqwbj341,0.0,0.0,0.0,0.0,0.0,84.58333333333333,0.0
pjxyqwbj344,0.0,0.0,104.0,472.0,0.22033897838264876,79.89500000000001,0.0
pjxyqwbj347,0.0,0.0,33.0,121.0,0.27272725018783056,61.666666666666664,1.0
pjxyqwbj348,0.0,0.0,0.0,0.0,0.0,80.77058823529411,0.0
pjxyqwbj351,0.0,0.0,0.0,0.0,0.0,41.78421052631579,0.0
pjxyqwbj356,0.0,0.0,353.0,1137.0,0.3104661362316083,78.21818181818182,0.0
pjxyqwbj358,0.0,0.0,56.0,339.0,0.1651917355400668,86.60625,0.0
pjxyqwbj361,0.0,0.0,0.0,0.0,0.0,47.20625,0.0
pjxyqwbj362,0.0,0.0,0.0,0.0,0.0,60.288235294117655,0.0
pjxyqwbj366,0.0,0.0,0.0,0.0,0.0,54.66,0.0
pjxyqwbj367,0.0,0.0,61.0,334.0,0.18263472507081663,37.03269230769231,0.0
pjxyqwbj368,0.0,0.0,0.0,0.0,0.0,40.513333333333335,0.0
pjxyqwbj369,0.0,0.0,0.0,0.0,0.0,59.0,0.0
pjxyqwbj375,0.0,0.0,0.0,0.0,0.0,56.7,0.0
pjxyqwbj379,0.0,0.0,0.0,0.0,0.0,49.57333333333334,0.0
pjxyqwbj380,0.0,0.0,0.0,0.0,0.0,56.509523809523806,0.0
pjxyqwbj384,0.0,0.0,0.0,0.0,0.0,50.20666666666667,0.0
pjxyqwbj385,0.0,0.0,0.0,0.0,0.0,52.05,0.0
pjxyqwbj388,0.0,0.0,0.0,0.0,0.0,84.2909090909091,0.0
pjxyqwbj391,0.0,0.0,0.0,0.0,0.0,79.5076923076923,0.0
pjxyqwbj393,0.0,0.0,0.0,0.0,0.0,87.03999999999999,0.0
pjxyqwbj394,0.0,0.0,0.0,0.0,0.0,52.75,0.0
pjxyqwbj395,0.0,0.0,0.0,0.0,0.0,57.333333333333336,0.0
pjxyqwbj396,0.0,0.0,0.0,0.0,0.0,85.26363636363637,0.0
pjxyqwbj397,0.0,0.0,0.0,0.0,0.0,63.827586206896555,0.0
pjxyqwbj398,0.0,0.0,0.0,0.0,0.0,56.559999999999995,0.0
pjxyqwbj400,0.0,0.0,88.0,370.0,0.23783783140978837,72.89411764705882,0.0
pjxyqwbj401,0.0,0.0,0.0,0.0,0.0,60.025,0.0
pjxyqwbj402,0.0,0.0,0.0,0.0,0.0,54.01538461538462,0.0
pjxyqwbj403,0.0,0.0,0.0,0.0,0.0,43.65882352941177,0.0
pjxyqwbj407,0.0,0.0,0.0,0.0,0.0,77.16875,0.0
pjxyqwbj408,0.0,0.0,0.0,0.0,0.0,53.29375,0.0
pjxyqwbj409,0.0,0.0,0.0,0.0,0.0,58.42,0.0
pjxyqwbj410,0.0,0.0,0.0,0.0,0.0,91.81,0.0
pjxyqwbj412,0.0,0.0,0.0,0.0,0.0,66.53636363636363,0.0
pjxyqwbj417,0.0,0.0,13.0,66.0,0.196969667125808,59.885714285714286,0.0
pjxyqwbj418,0.0,0.0,28.0,176.0,0.1590909000516534,73.98125,0.0
pjxyqwbj421,0.0,0.0,0.0,0.0,0.0,86.0625,0.0
pjxyqwbj422,0.0,0.0,0.0,0.0,0.0,74.8578947368421,0.0
pjxyqwbj425,0.0,0.0,0.0,0.0,0.0,78.0,0.0
pjxyqwbj428,0.0,0.0,76.0,307.0,0.24755699519358323,74.12,0.0
pjxyqwbj430,0.0,0.0,0.0,0.0,0.0,50.72666666666667,0.0
pjxyqwbj431,0.0,0.0,0.0,0.0,0.0,71.71538461538461,0.0
pjxyqwbj433,0.0,0.0,0.0,0.0,0.0,74.33125,0.0
pjxyqwbj435,0.0,0.0,0.0,0.0,0.0,76.32727272727273,0.0
pjxyqwbj437,0.0,0.0,0.0,0.0,0.0,63.917647058823526,0.0
pjxyqwbj441,0.0,0.0,137.0,541.0,0.25323474578124316,49.81875,0.0
pjxyqwbj444,0.0,0.0,0.0,0.0,0.0,79.2625,0.0
pjxyqwbj445,0.0,0.0,0.0,0.0,0.0,53.4375,0.0
pjxyqwbj452,0.0,0.0,0.0,0.0,0.0,46.36363636363637,0.0
pjxyqwbj453,0.0,0.0,0.0,0.0,0.0,69.7909090909091,0.0
pjxyqwbj454,0.0,0.0,0.0,0.0,0.0,64.61538461538461,0.0
pjxyqwbj455,0.0,0.0,0.0,0.0,0.0,87.45714285714287,0.0
pjxyqwbj456,0.0,0.0,0.0,0.0,0.0,38.725675675675674,0.0
pjxyqwbj459,0.0,0.0,0.0,0.0,0.0,83.6846153846154,1.0
pjxyqwbj461,0.0,0.0,0.0,0.0,0.0,85.0,0.0
pjxyqwbj463,0.0,0.0,0.0,0.0,0.0,40.215384615384615,0.0
pjxyqwbj464,0.0,0.0,155.0,506.0,0.3063241046181007,75.99,0.0
pjxyqwbj468,0.0,0.0,60.0,268.0,0.22388058866117208,43.60833333333333,0.0
pjxyqwbj469,0.0,0.0,4.0,47.0,0.08510636487098619,63.61818181818182,0.0
pjxyqwbj472,0.0,0.0,0.0,0.0,0.0,52.77333333333333,0.0
pjxyqwbj476,0.0,0.0,0.0,0.0,0.0,60.583333333333336,0.0
pjxyqwbj478,0.0,0.0,0.0,0.0,0.0,44.06875,0.0
pjxyqwbj479,0.0,0.0,0.0,0.0,0.0,68.48181818181818,0.0
pjxyqwbj485,0.0,0.0,35.0,255.0,0.13725489657823936,79.78,0.0
pjxyqwbj486,0.0,0.0,0.0,0.0,0.0,49.519999999999996,0.0
pjxyqwbj487,0.0,0.0,0.0,0.0,0.0,59.333333333333336,0.0
pjxyqwbj488,0.0,0.0,0.0,0.0,0.0,84.3,0.0
pjxyqwbj492,0.0,0.0,0.0,0.0,0.0,79.02727272727272,0.0
pjxyqwbj497,0.0,0.0,0.0,0.0,0.0,80.63809523809525,0.0
pjxyqwbj500,0.0,0.0,48.0,269.0,0.17843865507662993,75.33,0.0
pjxyqwbj506,0.0,0.0,0.0,0.0,0.0,43.99444444444444,0.0
pjxyqwbj508,0.0,0.0,0.0,0.0,0.0,49.79375,0.0
pjxyqwbj509,0.0,0.0,0.0,0.0,0.0,68.35714285714286,0.0
pjxyqwbj515,0.0,0.0,40.0,115.0,0.34782605671077765,80.3,0.0
pjxyqwbj518,0.0,0.0,0.0,0.0,0.0,72.20625,0.0
pjxyqwbj522,0.0,0.0,0.0,0.0,0.0,67.99,0.0
pjxyqwbj523,0.0,0.0,0.0,0.0,0.0,71.87777777777778,0.0
pjxyqwbj524,0.0,0.0,0.0,0.0,0.0,82.39285714285714,0.0
pjxyqwbj525,0.0,0.0,46.0,216.0,0.21296295310356697,63.839999999999996,0.0
pjxyqwbj527,0.0,0.0,0.0,0.0,0.0,28.6875,0.0
pjxyqwbj530,0.0,0.0,0.0,0.0,0.0,56.26923076923077,0.0
pjxyqwbj531,0.0,0.0,0.0,0.0,0.0,50.026666666666664,0.0
pjxyqwbj532,0.0,0.0,0.0,0.0,0.0,75.97999999999999,0.0
pjxyqwbj534,0.0,0.0,0.0,0.0,0.0,71.5625,0.0
pjxyqwbj535,0.0,0.0,0.0,0.0,0.0,73.41499999999999,0.0
pjxyqwbj538,0.0,0.0,0.0,0.0,0.0,60.4125,0.0
pjxyqwbj540,0.0,0.0,32.0,92.0,0.34782604914934245,94.22222222222223,0.0
pjxyqwbj542,0.0,0.0,0.0,0.0,0.0,79.65,0.0
pjxyqwbj548,0.0,0.0,0.0,0.0,0.0,54.345454545454544,0.0
pjxyqwbj552,0.0,0.0,0.0,0.0,0.0,51.62,0.0
pjxyqwbj554,0.0,0.0,0.0,0.0,0.0,68.46666666666667,0.0
pjxyqwbj555,0.0,0.0,11.0,54.0,0.20370366598080258,85.5,0.0
pjxyqwbj557,0.0,0.0,0.0,0.0,0.0,75.5,0.0
pjxyqwbj560,0.0,0.0,0.0,0.0,0.0,70.425,0.0
pjxyqwbj563,0.0,0.0,0.0,0.0,0.0,51.964285714285715,0.0
pjxyqwbj564,0.0,0.0,0.0,0.0,0.0,34.171052631578945,0.0
pjxyqwbj566,0.0,0.0,0.0,0.0,0.0,79.0875,0.0
pjxyqwbj569,0.0,0.0,0.0,0.0,0.0,67.325,0.0
pjxyqwbj570,0.0,0.0,0.0,0.0,0.0,86.9090909090909,0.0
pjxyqwbj574,0.0,0.0,0.0,0.0,0.0,84.81818181818181,0.0
pjxyqwbj577,0.0,0.0,0.0,0.0,0.0,83.63157894736842,0.0
pjxyqwbj579,0.0,0.0,207.0,1018.0,0.2033398801243627,10.692307692307692,0.0
pjxyqwbj582,0.0,0.0,0.0,0.0,0.0,81.99,0.0
pjxyqwbj584,0.0,0.0,0.0,0.0,0.0,30.85454545454546,0.0
pjxyqwbj585,0.0,0.0,0.0,0.0,0.0,72.42105263157895,0.0
pjxyqwbj588,0.0,0.0,0.0,0.0,0.0,48.62115384615385,0.0
pjxyqwbj589,0.0,0.0,0.0,0.0,0.0,72.92916666666666,0.0
pjxyqwbj590,0.0,0.0,0.0,0.0,0.0,57.53684210526316,0.0
pjxyqwbj591,0.0,0.0,0.0,0.0,0.0,39.65483870967742,0.0
pjxyqwbj592,0.0,0.0,0.0,0.0,0.0,40.0,0.0
pjxyqwbj594,0.0,0.0,0.0,0.0,0.0,84.70769230769231,0.0
pjxyqwbj598,0.0,0.0,279.0,903.0,0.3089700962461783,67.5,0.0
pjxyqwbj602,0.0,0.0,0.0,0.0,0.0,57.67333333333333,0.0
pjxyqwbj604,0.0,0.0,0.0,0.0,0.0,54.0625,0.0
pjxyqwbj605,0.0,0.0,0.0,0.0,0.0,51.31333333333334,0.0
pjxyqwbj608,0.0,0.0,0.0,0.0,0.0,59.91052631578947,0.0
pjxyqwbj611,0.0,0.0,0.0,0.0,0.0,85.0,0.0
pjxyqwbj613,0.0,0.0,0.0,0.0,0.0,62.099999999999994,0.0
pjxyqwbj615,0.0,0.0,0.0,0.0,0.0,76.07692307692308,0.0
pjxyqwbj616,0.0,0.0,0.0,0.0,0.0,73.08333333333333,0.0
pjxyqwbj617,0.0,0.0,0.0,0.0,0.0,75.1875,0.0
pjxyqwbj621,0.0,0.0,47.0,205.0,0.22926828149910822,71.825,0.0
pjxyqwbj622,0.0,0.0,0.0,0.0,0.0,22.767692307692307,0.0
pjxyqwbj624,0.0,0.0,0.0,0.0,0.0,73.0625,0.0
pjxyqwbj625,0.0,0.0,0.0,0.0,0.0,75.35333333333332,0.0
pjxyqwbj627,0.0,0.0,0.0,0.0,0.0,45.48571428571428,0.0
pjxyqwbj628,0.0,0.0,0.0,0.0,0.0,73.625,0.0
pjxyqwbj630,0.0,0.0,0.0,0.0,0.0,57.333333333333336,0.0
pjxyqwbj631,0.0,0.0,0.0,0.0,0.0,57.593333333333334,0.0
pjxyqwbj632,0.0,0.0,0.0,0.0,0.0,47.58888888888889,0.0
pjxyqwbj634,0.0,0.0,0.0,0.0,0.0,66.10833333333333,0.0
pjxyqwbj636,0.0,0.0,0.0,0.0,0.0,87.13,0.0
pjxyqwbj640,0.0,0.0,0.0,0.0,0.0,56.08007380073801,0.0
pjxyqwbj642,0.0,0.0,0.0,0.0,0.0,88.75625,0.0
pjxyqwbj646,0.0,0.0,153.0,664.0,0.2304216832767819,45.278571428571425,0.0
pjxyqwbj648,0.0,0.0,0.0,0.0,0.0,28.29375,0.0
pjxyqwbj651,0.0,0.0,0.0,0.0,0.0,88.29375,0.0
