学号_统一,体育_打卡总次数,体育_打卡平均间隔天数,体育_最新体测总分
pjxyqwbj589,385.0,2.0364583333333335,55.8
pjxyqwbj590,400.0,1.9573934837092732,55.0
pjxyqwbj591,303.0,2.576158940397351,28.2
pjxyqwbj592,389.0,2.0103092783505154,50.0
pjxyqwbj594,467.0,1.6223175965665235,77.4
pjxyqwbj598,474.0,1.6152219873150107,50.8
pjxyqwbj602,456.0,1.7164835164835164,54.15
pjxyqwbj604,342.0,2.12316715542522,68.6
pjxyqwbj605,510.0,1.5324165029469548,53.2
pjxyqwbj608,412.0,1.8734793187347931,69.1
pjxyqwbj611,495.0,1.5769230769230769,65.9
pjxyqwbj613,506.0,1.5425742574257426,55.4
pjxyqwbj615,466.0,1.6817204301075268,40.8
pjxyqwbj616,450.0,1.7416481069042316,57.3
pjxyqwbj617,496.0,1.5797979797979798,60.0
pjxyqwbj621,458.0,1.6958424507658643,59.3
pjxyqwbj622,437.0,1.7935779816513762,72.5
pjxyqwbj624,424.0,1.839243498817967,67.6
pjxyqwbj625,413.0,1.8762135922330097,68.4
pjxyqwbj627,362.0,2.1634349030470914,31.0
pjxyqwbj628,470.0,1.6567164179104477,79.0
pjxyqwbj630,444.0,1.765237020316027,58.7
pjxyqwbj631,461.0,1.6891304347826086,62.0
pjxyqwbj632,337.0,2.255952380952381,42.05
pjxyqwbj634,552.0,1.3956442831215972,67.15
pjxyqwbj636,425.0,1.8325471698113207,58.6
pjxyqwbj640,401.0,1.745,27.8
pjxyqwbj642,448.0,1.6174496644295302,30.0
pjxyqwbj646,440.0,1.7790432801822325,73.0
pjxyqwbj648,486.0,1.5938144329896908,59.2
pjxyqwbj651,465.0,1.6724137931034482,33.1
pjxyqwbj656,593.0,1.287162162162162,46.9
pjxyqwbj658,269.0,2.917910447761194,51.4
pjxyqwbj659,295.0,2.642857142857143,56.2
pjxyqwbj660,657.0,1.1798780487804879,66.15
pjxyqwbj662,355.0,2.1779661016949152,60.0
pjxyqwbj663,450.0,1.7416481069042316,57.3
pjxyqwbj664,329.0,2.356707317073171,60.55
pjxyqwbj665,508.0,1.5364891518737673,79.2
pjxyqwbj669,451.0,1.7155555555555555,72.1
pjxyqwbj671,346.0,2.2376811594202897,58.4
pjxyqwbj673,471.0,1.6617021276595745,55.2
pjxyqwbj674,478.0,1.628930817610063,62.6
pjxyqwbj677,445.0,1.6914414414414414,63.8
pjxyqwbj678,403.0,1.8582089552238805,50.3
pjxyqwbj685,352.0,1.794871794871795,50.0
pjxyqwbj687,464.0,1.6868250539956804,59.2
pjxyqwbj688,419.0,1.8708133971291867,49.0
pjxyqwbj691,399.0,1.879396984924623,78.9
pjxyqwbj692,350.0,2.2349570200573066,40.0
pjxyqwbj695,496.0,1.5797979797979798,64.2
pjxyqwbj697,376.0,2.074666666666667,37.4
pjxyqwbj698,373.0,2.086021505376344,65.9
pjxyqwbj699,403.0,1.9378109452736318,48.55
pjxyqwbj701,375.0,2.088235294117647,56.35
pjxyqwbj706,463.0,1.6688311688311688,87.2
pjxyqwbj709,451.0,1.731111111111111,66.7
pjxyqwbj710,452.0,1.7206208425720622,52.1
pjxyqwbj713,461.0,1.673913043478261,31.1
pjxyqwbj718,412.0,1.900243309002433,60.0
pjxyqwbj726,291.0,2.668965517241379,65.0
pjxyqwbj727,563.0,1.393238434163701,60.0
pjxyqwbj728,716.0,1.0769230769230769,59.0
pjxyqwbj732,455.0,1.5881057268722467,62.2
pjxyqwbj733,521.0,1.5,59.1
pjxyqwbj734,453.0,1.7101769911504425,73.7
pjxyqwbj737,296.0,2.6372881355932205,53.6
pjxyqwbj739,468.0,1.6702355460385439,62.7
pjxyqwbj741,415.0,1.8888888888888888,56.0
pjxyqwbj742,425.0,1.8278301886792452,46.4
pjxyqwbj744,452.0,1.7339246119733924,61.1
pjxyqwbj748,734.0,1.0641200545702592,63.0
pjxyqwbj754,305.0,2.5657894736842106,40.1
pjxyqwbj755,402.0,1.9376558603491272,73.95
pjxyqwbj758,369.0,2.1168478260869565,67.2
pjxyqwbj760,635.0,1.2334384858044165,52.2
pjxyqwbj763,258.0,3.0155642023346303,48.8
pjxyqwbj764,364.0,2.0550964187327825,43.6
pjxyqwbj769,331.0,2.3454545454545452,54.8
pjxyqwbj772,456.0,1.7186813186813186,72.1
pjxyqwbj773,428.0,1.8266978922716628,56.4
pjxyqwbj775,395.0,1.9619289340101522,74.7
pjxyqwbj776,467.0,1.6738197424892705,74.3
pjxyqwbj777,499.0,1.570281124497992,60.0
pjxyqwbj780,455.0,1.6850220264317182,50.9
pjxyqwbj782,382.0,2.041994750656168,61.85
pjxyqwbj785,442.0,1.7664399092970522,50.3
pjxyqwbj787,473.0,1.652542372881356,59.8
pjxyqwbj788,508.0,1.542406311637081,68.8
pjxyqwbj789,330.0,1.9088145896656534,48.5
pjxyqwbj790,404.0,1.9379652605459057,71.7
pjxyqwbj791,404.0,1.9404466501240696,70.2
pjxyqwbj793,405.0,1.9183168316831682,58.7
pjxyqwbj796,503.0,1.5378486055776892,83.3
pjxyqwbj797,302.0,2.5880398671096345,67.8
pjxyqwbj799,385.0,2.0364583333333335,44.4
pjxyqwbj802,470.0,1.6652452025586353,49.1
pjxyqwbj803,141.0,5.557142857142857,71.95
pjxyqwbj807,495.0,1.5809716599190284,59.0
pjxyqwbj808,308.0,2.537459283387622,57.5
pjxyqwbj809,452.0,1.7339246119733924,56.7
pjxyqwbj811,480.0,1.6116910229645094,47.1
pjxyqwbj820,471.0,1.6425531914893616,60.8
pjxyqwbj821,405.0,1.9282178217821782,60.2
pjxyqwbj822,446.0,1.7348314606741573,42.6
pjxyqwbj825,315.0,2.4936305732484074,40.7
pjxyqwbj828,645.0,1.2127329192546583,22.0
pjxyqwbj830,318.0,2.4605678233438484,48.8
pjxyqwbj833,451.0,1.728888888888889,49.5
pjxyqwbj834,375.0,2.072192513368984,62.2
pjxyqwbj836,427.0,1.8309859154929577,37.0
pjxyqwbj837,522.0,1.4856046065259116,66.0
pjxyqwbj838,552.0,1.399274047186933,65.4
pjxyqwbj839,425.0,1.804245283018868,57.4
pjxyqwbj841,430.0,1.8018648018648018,57.45
pjxyqwbj842,537.0,1.4384328358208955,66.2
pjxyqwbj844,509.0,1.5275590551181102,60.0
pjxyqwbj847,334.0,2.2972972972972974,81.2
pjxyqwbj849,493.0,1.5548780487804879,56.9
pjxyqwbj850,492.0,1.5784114052953158,76.4
pjxyqwbj852,925.0,0.6742424242424242,55.0
pjxyqwbj853,3417.0,0.22892271662763466,72.4
pjxyqwbj856,378.0,2.0742705570291777,37.2
pjxyqwbj857,252.0,3.1235059760956174,52.0
pjxyqwbj859,629.0,1.2452229299363058,89.4
pjxyqwbj864,346.0,2.260869565217391,67.8
pjxyqwbj865,596.0,1.3126050420168067,78.3
pjxyqwbj867,423.0,1.853080568720379,60.0
pjxyqwbj868,364.0,1.71900826446281,54.4
pjxyqwbj869,286.0,2.1403508771929824,59.1
pjxyqwbj870,361.0,1.711111111111111,69.0
pjxyqwbj871,383.0,1.5916230366492146,52.3
pjxyqwbj872,424.0,1.8179669030732861,71.4
pjxyqwbj873,443.0,1.762443438914027,41.6
pjxyqwbj876,493.0,1.579268292682927,63.6
pjxyqwbj877,493.0,1.5833333333333333,73.9
pjxyqwbj883,405.0,1.9108910891089108,63.9
pjxyqwbj884,610.0,1.2857142857142858,65.65
pjxyqwbj885,417.0,1.8798076923076923,60.0
pjxyqwbj886,435.0,1.7972350230414746,66.55
pjxyqwbj888,343.0,2.260233918128655,58.6
pjxyqwbj889,423.0,1.8127962085308056,60.0
pjxyqwbj890,540.0,1.450834879406308,93.7
pjxyqwbj895,459.0,1.6986899563318778,46.95
pjxyqwbj896,443.0,1.7714932126696832,64.0
pjxyqwbj897,482.0,1.6174636174636174,86.9
pjxyqwbj902,454.0,1.7218543046357615,60.0
pjxyqwbj903,455.0,1.722466960352423,50.4
pjxyqwbj904,416.0,1.8819277108433734,68.5
pjxyqwbj905,481.0,1.625,55.6
pjxyqwbj907,414.0,1.8934624697336562,56.6
pjxyqwbj910,479.0,1.6276150627615062,62.45
pjxyqwbj912,381.0,2.0342105263157895,66.3
pjxyqwbj913,411.0,1.8829268292682926,70.6
pjxyqwbj914,361.0,2.0555555555555554,59.5
pjxyqwbj917,422.0,1.833729216152019,59.1
pjxyqwbj922,500.0,1.5611222444889779,68.8
pjxyqwbj923,481.0,1.625,59.0
pjxyqwbj924,334.0,2.3453453453453452,44.6
pjxyqwbj925,382.0,2.0446194225721785,70.6
pjxyqwbj926,341.0,2.2705882352941176,37.2
pjxyqwbj927,355.0,1.9887005649717515,35.8
pjxyqwbj928,405.0,1.9282178217821782,57.1
pjxyqwbj929,425.0,1.8396226415094339,47.2
pjxyqwbj930,446.0,1.7550561797752808,68.5
pjxyqwbj932,470.0,1.6545842217484008,59.8
pjxyqwbj933,430.0,1.8111888111888113,53.5
pjxyqwbj935,450.0,1.734966592427617,52.3
pjxyqwbj936,511.0,1.5294117647058822,56.0
pjxyqwbj937,394.0,1.979643765903308,73.2
pjxyqwbj939,488.0,1.6016427104722792,52.4
pjxyqwbj940,408.0,1.9213759213759214,61.8
pjxyqwbj941,492.0,1.5906313645621182,61.1
pjxyqwbj944,450.0,1.7171492204899776,44.4
pjxyqwbj945,586.0,1.3213675213675213,64.7
pjxyqwbj946,482.0,1.5987525987525988,78.6
pjxyqwbj947,559.0,1.4014336917562724,43.7
pjxyqwbj949,385.0,1.9869791666666667,36.75
pjxyqwbj950,401.0,1.95,60.7
pjxyqwbj955,367.0,2.1366120218579234,46.6
pjxyqwbj958,348.0,2.244956772334294,54.2
pjxyqwbj961,302.0,2.524916943521595,61.2
pjxyqwbj965,429.0,1.8224299065420562,48.0
pjxyqwbj966,477.0,1.596638655462185,69.2
pjxyqwbj967,447.0,1.7264573991031391,64.0
pjxyqwbj971,649.0,1.2052469135802468,57.6
pjxyqwbj977,382.0,2.036745406824147,67.2
pjxyqwbj979,370.0,2.1192411924119243,44.1
pjxyqwbj985,486.0,1.6123711340206186,63.1
pjxyqwbj986,426.0,1.811764705882353,66.2
pjxyqwbj988,339.0,2.3106508875739644,46.3
pjxyqwbj989,462.0,1.668112798264642,68.5
pjxyqwbj991,328.0,2.36697247706422,40.8
pjxyqwbj993,361.0,2.1694444444444443,69.5
pjxyqwbj998,476.0,1.6378947368421053,73.2
pjxyqwbk504,387.0,1.5880829015544042,73.5
pjxyqwbk505,365.0,2.1483516483516483,34.9
pjxyqwbk509,241.0,2.595833333333333,44.0
pjxyqwbk510,343.0,1.7777777777777777,61.8
pjxyqwbk511,356.0,1.7464788732394365,57.2
pjxyqwbk513,442.0,1.4149659863945578,56.85
pjxyqwbk514,556.0,1.3981981981981981,64.5
pjxyqwbk519,436.0,1.7862068965517242,56.6
pjxyqwbk520,383.0,2.0392670157068062,58.1
pjxyqwbk521,176.0,3.4114285714285715,56.4
pjxyqwbk523,336.0,1.7970149253731342,80.5
pjxyqwbk527,361.0,2.1666666666666665,55.5
pjxyqwbk529,392.0,1.9820971867007673,63.2
pjxyqwbk531,417.0,1.8485576923076923,60.0
pjxyqwbk534,507.0,1.541501976284585,67.7
pjxyqwbk536,104.0,2.3592233009708736,60.0
pjxyqwbk537,349.0,2.0919540229885056,50.4
pjxyqwbk538,326.0,2.4061538461538463,62.1
pjxyqwbk540,303.0,2.5860927152317883,48.8
pjxyqwbk541,348.0,2.2219020172910664,70.8
pjxyqwbk542,470.0,1.6460554371002132,60.0
pjxyqwbk543,440.0,1.7790432801822325,61.8
pjxyqwbk544,460.0,1.6928104575163399,58.95
pjxyqwbk547,416.0,1.8024096385542168,64.9
pjxyqwbk548,555.0,1.4007220216606497,60.0
pjxyqwbk549,409.0,1.9093137254901962,64.8
pjxyqwbk551,486.0,1.5690721649484536,59.2
pjxyqwbk559,337.0,2.2261904761904763,73.2
pjxyqwbk562,423.0,1.8364928909952607,52.0
pjxyqwbk572,391.0,2.0,81.4
pjxyqwbk575,421.0,1.8523809523809525,66.8
pjxyqwbk577,485.0,1.6198347107438016,71.0
pjxyqwbk578,390.0,1.9820051413881747,54.0
pjxyqwbk581,449.0,1.7366071428571428,42.6
pjxyqwbk583,418.0,1.8465227817745804,57.4
pjxyqwbk584,333.0,2.3463855421686746,56.7
pjxyqwbk585,434.0,1.8013856812933025,50.4
pjxyqwbk592,468.0,1.6509635974304069,54.0
pjxyqwbk594,526.0,1.4590476190476191,53.1
pjxyqwbk595,492.0,1.570264765784114,66.2
pjxyqwbk601,347.0,2.2514450867052025,53.2
pjxyqwbk603,456.0,1.7098901098901098,53.4
pjxyqwbk604,397.0,1.9696969696969697,60.8
pjxyqwbk605,369.0,2.119565217391304,71.15
pjxyqwbk607,377.0,2.074468085106383,61.9
pjxyqwbk608,476.0,1.64,57.55
pjxyqwbk615,446.0,1.7393258426966292,72.9
pjxyqwbk617,596.0,1.2941176470588236,59.6
pjxyqwbk618,435.0,1.794930875576037,53.0
pjxyqwbk620,526.0,1.4685714285714286,45.1
pjxyqwbk621,540.0,1.4489795918367347,33.8
pjxyqwbk622,415.0,1.8888888888888888,35.6
pjxyqwbk623,289.0,2.6666666666666665,58.8
pjxyqwbk624,248.0,3.1093117408906883,60.5
pjxyqwbk631,436.0,1.7471264367816093,65.6
pjxyqwbk632,433.0,1.7824074074074074,60.0
pjxyqwbk636,450.0,1.7216035634743876,60.0
pjxyqwbk638,331.0,2.3515151515151516,50.4
pjxyqwbk642,469.0,1.6688034188034189,62.8
pjxyqwbk644,419.0,1.8468899521531101,70.7
pjxyqwbk646,482.0,1.6257796257796258,60.0
pjxyqwbk647,492.0,1.5906313645621182,59.8
pjxyqwbk650,447.0,1.7466367713004485,72.3
pjxyqwbk652,334.0,2.2462462462462462,60.0
pjxyqwbk653,520.0,1.48747591522158,51.6
pjxyqwbk656,404.0,1.9305210918114144,62.95
pjxyqwbk661,157.0,3.717948717948718,58.0
pjxyqwbk662,549.0,1.4233576642335766,60.7
pjxyqwbk664,456.0,1.712087912087912,62.1
pjxyqwbk665,440.0,1.7676537585421412,38.9
pjxyqwbk666,535.0,1.451310861423221,44.2
pjxyqwbk668,417.0,1.8557692307692308,52.9
pjxyqwbk671,202.0,3.7960199004975124,66.8
pjxyqwbk673,451.0,1.7266666666666666,58.3
pjxyqwbk675,329.0,2.3780487804878048,60.0
pjxyqwbk678,459.0,1.6921397379912664,77.95
pjxyqwbk679,376.0,2.050666666666667,68.8
pjxyqwbk686,300.0,2.5986622073578594,58.6
pjxyqwbk694,663.0,1.1782477341389728,71.1
pjxyqwbk697,523.0,1.4616858237547892,62.0
pjxyqwbk698,532.0,1.4500941619585688,53.6
pjxyqwbk700,456.0,1.7230769230769232,51.4
pjxyqwbk701,231.0,3.365217391304348,45.0
pjxyqwbk706,566.0,1.3716814159292035,77.6
pjxyqwbk708,323.0,2.3664596273291925,60.0
pjxyqwbk710,458.0,1.6849015317286653,55.9
pjxyqwbk713,411.0,1.8804878048780487,45.8
pjxyqwbk716,421.0,1.8309523809523809,47.5
pjxyqwbk717,383.0,2.0235602094240837,68.0
pjxyqwbk720,503.0,1.551792828685259,53.6
pjxyqwbk721,687.0,1.1326530612244898,68.3
pjxyqwbk724,412.0,1.8686131386861313,63.1
pjxyqwbk727,402.0,1.9077306733167083,71.55
pjxyqwbk728,462.0,1.6919739696312364,55.0
pjxyqwbk729,368.0,2.128065395095368,62.1
pjxyqwbk731,486.0,1.595876288659794,74.0
pjxyqwbk734,487.0,1.5946502057613168,67.2
pjxyqwbk735,439.0,1.7579908675799087,55.7
pjxyqwbk736,375.0,2.085561497326203,81.4
pjxyqwbk740,437.0,1.7889908256880733,79.7
pjxyqwbk741,312.0,2.508038585209003,54.4
pjxyqwbk745,566.0,1.3769911504424779,56.25
pjxyqwbk746,438.0,1.7826086956521738,63.5
pjxyqwbk747,364.0,2.1046831955922864,34.0
pjxyqwbk749,397.0,1.9545454545454546,75.2
pjxyqwbk754,574.0,1.368237347294939,77.9
pjxyqwbk755,479.0,1.602510460251046,56.0
pjxyqwbk756,409.0,1.8995098039215685,60.2
pjxyqwbk760,452.0,1.6940133037694014,63.8
pjxyqwbk761,468.0,1.6788008565310493,75.25
pjxyqwbk762,437.0,1.768348623853211,51.6
pjxyqwbk764,496.0,1.5777777777777777,67.8
pjxyqwbk767,499.0,1.5542168674698795,55.9
pjxyqwbk769,343.0,2.2339181286549707,47.4
pjxyqwbk770,424.0,1.8416075650118204,61.2
pjxyqwbk772,448.0,1.7315436241610738,57.0
pjxyqwbk775,480.0,1.62839248434238,70.3
pjxyqwbk777,71.0,10.585714285714285,53.55
pjxyqwbk779,462.0,1.646420824295011,47.6
pjxyqwbk781,471.0,1.6340425531914893,55.8
pjxyqwbk782,314.0,2.488817891373802,51.1
pjxyqwbk787,615.0,1.268729641693811,81.5
pjxyqwbk788,544.0,1.4217311233885819,76.1
pjxyqwbk791,402.0,1.9226932668329177,45.0
pjxyqwbk792,409.0,1.8970588235294117,64.8
pjxyqwbk793,398.0,1.9546599496221662,67.2
pjxyqwbk795,447.0,1.748878923766816,60.8
pjxyqwbk796,561.0,1.3964285714285714,64.6
pjxyqwbk799,585.0,1.3390410958904109,59.0
pjxyqwbk802,391.0,1.9538461538461538,53.9
pjxyqwbk804,350.0,2.2349570200573066,41.9
pjxyqwbk806,446.0,1.752808988764045,51.6
pjxyqwbk807,439.0,1.7876712328767124,46.4
pjxyqwbk808,436.0,1.7701149425287357,73.45
pjxyqwbk810,451.0,1.68,47.7
pjxyqwbk812,613.0,1.2647058823529411,63.8
pjxyqwbk813,354.0,2.2124645892351276,52.55
pjxyqwbk814,386.0,2.020779220779221,62.2
pjxyqwbk815,299.0,2.6040268456375837,63.4
pjxyqwbk818,470.0,1.6375266524520256,66.15
pjxyqwbk824,473.0,1.63135593220339,60.0
pjxyqwbk826,526.0,1.4857142857142858,60.95
pjxyqwbk828,355.0,2.209039548022599,68.15
pjxyqwbk829,457.0,1.7149122807017543,66.9
pjxyqwbk830,465.0,1.6163793103448276,44.6
pjxyqwbk831,298.0,2.5656565656565657,60.0
pjxyqwbk834,522.0,1.506717850287908,71.2
pjxyqwbk835,201.0,2.235,67.9
pjxyqwbk838,357.0,2.193820224719101,40.1
pjxyqwbk839,432.0,1.8097447795823667,36.8
pjxyqwbk844,539.0,1.4349442379182156,56.4
pjxyqwbk845,600.0,1.2570951585976629,60.0
pjxyqwbk855,424.0,1.8368794326241136,54.2
pjxyqwbk856,499.0,1.570281124497992,28.1
pjxyqwbk859,456.0,1.7164835164835164,47.4
pjxyqwbk862,336.0,2.274626865671642,56.95
pjxyqwbk864,508.0,1.5187376725838264,63.2
pjxyqwbk865,441.0,1.768181818181818,50.95
pjxyqwbk866,410.0,1.8679706601466992,73.75
pjxyqwbk868,452.0,1.7161862527716185,44.6
pjxyqwbk869,585.0,1.3390410958904109,67.9
pjxyqwbk870,299.0,2.5838926174496644,65.4
pjxyqwbk871,486.0,1.5855670103092783,42.8
pjxyqwbk872,507.0,1.517786561264822,69.8
pjxyqwbk879,513.0,1.521484375,64.0
pjxyqwbk884,402.0,1.8204488778054864,31.1
pjxyqwbk885,583.0,1.3230240549828178,65.5
pjxyqwbk889,524.0,1.4703632887189293,52.5
pjxyqwbk893,500.0,1.5410821643286574,55.6
pjxyqwbk895,351.0,2.0085714285714285,50.8
pjxyqwbk896,353.0,2.21875,78.4
pjxyqwbk899,535.0,1.4662921348314606,66.4
pjxyqwbk900,460.0,1.6840958605664489,58.0
pjxyqwbk901,478.0,1.6352201257861636,74.6
pjxyqwbk902,462.0,1.6702819956616053,33.2
pjxyqwbk907,380.0,1.9102902374670185,58.9
pjxyqwbk910,411.0,1.8756097560975609,55.45
pjxyqwbk919,494.0,1.563894523326572,50.9
pjxyqwbk920,401.0,1.9275,58.8
pjxyqwbk922,404.0,1.933002481389578,53.6
pjxyqwbk923,441.0,1.7772727272727273,63.45
pjxyqwbk925,293.0,2.0924657534246576,63.8
pjxyqwbk928,483.0,1.6058091286307055,73.65
pjxyqwbk931,386.0,2.020779220779221,71.2
pjxyqwbk935,507.0,1.5434782608695652,71.6
pjxyqwbk942,695.0,1.1095100864553313,79.95
pjxyqwbk943,495.0,1.5688259109311742,44.8
pjxyqwbk949,362.0,2.1634349030470914,47.5
pjxyqwbk951,475.0,1.649789029535865,31.5
pjxyqwbk953,473.0,1.646186440677966,30.0
pjxyqwbk954,408.0,1.8918918918918919,61.8
pjxyqwbk955,448.0,1.7472035794183445,67.4
pjxyqwbk956,590.0,1.2937181663837012,88.5
pjxyqwbk962,361.0,2.1666666666666665,47.7
pjxyqwbk964,421.0,1.8261904761904761,50.0
pjxyqwbk966,412.0,1.7980535279805352,60.7
pjxyqwbk967,370.0,2.111111111111111,44.2
pjxyqwbk971,433.0,1.8055555555555556,62.4
pjxyqwbk972,449.0,1.7209821428571428,59.7
pjxyqwbk991,447.0,1.751121076233184,39.1
pjxyqwbk993,369.0,2.029891304347826,60.3
pjxyqwbk996,365.0,2.10989010989011,52.2
pjxyqwbk999,352.0,1.7492877492877492,66.15
pjxyqxbj001,454.0,1.7240618101545253,86.1
pjxyqxbj002,425.0,1.8160377358490567,73.2
pjxyqxbj006,345.0,2.244186046511628,57.9
pjxyqxbj007,402.0,1.9276807980049875,48.35
pjxyqxbj008,504.0,1.5467196819085487,76.0
pjxyqxbj012,436.0,1.7793103448275862,65.9
pjxyqxbj015,462.0,1.6789587852494576,37.6
pjxyqxbj018,343.0,2.2251461988304095,55.0
pjxyqxbj021,400.0,1.9348370927318295,54.3
pjxyqxbj023,396.0,1.9164556962025316,50.9
pjxyqxbj024,384.0,2.0182767624020888,57.3
pjxyqxbj027,306.0,2.3836065573770493,44.6
pjxyqxbj029,481.0,1.6270833333333334,72.0
pjxyqxbj031,419.0,1.715311004784689,59.85
pjxyqxbj032,479.0,1.6338912133891212,60.0
pjxyqxbj034,522.0,1.493282149712092,62.6
pjxyqxbj035,437.0,1.7889908256880733,61.4
pjxyqxbj038,511.0,1.5274509803921568,67.85
pjxyqxbj039,327.0,2.371165644171779,57.2
pjxyqxbj040,439.0,1.7488584474885844,62.6
pjxyqxbj043,435.0,1.7764976958525345,55.0
pjxyqxbj044,452.0,1.6851441241685143,81.95
pjxyqxbj046,735.0,1.0517711171662125,57.25
pjxyqxbj048,381.0,2.055263157894737,54.75
pjxyqxbj049,461.0,1.6956521739130435,63.4
pjxyqxbj051,465.0,1.6767241379310345,71.55
pjxyqxbj052,470.0,1.6609808102345416,58.2
pjxyqxbj054,442.0,1.7641723356009071,54.5
pjxyqxbj058,420.0,1.8257756563245824,79.9
pjxyqxbj060,455.0,1.722466960352423,57.4
pjxyqxbj063,357.0,2.191011235955056,53.6
pjxyqxbj064,301.0,2.5966666666666667,57.8
pjxyqxbj065,428.0,1.7728337236533958,66.3
pjxyqxbj066,442.0,1.7528344671201814,58.5
pjxyqxbj067,487.0,1.6008230452674896,63.9
pjxyqxbj068,400.0,1.944862155388471,57.0
pjxyqxbj073,527.0,1.4638783269961977,67.9
pjxyqxbj074,486.0,1.6,68.25
pjxyqxbj075,744.0,1.0430686406460297,71.3
pjxyqxbj080,298.0,2.6195286195286194,50.6
pjxyqxbj082,311.0,2.509677419354839,54.5
pjxyqxbj084,440.0,1.7767653758542141,74.9
pjxyqxbj086,456.0,1.7164835164835164,66.45
pjxyqxbj088,384.0,2.0365535248041775,44.6
pjxyqxbj089,423.0,1.8483412322274881,64.2
pjxyqxbj092,243.0,3.1942148760330578,59.05
pjxyqxbj093,418.0,1.8633093525179856,71.0
pjxyqxbj094,467.0,1.6545064377682404,73.8
pjxyqxbj095,444.0,1.762979683972912,68.1
pjxyqxbj096,438.0,1.7826086956521738,53.8
pjxyqxbj098,381.0,2.055263157894737,58.55
pjxyqxbj100,176.0,3.44,45.5
pjxyqxbj102,383.0,2.0235602094240837,65.5
pjxyqxbj103,418.0,1.8657074340527577,77.8
pjxyqxbj105,487.0,1.6049382716049383,54.4
pjxyqxbj106,689.0,1.123546511627907,63.3
pjxyqxbj113,424.0,1.8439716312056738,71.2
pjxyqxbj114,361.0,1.6388888888888888,49.4
pjxyqxbj117,439.0,1.764840182648402,86.5
pjxyqxbj119,343.0,2.263157894736842,34.8
pjxyqxbj120,445.0,1.7342342342342343,59.8
pjxyqxbj121,484.0,1.5776397515527951,72.0
pjxyqxbj124,434.0,1.8060046189376444,45.35
pjxyqxbj125,565.0,1.372340425531915,56.4
pjxyqxbj129,541.0,1.4425925925925926,65.1
pjxyqxbj131,335.0,2.284431137724551,71.0
pjxyqxbj132,367.0,2.068306010928962,50.4
pjxyqxbj139,419.0,1.868421052631579,70.4
pjxyqxbj144,506.0,1.5445544554455446,54.0
pjxyqxbj145,558.0,1.4021543985637344,51.35
pjxyqxbj146,440.0,1.7767653758542141,69.2
pjxyqxbj147,550.0,1.3989071038251366,55.55
pjxyqxbj148,246.0,3.183673469387755,48.6
pjxyqxbj150,483.0,1.6182572614107884,65.3
pjxyqxbj151,870.0,0.8918296892980437,70.8
pjxyqxbj152,537.0,1.4514925373134329,59.95
pjxyqxbj153,655.0,1.1865443425076452,65.7
pjxyqxbj154,436.0,1.7954022988505747,80.8
pjxyqxbj155,631.0,1.234920634920635,51.1
pjxyqxbj158,291.0,2.679310344827586,45.7
pjxyqxbj159,490.0,1.5787321063394684,80.25
pjxyqxbj160,432.0,1.8097447795823667,52.5
pjxyqxbj162,490.0,1.5971370143149284,43.0
pjxyqxbj164,422.0,1.850356294536817,69.4
pjxyqxbj165,451.0,1.72,72.1
pjxyqxbj167,481.0,1.625,81.55
pjxyqxbj169,234.0,3.3218884120171674,65.15
pjxyqxbj173,351.0,2.2142857142857144,60.0
pjxyqxbj174,456.0,1.7142857142857142,72.5
pjxyqxbj180,347.0,2.2369942196531793,67.2
pjxyqxbj182,445.0,1.7567567567567568,29.2
pjxyqxbj187,434.0,1.7598152424942264,64.1
pjxyqxbj188,352.0,2.225071225071225,59.0
pjxyqxbj192,469.0,1.6666666666666667,57.4
pjxyqxbj195,571.0,1.3631578947368421,71.4
pjxyqxbj198,535.0,1.4363295880149813,80.7
pjxyqxbj207,367.0,2.1147540983606556,60.2
pjxyqxbj214,460.0,1.6949891067538125,83.1
pjxyqxbj217,431.0,1.8093023255813954,53.75
pjxyqxbj220,544.0,1.4364640883977902,85.1
pjxyqxbj221,313.0,2.4551282051282053,54.4
pjxyqxbj223,353.0,2.0625,44.5
pjxyqxbj224,356.0,2.202816901408451,62.1
pjxyqxbj225,445.0,1.7612612612612613,65.65
pjxyqxbj228,479.0,1.6317991631799162,49.8
pjxyqxbj230,228.0,3.4273127753303965,50.3
pjxyqxbj237,375.0,2.0962566844919786,84.85
pjxyqxbj238,534.0,1.4652908067542214,61.6
pjxyqxbj239,897.0,0.8604910714285714,73.4
pjxyqxbj240,368.0,2.103542234332425,81.0
pjxyqxbj241,400.0,1.9523809523809523,73.8
pjxyqxbj242,327.0,2.392638036809816,62.9
pjxyqxbj243,446.0,1.752808988764045,79.4
pjxyqxbj250,503.0,1.547808764940239,57.7
pjxyqxbj251,415.0,1.8864734299516908,54.8
pjxyqxbj253,475.0,1.641350210970464,65.0
pjxyqxbj255,413.0,1.8932038834951457,59.2
pjxyqxbj257,335.0,2.305389221556886,55.0
pjxyqxbj261,461.0,1.682608695652174,60.0
pjxyqxbj262,474.0,1.6490486257928119,64.2
pjxyqxbj269,399.0,1.9321608040201006,50.7
pjxyqxbj271,294.0,2.6621160409556315,41.9
pjxyqxbj272,452.0,1.7206208425720622,46.2
pjxyqxbj273,425.0,1.8325471698113207,58.8
pjxyqxbj277,444.0,1.7562076749435667,67.8
pjxyqxbj278,440.0,1.7813211845102506,62.4
