JSMC(竞赛名称),HJJB(获奖级别),HJDJ(获奖等级),HJSJ(获奖时间),XHHGH(学号或工号),NJ(年级),XY(学院),ZY(专业),DNPX(队内排序),ZZ(职责)
中国大学生计算机设计大赛,省级,二等奖,2022-05-01 00:00:00,pjxyqxbj145,2020,电子工程学院,电子信息工程,2,队员
中国大学生计算机设计大赛,省级,二等奖,2022-05-01 00:00:00,pjxyqxbj577,2020,电子工程学院,电子信息工程,3,队员
中国大学生计算机设计大赛,省级,一等奖,2022-05-01 00:00:00,pjxuqwbj583,2020,机电工程学院,机电工程学院,1,队长
中国大学生计算机设计大赛,省级,一等奖,2022-05-01 00:00:00,pjxxxxbj921,2020,通信工程学院,通信工程,2,队员
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbk076,2020级,微电子学院,微电子科学与工程,1,论文
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxuqwbj634,2020级,网络与信息安全学院,网络空间安全实验班,1,编程
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjwtqxbj935,2020级,光电工程学院,电子科学与技术,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjwrqxbj890,2020级,光电工程学院,电子科学与技术,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj724,2020级,电子工程学院,电子信息工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk165,2020级,电子工程学院,遥感科学与技术,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj527,2020级,计算机科学与技术学院,软件工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj925,2020级,网络与信息安全学院,信息安全,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbk791,2020级,人工智能学院,人工智能,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk052,2020级,通信工程学院,通信工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk243,2020级,通信工程学院,信息工程,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxuqwbj708,2020级,机电工程学院,机械设计制造及其自动化,1,编程
第九届全国大学生统计建模大赛,省级,三等奖,2023-08-01 00:00:00,pjxyqxbk528,2020,微电子学院,集成电路设计与集成系统,2,学生
第九届全国大学生统计建模大赛,省级,三等奖,2023-08-01 00:00:00,pjxyqxbk531,2020,光电工程学院,电子科学与技术,3,学生
第九届全国大学生统计建模大赛,省级,三等奖,2023-08-01 00:00:00,pjxrqxbj901,2020,电子工程学院,电子信息工程,3,学生
第十四届全国大学生数学竞赛,国家级,二等奖,2023-05-01 00:00:00,pjxuqwbj642,2020级,机电工程学院,自动化,1,学生
第十四届全国大学生数学竞赛,国家级,三等奖,2023-05-01 00:00:00,pjxyqxbk180,20级级,通信工程学院,通信工程,1,学生
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjxyqxbj884,2020级,通信工程学院,通信工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbj159,2020级,微电子学院,集成电路设计与集成系统,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbj470,2020级,电子工程学院,电子信息工程,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxxzxkj987,2019级,通信工程学院,通信工程,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbj129,2020级,计算机学院,计算机科学与技术,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbj312,20级,通信工程学院,通信工程,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbj242,20级,微电子学院,集成电路设计与集成系统,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbj145,20级,电子工程学院,电子信息工程,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbk649,20级,微电子学院,集成电路设计与集成系统,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbk547,20级,通信工程学院,通信工程,1,学生
第十三届中国大学生服务外包创新创业大赛,国家级,三等奖,2022-05-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,1,学生
第六届中国高校计算机大赛--团体程序设计天梯赛,国家级,个人二等奖,2021-04-01 00:00:00,pjxyqwbj216,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第七届中国高校计算机大赛--团体程序设计天梯赛,国家级,银奖,2022-04-01 00:00:00,pjxyqwbj570,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbk533,2020级,通信工程学院,通信工程,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbj398,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbj331,2020级,人工智能学院,人工智能专业,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjwrqxbj951,2020级,先进材料与纳米科技学院,材料科学与工程,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbj706,2020级,网络与信息安全学院,信息安全,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbj932,2020级,人工智能学院,人工智能,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjwrqxbj923,2020级,数学与统计学院,数学与应用数学,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbj285,2020级,通信工程,通信工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbj113,2020级,2022秋季,微电子科学与工程,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbj325,2020级,电子工程学院,电子信息工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbj858,2020级,电子工程学院,电子信息工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqwbk879,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbl893,2020级,电子工程学院,电子信息工程,1,编程
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqwbj739,20级,计算机科学与技术学院,计算机科学与技术,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqwbk595,20级,计算机科学与技术学院,计算机科学与技术,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxuqwbj755,20级,机电工程学院,机器人工程,1,学生
西部某省省高校第十三次大学生高等数学竞赛,省级,二等奖,2023-06-01 00:00:00,pjxyqxbk578,2020级,通信工程学院,通信工程,1,学生
西部某省省高校第十三次大学生高等数学竞赛,省级,二等奖,2023-06-01 00:00:00,pjxsqxbj815,2020级,海棠一号书院,管理科学与工程类,1,学生
西部某省省高校第十三次大学生高等数学竞赛,省级,一等奖,2023-06-01 00:00:00,pjxuqwbj461,2020级,机电工程学院,电子封装技术,1,学生
西部某省省高校第十三次大学生高等数学竞赛,省级,一等奖,2023-06-01 00:00:00,pjxyqxbj220,2020级,微电子学院,集成电路设计与集成系统,1,学生
西部某省省高校第十三次大学生高等数学竞赛,省级,二等奖,2023-06-01 00:00:00,pjxyqxbk951,2020级,微电子学院,集成电路设计与集成系统,1,学生
西部某省省高校第十三次大学生高等数学竞赛,省级,特等奖,2023-06-01 00:00:00,pjxyqxbj242,2020级,微电子学院,集成电路设计与集成系统,1,学生
西部某省省高校第十三次大学生高等数学竞赛,省级,一等奖,2023-06-01 00:00:00,pjxyqxbk335,2020级,电子工程学院,电子信息工程,1,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,银奖,2022-06-01 00:00:00,pjxsqxbj887,2020级,经济管理学院,工程管理,6,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,金奖,2022-06-01 00:00:00,pjwrqxbj965,2020级,先进材料与纳米科技学院,材料科学与工程,8,学生
中国大学生计算机设计大赛,省级,三等奖,2022-05-01 00:00:00,pjxuqwbj879,2020,机电工程学院,自动化,1,队长
中国大学生计算机设计大赛,省级,三等奖,2022-05-01 00:00:00,pjxuqwbj552,2020,机电工程学院,机器人工程,3,队员
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbk090,2020级,微电子学院,集成电路设计与集成系统,1,建模
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqwbj223,2020级,人工智能学院,智能科学与技术&nbsp;,1,编程
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbk820,2020级,电子工程学院,电子信息工程,1,论文
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbk319,2020级,空间科学与技术学院,空间科学与技术（钱学森班）,1,论文
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqwbj435,2020级,计算机科学与技术学院,计算机科学与技术,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxxzxkj997,2020级,通信工程学院,通信工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj103,2020级,通信工程学院,通信工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj932,2020级,人工智能学院,人工智能,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj348,2020级,通信工程学院,通信工程,1,编程
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbk936,2020级,光电工程学院,电子科学与技术,1,建模
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbk674,2020级,光电工程学院,电子科学与技术,1,论文
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbj001,2020级,微电子学院,微电子科学与工程,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbl753,2020级,竹园三号书院,微电子科学与工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxuqwbj580,2020,网络与信息安全学院,网络空间安全,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxrqxbj930,2020,数学与统计学院,数学与应用数学,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj125,2020级,计算机学院,计算机科学与技术,1,建模
西部某省省高校第十三次大学生高等数学竞赛,省级,二等奖,2023-06-01 00:00:00,pjxyqxbk562,2020级,电子工程学院,电子信息,1,学生
西部某省省高校第十三次大学生高等数学竞赛,省级,特等奖,2023-06-01 00:00:00,pjxyqwbj300,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxsqxbj954,2020级,竹园一号书院,计算机科学与技术,1,学生
第十三届全国大学生数学竞赛,省级,一等奖,2021-12-01 00:00:00,pjxyqxbj454,20级,电子工程学院,电子信息工程,1,学生
第十三届全国大学生数学竞赛,省级,一等奖,2021-12-01 00:00:00,pjxyqxbk951,20级,微电子学院,集成电路设计与集成系统,1,学生
第十三届全国大学生数学竞赛,省级,一等奖,2021-12-01 00:00:00,pjxuqwbj537,20级,物理与光电工程,电子科学与技术,1,学生
第十三届全国大学生数学竞赛,省级,一等奖,2021-12-01 00:00:00,pjxsqxbj815,20级,经济与管理学院,管理科学与工程类,1,学生
第十三届全国大学生数学竞赛,省级,三等奖,2021-12-01 00:00:00,pjxuqwbj944,20级,微电子学院,集成电路设计与集成系统,1,学生
第十三届全国大学生数学竞赛,省级,三等奖,2021-12-01 00:00:00,pjxuqwbj461,20级,机电工程学院,电子封装技术,1,学生
第十三届全国大学生数学竞赛,省级,三等奖,2021-12-01 00:00:00,pjxsqxbj994,20级,经济与管理学院,管理科学与工程类,1,学生
第十三届中国大学生服务外包创新创业大赛,省级,一等奖,2022-05-01 00:00:00,pjxyqxbk581,2020级,微电子学院,集成电路设计与集成系统,3,学生
第十三届中国大学生服务外包创新创业大赛,省级,一等奖,2022-05-01 00:00:00,pjxyqwbj807,2020级,计算机科学与技术学院,计算机科学与技术,4,学生
第十三届中国大学生服务外包创新创业大赛,省级,一等奖,2022-05-01 00:00:00,pjxyqxbj283,2020级,空间科学与技术学院,空间科学与技术,5,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbj557,2020级,网络与信息安全学院,信息安全,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbk445,2020级,微电子学院,微电子科学与工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqwbk787,2020级,计算机科学与技术,计算机科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbj290,2020级,竹园三号书院,集成电路设计与集成系统,1,学生
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjxyqxbj861,2020级,电子工程学院,电子信息工程教改方向,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxrqxbj930,2020级,数学与统计学院,应用数学,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbk521,2020级,竹园3号楼/通信工程学院,通信工程,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbk829,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqwbj425,2020级,人工智能学院,人工智能,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqwbk764,2020级,网络与信息安全学院,信息安全,1,学生
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjxyqxbk516,2020级,通信工程学院,通信工程,1,学生
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxuqwbj565,2020级,机电工程学院,机器人工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxuqwbj650,2020级,机电工程学院,机器人工程,1,编程
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjxyqxbj271,2020级,光电学院,电子科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjwtqxbj921,2020级,生命科学技术学院,智能医学工程,1,学生
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjxyqxbj841,2020级,通信工程学院,通信工程,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxrqxbj891,2020级,数学与统计学院,统计学,1,学生
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjwtqxbj953,2020级,生命科学技术学院,智能医学工程,1,学生
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbk159,2020级,微电子学院,微电子科学与工程,1,编程
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbl717,2020级,电子工程学院,电子信息工程,1,论文
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbk398,2020级,电子工程学院,电子信息工程,1,论文
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbk798,2020级,通信工程学院,通信工程,1,建模
西部某省省高校第十三次大学生高等数学竞赛,省级,二等奖,2023-06-01 00:00:00,pjxyqxbj052,2020级,计算机科学与技术学院,软件工程,1,学生
西部某省省高校第十三次大学生高等数学竞赛,省级,一等奖,2023-06-01 00:00:00,pjxyqxbj312,2020级,通信工程学院,通信工程,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbj893,20级,微电子学院,集成电路设计与集成系统,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbk527,20级,微电子学院,微电子科学与工程,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbk429,20级,电子工程学院,电子信息工程,1,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,金奖,2022-06-01 00:00:00,pjwrqxbj951,2020级,先进材料与纳米科技学院,材料科学与工程,3,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,金奖,2022-06-01 00:00:00,pjwrqxbj993,2020级,先进材料与纳米科技学院,材料科学与工程,4,学生
中国大学生计算机设计大赛,省级,一等奖,2022-05-01 00:00:00,pjwrqxbj951,2020,先进材料与纳米科技学院,材料科学与工程,3,队员
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj861,2020级,电子工程学院,电子信息类,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj927,2020级,通信工程学院,通信工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj368,2020级,计算机科学与技术学院,计算机类,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbk534,2020级,计算机科学与技术学院,计算机类,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj973,2020级,电子工程学院,电子信息工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj611,2020级,人工智能学院,智能科学与技术,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbl780,2020级,通信工程学院,通信工程,1,编程
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbk680,2019级,微电子学院,集成电路设计与集成系统,1,学生
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxuqwbj691,,海棠二号书院,,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk281,,海棠二号书院,,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk633,2020级,空间科学与技术学院,空间科学与技术,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxrqxbj908,2020级,数学与统计学院,数学与应用数学,1,论文
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbk137,2020级,空间科学与技术学院,空间科学与技术,1,学生
第十三届全国大学生数学竞赛,省级,一等奖,2021-12-01 00:00:00,pjxyqxbl704,20级,通信工程学院,通信工程,1,学生
第十三届全国大学生数学竞赛,省级,一等奖,2021-12-01 00:00:00,pjxyqwbj923,20级,计算机科学与技术学院,计算机科学与技术,1,学生
第十三届全国大学生数学竞赛,省级,一等奖,2021-12-01 00:00:00,pjxuqwbj661,20级,计算机,计算机科学与技术,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxuqwbj634,20级,网络与信息安全学院,网络空间安全,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxsqxbj904,20级,经济管理学院,管理科学与工程,1,学生
中国大学生计算机设计大赛,省级,一等奖,2022-05-01 00:00:00,pjxuqwbj876,2020,机电工程学院,工业设计,1,队长
中国大学生计算机设计大赛,省级,一等奖,2022-05-01 00:00:00,pjxuqwbj463,2020,机电工程学院,工业设计,3,队员
中国大学生计算机设计大赛,国家级,三等奖,2022-08-01 00:00:00,pjxuqwbj583,2020,机电工程学院,自动化,1,队长
中国大学生计算机设计大赛,国家级,三等奖,2022-08-01 00:00:00,pjxxxxbj921,2020,通信工程学院,通信工程,2,队员
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbl808,2020级,微电子学院,集成电路设计与集成系统,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbj866,2020级,通信工程学院,通信工程,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbk183,2020级,电子工程学院,电子信息工程,1,学生
国际数学建模竞赛,国际级,特等奖,2023-05-01 00:00:00,pjxyqxbk415,2020级,物理学院,电子信息科学与技术,1,编程
国际数学建模竞赛,国际级,特等奖,2023-05-01 00:00:00,pjxyqxbl939,2020级,电子工程学院,电磁场与无线技术,1,建模
国际数学建模竞赛,国际级,特等奖,2023-05-01 00:00:00,pjxyqwbj300,2020级,计算机科学与技术学院,计算机科学与技术,1,编程
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqxbj460,2020级,人工智能学院,人工智能,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbl743,2020级,通信工程学院,通信工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj130,2020级,计算机与科学技术学院,计算机类,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxxxxbj915,2020级,通信工程学院,通信工程,1,论文
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjxyqwbj092,2020级,人工智能学院,智能科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbj651,2020级,网络与信息安全学院,信息安全,1,学生
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjwrqxbj993,2020级,先进材料与纳米科技学院,材料科学与工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqwbj095,2020级,网络与信息安全学院,网络空间安全,1,学生
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqwbj058,2020级,人工智能学院,人工智能,1,编程
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjwrqxbj925,2020级,先进材料与纳米科技学院,材料科学与工程,1,论文
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqwbk955,2020级,网络与信息安全学院,网络空间安全实验班,1,建模
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxrqxbj954,20级,空间科学与技术学院,空间科学与技术,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbj867,20级,通信工程学院,通信工程,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbj653,20级,通信工程学院,通信工程,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbj484,20级,通信工程学院,通信工程专业,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbj474,20级,通信工程学院,通信工程,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbk799,20级,计算机科学与技术学院,计算机科学与技术,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbk415,20级,物理与光电工程学院,电子信息科学与技术专业,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqwbj939,20级,人工智能学院,图灵人工智能,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqwbj375,20级,人工智能学院,人工智能,1,学生
第十三届全国大学生数学竞赛,省级,一等奖,2021-12-01 00:00:00,pjxrqxbj918,20级,数学与统计学院,数学与应用数学,1,学生
中国大学生计算机设计大赛,国家级,二等奖,2022-08-01 00:00:00,pjxuqwbj876,2020,机电工程学院,工业设计,1,队长
中国大学生计算机设计大赛,国家级,二等奖,2022-08-01 00:00:00,pjxuqwbj463,2020,机电工程学院,工业设计,3,队员
第十七届“挑战杯”全国大学生课外学术科技作品竞赛,国家级,二等奖,2022-03-01 00:00:00,pjwrqxbj979,2020级,机电工程学院,机器人工程,3,学生
第十七届“挑战杯”全国大学生课外学术科技作品竞赛,国家级,二等奖,2022-03-01 00:00:00,pjxyqwbj036,2020级,计算机科学与技术学院,数字媒体技术,4,学生
中国大学生计算机设计大赛,省级,一等奖,2022-05-01 00:00:00,pjxuqwbj449,2020,机电工程学院,工业设计,1,队长
中国大学生计算机设计大赛,省级,一等奖,2022-05-01 00:00:00,pjxuqwbj526,2020,机电工程学院,工业设计,3,队员
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxtztbj989,2020级,物理学院,电子信息科学与技术,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbl808,2020级,微电子学院,集成电路设计与集成系统,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj249,2020级,网络与信息安全学院,信息安全,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbk856,2020级,人工智能学院,智能科学与技术,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj248,2020级,网络与信息安全学院,信息安全,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxwzxkj989,2020级,电子工程学院,电子信息工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj063,2020级,电子工程学院,遥感科学与技术,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk264,2020级,竹园三号书院,电子信息工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk263,2020级,竹园三号书院,电子信息工程,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk629,2020级,通信工程学院,通信工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj109,2020级,计算机科学与技术学院,计算机科学与技术,1,编程
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjxyqwbj713,2020级,竹园一号书院,计算机科学与技术,1,学生
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxuqwbj476,2020级,机电工程学院,测控技术与仪器,1,论文
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxuqwbj678,2020级,光电工程学院,电子科学与技术,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk484,2020级,计算机科学与技术学院,软件工程,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxrqxbj919,2020级,数学与统计学院,统计学,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj332,2020级,通信工程学院,信息工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbl751,2020级,通信工程学院,通信工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj923,2020级,计算机科学与技术学院,计算机科学与技术,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxxxxbj957,2020级,通信工程学院,通信工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj858,2020级,电子工程学院,电子信息工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbl766,2020级,微电子学院,微电子科学与工程,1,建模
