LOGIN_NAME(账号 登录名),XM(真实姓名),DEPARTMENT_NAME(院系名称),MAJOR_NAME(专业名称),CLASS_NAME(班级名称),ROLEID(角色 1老师 3学生 7管理员),BFB(综合表现)
pjxyqxbk705,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.62
pjxyqwbk956,同学|老师,网络与信息安全学院,网络空间安全,2018039,3,99.16
pjxyqwbk955,同学|老师,网络与信息安全学院,网络空间安全,2018039,3,98.74
pjxyqwbk954,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.58
pjxyqwbk953,同学|老师,其他,其他,其他,3,98.47
pjxyqwbk951,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.61
pjxyqwbk949,同学|老师,人工智能学院,智能科学与技术,2020012,3,99.24
pjxyqwbk943,同学|老师,其他,其他,其他,3,99.67
pjxyqwbk942,同学|老师,其他,其他,其他,3,97.47
pjxyqwbk935,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,98.92
pjxyqwbk931,同学|老师,人工智能学院,人工智能,2020032,3,98.7
pjxyqwbk928,同学|老师,计算机科学与技术学院,数据科学与大数据技术,2003071,3,98.65
pjxyqwbk925,同学|老师,计算机科学与技术学院,软件工程,2003053,3,96.47
pjxyqwbk923,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.7
pjxyqwbk922,同学|老师,计算机科学与技术学院,软件工程,2003053,3,98.49
pjxyqwbk920,同学|老师,网络与信息安全学院,网络工程,2018021,3,98.65
pjxyqwbk919,同学|老师,网络与信息安全学院,网络空间安全,2018031,3,99.1
pjxyqwbk910,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,98.41
pjxyqwbk907,同学|老师,计算机科学与技术学院,软件工程,2003052,3,98.83
pjxyqwbk902,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.15
pjxyqwbk901,同学|老师,计算机科学与技术学院,数据科学与大数据技术,2003071,3,95.82
pjxyqwbk900,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.17
pjxyqwbk899,同学|老师,其他,其他,其他,3,98.68
pjxyqwbk896,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,95.2
pjxyqwbk895,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.25
pjxyqwbk893,同学|老师,计算机科学与技术学院,软件工程,2003053,3,98.96
pjxyqwbk889,同学|老师,其他,其他,其他,3,96.35
pjxyqwbk885,同学|老师,其他,其他,其他,3,98.43
pjxyqwbk884,同学|老师,计算机科学与技术学院,软件工程,2003051,3,98.29
pjxyqwbk879,同学|老师,其他,其他,其他,3,99.13
pjxyqwbk872,同学|老师,网络与信息安全学院,信息安全,2018012,3,97.13
pjxyqwbk871,同学|老师,其他,其他,其他,3,99.13
pjxyqwbk870,同学|老师,其他,其他,其他,3,91.73
pjxuqwbj651,同学|老师,机电工程学院,机器人工程,2004078,3,99.67
pjxuqwbj650,同学|老师,机电工程学院,机器人工程,2004071,3,99.86
pjxuqwbj648,同学|老师,空间科学与技术学院,空间科学与技术,2016029,3,99.16
pjxuqwbj647,同学|老师,空间科学与技术学院,空间科学与技术,2016029,3,99.66
pjxuqwbj644,同学|老师,机电工程学院,机器人工程,2004078,3,99.84
pjxuqwbj643,同学|老师,机电工程学院,自动化,2004031,3,99.84
pjxuqwbj642,同学|老师,机电工程学院,自动化,2004031,3,99.87
pjxuqwbj641,同学|老师,机电工程学院,自动化,2004031,3,99.81
pjxuqwbj639,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.14
pjxuqwbj638,同学|老师,机电工程学院,自动化,2004031,3,99.57
pjxuqwbj637,同学|老师,机电工程学院,测控技术与仪器,2004052,3,95.0
pjxuqwbj634,同学|老师,网络与信息安全学院,网络空间安全,2018039,3,99.74
pjxuqwbj633,同学|老师,其他,其他,其他,3,99.72
pjxuqwbj632,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.2
pjxuqwbj631,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.59
pjxuqwbj624,同学|老师,机电工程学院,自动化,2004031,3,99.37
pjxuqwbj622,同学|老师,机电工程学院,电气工程及其自动化,2004041,3,99.9
pjxuqwbj621,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.74
pjxuqwbj619,同学|老师,其他,其他,其他,3,99.88
pjxuqwbj618,同学|老师,机电工程学院,机器人工程,2004071,3,99.74
pjxuqwbj615,同学|老师,机电工程学院,自动化,2004031,3,99.75
pjxuqwbj610,同学|老师,机电工程学院,测控技术与仪器,2004052,3,98.99
pjxuqwbj609,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.86
pjxuqwbj608,同学|老师,其他,其他,其他,3,99.71
pjxuqwbj606,同学|老师,机电工程学院,自动化,2004031,3,99.65
pjxuqwbj605,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,98.88
pjxuqwbj600,同学|老师,机电工程学院,自动化,2004031,3,99.67
pjxuqwbj594,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.57
pjxuqwbj593,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.26
pjxuqwbj591,同学|老师,机电工程学院,自动化,2004031,3,99.32
pjxuqwbj589,同学|老师,机电工程学院,电气工程及其自动化,2004041,3,99.73
pjxuqwbj588,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.6
pjxuqwbj586,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.4
pjxuqwbj585,同学|老师,机电工程学院,自动化,2004031,3,99.71
pjxuqwbj584,同学|老师,网络与信息安全学院,网络空间安全,2018039,3,99.81
pjxuqwbj583,同学|老师,机电工程学院,自动化,2004031,3,99.54
pjxuqwbj582,同学|老师,机电工程学院,自动化,2004031,3,99.82
pjxuqwbj581,同学|老师,机电工程学院,自动化,2004031,3,99.27
pjxuqwbj580,同学|老师,网络与信息安全学院,网络空间安全,2018039,3,99.75
pjxuqwbj574,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.84
pjxuqwbj573,同学|老师,其他,其他,其他,3,99.14
pjxuqwbj572,同学|老师,机电工程学院,自动化,2004031,3,99.74
pjxuqwbj571,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.65
pjxuqwbj568,同学|老师,其他,其他,其他,3,99.72
pjxuqwbj566,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,98.85
pjxuqwbj565,同学|老师,机电工程学院,机器人工程,2004078,3,99.49
pjxuqwbj564,同学|老师,物理与光电工程学院,电子科学与技术,2005018,3,99.86
pjxuqwbj562,同学|老师,其他,其他,其他,3,99.41
pjxuqwbj559,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.18
pjxuqwbj558,同学|老师,电子工程学院,电子信息工程,2002018,3,99.59
pjxuqwbj552,同学|老师,机电工程学院,机器人工程,2004071,3,99.48
pjxuqwbj551,同学|老师,机电工程学院,机器人工程,2004078,3,99.42
pjxuqwbj547,同学|老师,机电工程学院,机器人工程,2004078,3,99.5
pjxuqwbj546,同学|老师,通信工程学院,通信工程,2001018,3,99.84
pjxuqwbj545,同学|老师,机电工程学院,工业设计,2004021,3,99.06
pjxuqwbj540,同学|老师,其他,其他,其他,3,99.71
pjxuqwbj539,同学|老师,其他,其他,其他,3,99.72
pjxuqwbj538,同学|老师,机电工程学院,测控技术与仪器,2004052,3,98.9
pjxyqwbk869,同学|老师,人工智能学院,人工智能,2020032,3,98.9
pjxyqwbk868,同学|老师,网络与信息安全学院,网络空间安全,2018039,3,99.03
pjxyqwbk866,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.6
pjxyqwbk865,同学|老师,网络与信息安全学院,网络工程,2018021,3,97.6
pjxyqwbk864,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.09
pjxyqwbk862,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,98.51
pjxyqwbk859,同学|老师,网络与信息安全学院,网络工程,2018021,3,95.21
pjxyqwbk856,同学|老师,其他,其他,其他,3,97.92
pjxyqwbk855,同学|老师,人工智能学院,智能科学与技术,2020012,3,98.98
pjxyqwbk845,同学|老师,网络与信息安全学院,信息安全,2018012,3,98.87
pjxyqwbk844,同学|老师,人工智能学院,人工智能,2020032,3,99.84
pjxyqwbk839,同学|老师,其他,其他,其他,3,99.34
pjxyqwbk838,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,97.46
pjxyqwbk835,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,99.55
pjxyqwbk834,同学|老师,其他,其他,其他,3,98.9
pjxyqwbk831,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.0
pjxyqwbk830,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.49
pjxyqwbk829,同学|老师,计算机科学与技术学院,计算机科学与技术,2003018,3,99.07
pjxyqwbk828,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.01
pjxyqwbk826,同学|老师,网络与信息安全学院,网络空间安全,2018031,3,98.54
pjxyqwbk824,同学|老师,网络与信息安全学院,网络空间安全,2018031,3,98.45
pjxyqwbk818,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.35
pjxyqwbk815,同学|老师,网络与信息安全学院,网络工程,2018021,3,99.66
pjxyqwbk814,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.5
pjxyqwbk813,同学|老师,人工智能学院,智能科学与技术,2020012,3,99.61
pjxyqwbk812,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.81
pjxyqwbk810,同学|老师,人工智能学院,智能科学与技术,2020011,3,99.66
pjxyqwbk808,同学|老师,人工智能学院,人工智能,2020031,3,99.84
pjxyqwbk807,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.64
pjxyqwbk806,同学|老师,其他,其他,其他,3,99.71
pjxyqwbk804,同学|老师,计算机科学与技术学院,软件工程,2003052,3,98.87
pjxyqwbk802,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.37
pjxyqwbk799,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.47
pjxyqwbk796,同学|老师,其他,其他,其他,3,99.24
pjxyqwbk795,同学|老师,网络与信息安全学院,信息安全,2018012,3,99.36
pjxyqwbk793,同学|老师,计算机科学与技术学院,计算机科学与技术,2003018,3,99.88
pjxyqwbk792,同学|老师,人工智能学院,智能科学与技术,2020012,3,99.62
pjxyqwbk791,同学|老师,其他,其他,其他,3,98.9
pjxyqwbk788,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.58
pjxyqwbk787,同学|老师,其他,其他,其他,3,99.38
pjxyqwbk782,同学|老师,人工智能学院,智能科学与技术,2020011,3,98.68
pjxyqwbk781,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,98.97
pjxyqwbk779,同学|老师,其他,其他,其他,3,99.85
pjxyqwbk777,同学|老师,B2号书院,计算机类,219203,3,98.87
pjxyqwbk775,同学|老师,其他,其他,其他,3,99.24
pjxyqwbk772,同学|老师,其他,其他,其他,3,99.51
pjxyqwbk770,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,99.42
pjxyqwbk769,同学|老师,人工智能学院,智能科学与技术,2020012,3,99.15
pjxyqwbk767,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,98.99
pjxyqwbk764,同学|老师,网络与信息安全学院,信息安全,2018012,3,99.2
pjxyqwbk762,同学|老师,人工智能学院,人工智能,2020032,3,99.73
pjxyqwbk761,同学|老师,人工智能学院,人工智能,2020031,3,99.79
pjxyqwbk760,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.42
pjxuqwbj537,同学|老师,物理与光电工程学院,电子科学与技术,2005018,3,99.53
pjxuqwbj536,同学|老师,机电工程学院,电子封装技术,2004061,3,99.8
pjxuqwbj535,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.6
pjxuqwbj529,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.53
pjxuqwbj528,同学|老师,其他,其他,其他,3,99.8
pjxuqwbj527,同学|老师,机电工程学院,电气工程及其自动化,2004041,3,99.52
pjxuqwbj526,同学|老师,机电工程学院,工业设计,2004021,3,99.84
pjxuqwbj525,同学|老师,其他,其他,其他,3,99.1
pjxuqwbj519,同学|老师,其他,其他,其他,3,99.69
pjxuqwbj517,同学|老师,机电工程学院,自动化,2004031,3,99.42
pjxuqwbj516,同学|老师,机电工程学院,电子封装技术,2004061,3,99.87
pjxuqwbj515,同学|老师,其他,其他,其他,3,99.23
pjxuqwbj512,同学|老师,机电工程学院,自动化,2004031,3,99.61
pjxuqwbj511,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.45
pjxuqwbj508,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.86
pjxuqwbj507,同学|老师,机电工程学院,电气工程及其自动化,2004041,3,99.64
pjxuqwbj505,同学|老师,机电工程学院,电子封装技术,2004061,3,99.08
pjxuqwbj503,同学|老师,机电工程学院,工业设计,2004021,3,99.81
pjxuqwbj500,同学|老师,机电工程学院,自动化,2004031,3,99.44
pjxuqwbj499,同学|老师,其他,其他,其他,3,98.92
pjxuqwbj498,同学|老师,机电工程学院,电气工程及其自动化,2004041,3,99.73
pjxuqwbj497,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.49
pjxuqwbj496,同学|老师,机电工程学院,工业设计,2004021,3,99.77
pjxuqwbj495,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.59
pjxuqwbj492,同学|老师,机电工程学院,电子封装技术,2004061,3,99.88
pjxuqwbj491,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.26
pjxuqwbj490,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.12
pjxuqwbj489,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.69
pjxuqwbj488,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.74
pjxuqwbj485,同学|老师,机电工程学院,电子封装技术,2004061,3,99.79
pjxuqwbj483,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,97.32
pjxuqwbj479,同学|老师,其他,其他,其他,3,99.44
pjxuqwbj478,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.74
pjxuqwbj477,同学|老师,机电工程学院,电子封装技术,2004061,3,99.66
pjxuqwbj476,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.89
pjxuqwbj474,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.22
pjxuqwbj473,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.7
pjxuqwbj472,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.19
pjxuqwbj470,同学|老师,机电工程学院,工业设计,2004021,3,99.69
pjxuqwbj468,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.71
pjxuqwbj463,同学|老师,机电工程学院,工业设计,2004021,3,99.29
pjxuqwbj461,同学|老师,其他,其他,其他,3,99.88
pjxuqwbj460,同学|老师,机电工程学院,测控技术与仪器,2004052,3,99.61
pjxuqwbj454,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.15
pjxuqwbj450,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.18
pjxuqwbj449,同学|老师,机电工程学院,工业设计,2004021,3,99.58
pjxuqwbj446,同学|老师,机电工程学院,电气工程及其自动化,2004041,3,98.94
pjxuqwbj445,同学|老师,其他,其他,其他,3,99.82
pjxuqwbj443,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.32
pjxtzxbj997,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.63
pjxtzxfj994,同学|老师,物理与光电工程学院,电子科学与技术（第二学士学位）,22005011,3,99.03
pjxyqwbk756,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,99.69
pjxyqwbk755,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.81
pjxyqwbk754,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.88
pjxyqwbk749,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.55
pjxyqwbk747,同学|老师,其他,其他,其他,3,99.72
pjxyqwbk746,同学|老师,人工智能学院,人工智能,2020032,3,99.79
pjxyqwbk745,同学|老师,人工智能学院,人工智能,2020031,3,99.84
pjxyqwbk741,同学|老师,人工智能学院,人工智能,2020032,3,99.49
pjxyqwbk740,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,95.82
pjxyqwbk736,同学|老师,B2号书院,计算机类,219203,3,99.71
pjxyqwbk735,同学|老师,人工智能学院,智能科学与技术,2020011,3,99.19
pjxyqwbk734,同学|老师,其他,其他,其他,3,99.33
pjxyqwbk731,同学|老师,计算机科学与技术学院,数据科学与大数据技术,2003071,3,99.8
pjxyqwbk729,同学|老师,计算机科学与技术学院,软件工程,2003053,3,98.87
pjxyqwbk728,同学|老师,其他,其他,其他,3,99.72
pjxyqwbk727,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.74
pjxyqwbk724,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.78
pjxyqwbk721,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.4
pjxyqwbk720,同学|老师,其他,其他,其他,3,99.44
pjxyqwbk717,同学|老师,人工智能学院,人工智能,2020031,3,99.57
pjxyqwbk716,同学|老师,人工智能学院,人工智能,2020031,3,99.73
pjxyqwbk713,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,99.75
pjxyqwbk710,同学|老师,其他,其他,其他,3,99.67
pjxyqwbk708,同学|老师,人工智能学院,人工智能,2020031,3,99.77
pjxyqwbk706,同学|老师,计算机科学与技术学院,数据科学与大数据技术,2003071,3,99.01
pjxyqwbk701,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.27
pjxyqwbk700,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.45
pjxyqwbk698,同学|老师,网络与信息安全学院,网络工程,2018021,3,99.61
pjxyqwbk697,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.6
pjxyqwbk694,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.8
pjxyqwbk686,同学|老师,人工智能学院,智能科学与技术,2020012,3,98.88
pjxyqwbk679,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.42
pjxyqwbk678,同学|老师,网络与信息安全学院,信息安全,2018012,3,98.84
pjxyqwbk675,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.35
pjxyqwbk673,同学|老师,其他,其他,其他,3,99.32
pjxyqwbk671,同学|老师,网络与信息安全学院,网络工程,2018021,3,99.24
pjxyqwbk668,同学|老师,人工智能学院,人工智能,2020031,3,99.61
pjxyqwbk666,同学|老师,网络与信息安全学院,信息安全,2018012,3,98.83
pjxyqwbk665,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.37
pjxyqwbk664,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.72
pjxyqwbk662,同学|老师,其他,其他,其他,3,99.09
pjxyqwbk661,同学|老师,计算机科学与技术学院,软件工程,2003051,3,98.66
pjxyqwbk656,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.41
pjxyqwbk653,同学|老师,网络与信息安全学院,信息安全,2018012,3,99.69
pjxyqwbk652,同学|老师,计算机科学与技术学院,软件工程,2003052,3,98.88
pjxyqwbk650,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,99.61
pjxyqwbk647,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.86
pjxyqwbk646,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.73
pjxwxxbj995,同学|老师,电子工程学院,电子信息工程,2002911,3,92.53
pjxwxxbj993,同学|老师,电子工程学院,电子信息工程,2002911,3,99.79
pjxwxxbj992,同学|老师,电子工程学院,电子信息工程,2002911,3,99.18
pjxwxxbj983,同学|老师,电子工程学院,电子信息工程,2002911,3,98.94
pjxwxxbj981,同学|老师,电子工程学院,电子信息工程,2002911,3,99.69
pjxtzxfj986,同学|老师,物理与光电工程学院,电子科学与技术（第二学士学位）,22005011,3,99.5
pjxtzxfj983,同学|老师,物理与光电工程学院,电子科学与技术（第二学士学位）,22005011,3,99.38
pjxtzxfj982,同学|老师,物理与光电工程学院,电子科学与技术（第二学士学位）,22005011,3,98.92
pjxtzxfj981,同学|老师,物理与光电工程学院,电子科学与技术（第二学士学位）,22005011,3,99.4
pjxtzxfj980,同学|老师,物理与光电工程学院,电子科学与技术（第二学士学位）,22005011,3,90.64
pjxtzxfj978,同学|老师,物理与光电工程学院,电子科学与技术（第二学士学位）,22005011,3,99.57
pjxtztbj998,同学|老师,物理与光电工程学院,电子信息科学与技术,2005052,3,99.66
pjxtztbj997,同学|老师,物理与光电工程学院,电子信息科学与技术,2005052,3,98.59
pjxtztbj996,同学|老师,物理与光电工程学院,电子信息科学与技术,2005052,3,99.6
pjxtztbj990,同学|老师,物理与光电工程学院,电子信息科学与技术,2005052,3,99.49
pjxtztbj989,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.74
pjxtztbj987,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.83
pjxtztbj986,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.6
pjxtztbj985,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.52
pjwuzxbj995,同学|老师,微电子学院,微电子科学与工程,2014011,3,97.44
pjwuzxbj992,同学|老师,微电子学院,微电子科学与工程,2014012,3,99.69
pjxyqwbk644,同学|老师,人工智能学院,人工智能,2020031,3,99.03
pjxyqwbk642,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.91
pjxyqwbk638,同学|老师,人工智能学院,智能科学与技术,2020012,3,99.52
pjxyqwbk636,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.36
pjxyqwbk632,同学|老师,其他,其他,其他,3,99.74
pjxyqwbk631,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,99.05
pjxyqwbk624,同学|老师,B2号书院,计算机类,219203,3,95.3
pjxyqwbk623,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,97.69
pjxyqwbk622,同学|老师,计算机科学与技术学院,软件工程,2003052,3,98.91
pjxyqwbk621,同学|老师,人工智能学院,智能科学与技术,2020012,3,99.61
pjxyqwbk620,同学|老师,网络与信息安全学院,网络工程,2018021,3,99.43
pjxyqwbk618,同学|老师,计算机科学与技术学院,数据科学与大数据技术,2003071,3,99.23
pjxyqwbk617,同学|老师,其他,其他,其他,3,99.6
pjxyqwbk615,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.68
pjxyqwbk608,同学|老师,计算机科学与技术学院,数据科学与大数据技术,2003071,3,99.53
pjxyqwbk607,同学|老师,人工智能学院,智能科学与技术,2020012,3,99.1
pjxyqwbk605,同学|老师,其他,其他,其他,3,99.67
pjxyqwbk604,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.74
pjxyqwbk603,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.73
pjxyqwbk601,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.08
pjxyqwbk595,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.7
pjxyqwbk594,同学|老师,其他,其他,其他,3,99.55
pjxyqwbk592,同学|老师,人工智能学院,智能科学与技术,2020011,3,98.8
pjxyqwbk585,同学|老师,网络与信息安全学院,信息安全,2018012,3,98.78
pjxyqwbk584,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.68
pjxyqwbk583,同学|老师,人工智能学院,智能科学与技术,2020012,3,99.8
pjxyqwbk581,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.33
pjxyqwbk578,同学|老师,人工智能学院,人工智能,2020031,3,99.45
pjxyqwbk577,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,99.78
pjxyqwbk575,同学|老师,其他,其他,其他,3,99.72
pjxyqwbk572,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.29
pjxyqwbk562,同学|老师,其他,其他,其他,3,99.89
pjxyqwbk559,同学|老师,B2号书院,计算机类,219203,3,99.67
pjxyqwbk551,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,99.78
pjxyqwbk549,同学|老师,人工智能学院,智能科学与技术,2020011,3,99.71
pjxyqwbk548,同学|老师,其他,其他,其他,3,99.1
pjxyqwbk547,同学|老师,计算机科学与技术学院,软件工程,2003052,3,97.1
pjxyqwbk544,同学|老师,其他,其他,其他,3,99.4
pjxyqwbk543,同学|老师,其他,其他,其他,3,98.98
pjxyqwbk542,同学|老师,其他,其他,其他,3,99.06
pjxyqwbk541,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.36
pjxyqwbk540,同学|老师,网络与信息安全学院,网络工程,2018021,3,99.66
pjxyqwbk538,同学|老师,网络与信息安全学院,信息安全,2018012,3,99.54
pjxyqwbk537,同学|老师,计算机科学与技术学院,计算机科学与技术,2003019,3,99.87
pjxyqwbk536,同学|老师,计算机科学与技术学院,软件工程,2003051,3,95.55
pjxyqwbk534,同学|老师,计算机科学与技术学院,计算机科学与技术,2003019,3,95.24
pjxwxxbj972,同学|老师,电子工程学院,电子信息工程,2002911,3,99.81
pjxwxxbj970,同学|老师,电子工程学院,电子信息工程,2002911,3,99.81
pjxwxxbj967,同学|老师,电子工程学院,电子信息工程,2002911,3,99.48
pjxwxxbj964,同学|老师,电子工程学院,电子信息工程,2002911,3,99.79
pjxwxxbj963,同学|老师,电子工程学院,电子信息工程,2002911,3,99.71
pjxwxxbj960,同学|老师,电子工程学院,电子信息工程,2002911,3,98.74
pjxwxxbj953,同学|老师,电子工程学院,电子信息工程,2002911,3,99.69
pjxwxxbj951,同学|老师,电子工程学院,电子信息工程,2002911,3,99.63
pjxwxxbj949,同学|老师,电子工程学院,电子信息工程,2002911,3,99.69
pjxwxxbj946,同学|老师,电子工程学院,电子信息工程,2002911,3,99.84
pjxwxxbj945,同学|老师,电子工程学院,电子信息工程,2002911,3,99.81
pjxwxxbj944,同学|老师,电子工程学院,电子信息工程,2002911,3,98.2
pjxwxxbj943,同学|老师,电子工程学院,电子信息工程,2002911,3,94.77
pjxwxxbj941,同学|老师,电子工程学院,电子信息工程,2002911,3,90.08
pjxwxxbj940,同学|老师,电子工程学院,电子信息工程,2002911,3,99.27
pjxwxxbj938,同学|老师,电子工程学院,电子信息工程,2002911,3,98.03
pjxwxxbj934,同学|老师,电子工程学院,电子信息工程,2002911,3,99.76
pjxwxxbj930,同学|老师,电子工程学院,电子信息工程,2002911,3,99.67
pjxwxxbj928,同学|老师,电子工程学院,电子信息工程,2002911,3,95.0
pjxwxxbj927,同学|老师,电子工程学院,电子信息工程,2002911,3,99.3
pjxwxxbj924,同学|老师,电子工程学院,电子信息工程,2002911,3,98.72
pjxwxxbj918,同学|老师,电子工程学院,电子信息工程,2002911,3,99.65
pjxwxxbj916,同学|老师,电子工程学院,电子信息工程,2002911,3,99.37
pjxwxxbj915,同学|老师,电子工程学院,电子信息工程,2002911,3,99.71
pjxwxxbj914,同学|老师,电子工程学院,电子信息工程,2002911,3,99.76
pjxwxxbj913,同学|老师,电子工程学院,电子信息工程,2002911,3,98.2
pjxwxxbj910,同学|老师,电子工程学院,电子信息工程,2002911,3,99.14
pjxwxxbj908,同学|老师,电子工程学院,电子信息工程,2002911,3,99.61
pjxwxxbj907,同学|老师,电子工程学院,电子信息工程,2002911,3,99.86
pjxwxxbj905,同学|老师,电子工程学院,电子信息工程,2002911,3,99.68
pjxwxxbj899,同学|老师,电子工程学院,电子信息工程,2002911,3,91.75
pjxvzxbj997,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.59
pjxvzxbj996,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.35
pjxvzxbj989,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.62
