WID(wid),XSBH(学生编号),TJNY(统计年月),SWLJSC(上网累计时长),XXPJZ(学校平均值),XN(学年),XQ(学期),TBRQ(同步日期),TBLX(同步类型),CZRQ(操作日期),CZZ(操作者),CZZXM(操作者姓名)
F470C20338583E1CE053C97975CA1737,pjxyqwbj155,2023-02-01,440.96,,,,,,,,同学|老师
F470C20176243E1CE053C97975CA1737,pjxyqwbk735,2023-02-01,115.6,,,,,,,,同学|老师
F470C202DAE83E1CE053C97975CA1737,pjxuqwbj735,2023-02-01,246.02,,,,,,,,同学|老师
F470C20120C03E1CE053C97975CA1737,pjxuqwbj473,2023-02-01,781.42,,,,,,,,同学|老师
F470C202E0B23E1CE053C97975CA1737,pjxsqxbj885,2023-02-01,235.79,,,,,,,,同学|老师
F470C202E0AB3E1CE053C97975CA1737,pjxyqwbk775,2023-02-01,835.2,,,,,,,,同学|老师
F470C202DD663E1CE053C97975CA1737,pjxsqxbj801,2023-02-01,291.36,,,,,,,,同学|老师
F470C202DE443E1CE053C97975CA1737,pjxyqwbj910,2023-02-01,123.55,,,,,,,,同学|老师
F470C20176613E1CE053C97975CA1737,pjxyqxbl867,2023-02-01,376.04,,,,,,,,同学|老师
F470C201D5583E1CE053C97975CA1737,pjxuqwbj952,2023-02-01,627.52,,,,,,,,同学|老师
ECDE9D3BE37B0747E053C97975CA65D0,pjvyzxbj993,2022-11-01,473.18,,,,,,,,同学|老师
ECDE9D3C8B630747E053C97975CA65D0,pjxsqxbj812,2022-11-01,31.92,,,,,,,,同学|老师
EEF0AA2C9E6F19DDE053C97975CA4DF4,pjxyqxbk614,2022-12-01,790.11,,,,,,,,同学|老师
F470C201D31F3E1CE053C97975CA1737,pjxyqxbl774,2023-02-01,501.07,,,,,,,,同学|老师
F470C201D48B3E1CE053C97975CA1737,pjxyqxbk460,2023-02-01,371.6,,,,,,,,同学|老师
F470C2017CD73E1CE053C97975CA1737,pjxyqwbj929,2023-02-01,16.02,,,,,,,,同学|老师
F470C202DF013E1CE053C97975CA1737,pjxyqwbj754,2023-02-01,202.33,,,,,,,,同学|老师
F470C20338263E1CE053C97975CA1737,pjxyqwbj710,2023-02-01,670.74,,,,,,,,同学|老师
F470C20287BC3E1CE053C97975CA1737,pjxyqwbk736,2023-02-01,258.07,,,,,,,,同学|老师
F470C2022C963E1CE053C97975CA1737,pjxyqwbk879,2023-02-01,291.09,,,,,,,,同学|老师
F470C2017C9E3E1CE053C97975CA1737,pjxyqxbk737,2023-02-01,287.68,,,,,,,,同学|老师
F470C20287913E1CE053C97975CA1737,pjxyqwbj522,2023-02-01,25.13,,,,,,,,同学|老师
F470C202E09A3E1CE053C97975CA1737,pjxyqxbl746,2023-02-01,311.01,,,,,,,,同学|老师
F470C201237F3E1CE053C97975CA1737,pjxyqxbk382,2023-02-01,115.0,,,,,,,,同学|老师
F470C20285543E1CE053C97975CA1737,pjxyqwbk813,2023-02-01,519.01,,,,,,,,同学|老师
EEF0AA2CF45B19DDE053C97975CA4DF4,pjxyqxbk797,2022-12-01,177.97,,,,,,,,同学|老师
EEF0AA2CF46119DDE053C97975CA4DF4,pjxyqwbk706,2022-12-01,411.13,,,,,,,,同学|老师
EEF0AA2CF46519DDE053C97975CA4DF4,pjxyqwbk650,2022-12-01,529.49,,,,,,,,同学|老师
EEF0AA2CF47019DDE053C97975CA4DF4,pjxyqwbk899,2022-12-01,1098.52,,,,,,,,同学|老师
EEF0AA2CF47719DDE053C97975CA4DF4,pjxyqxbk047,2022-12-01,183.29,,,,,,,,同学|老师
EEF0AA2CF47D19DDE053C97975CA4DF4,pjxyqwbk534,2022-12-01,131.1,,,,,,,,同学|老师
EEF0AA2CF48A19DDE053C97975CA4DF4,pjxyqxbk246,2022-12-01,96.75,,,,,,,,同学|老师
EEF0AA2CF49E19DDE053C97975CA4DF4,pjxyqwbj613,2022-12-01,355.38,,,,,,,,同学|老师
EEF0AA2C9E8819DDE053C97975CA4DF4,pjxyqxbk780,2022-12-01,34.23,,,,,,,,同学|老师
EEF0AA2C9E9F19DDE053C97975CA4DF4,pjxyqwbj169,2022-12-01,215.9,,,,,,,,同学|老师
EEF0AA2C9EAE19DDE053C97975CA4DF4,pjxyqxbk900,2022-12-01,75.38,,,,,,,,同学|老师
EEF0AA2C9ED519DDE053C97975CA4DF4,pjxyqxbl869,2022-12-01,84.18,,,,,,,,同学|老师
EEF0AA2C9EE119DDE053C97975CA4DF4,pjxyqxbk571,2022-12-01,556.21,,,,,,,,同学|老师
EEF0AA2C9EE919DDE053C97975CA4DF4,pjxyqxbk695,2022-12-01,115.81,,,,,,,,同学|老师
EEF0AA2C9EFC19DDE053C97975CA4DF4,pjxyqwbj998,2022-12-01,52.69,,,,,,,,同学|老师
EEF0AA2C09EE19DDE053C97975CA4DF4,pjxxztbj995,2022-12-01,150.36,,,,,,,,同学|老师
EEF0AA2C09F419DDE053C97975CA4DF4,pjxqzxbj995,2022-12-01,9.99,,,,,,,,同学|老师
EEF0AA2C0A0319DDE053C97975CA4DF4,pjxyqwbj584,2022-12-01,77.29,,,,,,,,同学|老师
EEF0AA2C0A3319DDE053C97975CA4DF4,pjxyqxbj074,2022-12-01,151.07,,,,,,,,同学|老师
EEF0AA2C0A3719DDE053C97975CA4DF4,pjxyqwbj326,2022-12-01,44.55,,,,,,,,同学|老师
EEF0AA2C126519DDE053C97975CA4DF4,pjxyqxbk981,2022-12-01,293.86,,,,,,,,同学|老师
EEF0AA2C128119DDE053C97975CA4DF4,pjwtqxbj941,2022-12-01,114.61,,,,,,,,同学|老师
EEF0AA2CE72C19DDE053C97975CA4DF4,pjxyqxbj404,2022-12-01,134.57,,,,,,,,同学|老师
EEF0AA2CE75219DDE053C97975CA4DF4,pjxxzxkj983,2022-12-01,258.05,,,,,,,,同学|老师
EEF0AA2CE75919DDE053C97975CA4DF4,pjxyqxbk419,2022-12-01,190.74,,,,,,,,同学|老师
EEF0AA2CE76F19DDE053C97975CA4DF4,pjxyqxbl876,2022-12-01,390.12,,,,,,,,同学|老师
EEF0AA2CE77619DDE053C97975CA4DF4,pjxyqxbk043,2022-12-01,267.1,,,,,,,,同学|老师
EEF0AA2CEFD619DDE053C97975CA4DF4,pjxyqxbk993,2022-12-01,124.25,,,,,,,,同学|老师
EEF0AA2CEB9719DDE053C97975CA4DF4,pjxyqxbk358,2022-12-01,205.58,,,,,,,,同学|老师
EEF0AA2CEBAB19DDE053C97975CA4DF4,pjxyqxbk731,2022-12-01,239.78,,,,,,,,同学|老师
EEF0AA2CEBB219DDE053C97975CA4DF4,pjxyqxbj058,2022-12-01,161.64,,,,,,,,同学|老师
EEF0AA2CEBB419DDE053C97975CA4DF4,pjxpqxbj987,2022-12-01,45.77,,,,,,,,同学|老师
EEF0AA2CEBC519DDE053C97975CA4DF4,pjxyqwbj839,2022-12-01,383.72,,,,,,,,同学|老师
EEF0AA2CEBCF19DDE053C97975CA4DF4,pjxyqxbl769,2022-12-01,126.41,,,,,,,,同学|老师
EEF0AA2CEBD719DDE053C97975CA4DF4,pjxyqxbk929,2022-12-01,1155.67,,,,,,,,同学|老师
EEF0AA2CEBF319DDE053C97975CA4DF4,pjxyqxbk269,2022-12-01,108.39,,,,,,,,同学|老师
ED9F675911230F2AE053C97975CA2718,pjxwzxbj998,2022-11-01,258.41,,,,,,,,同学|老师
EEF0AA2C07C119DDE053C97975CA4DF4,pjxyqxbj320,2022-12-01,86.0,,,,,,,,同学|老师
EEF0AA2C07C219DDE053C97975CA4DF4,pjxyqwbk603,2022-12-01,311.12,,,,,,,,同学|老师
EEF0AA2C07CB19DDE053C97975CA4DF4,pjxuqwbj833,2022-12-01,100.68,,,,,,,,同学|老师
EEF0AA2C07D819DDE053C97975CA4DF4,pjxyqxbk243,2022-12-01,322.8,,,,,,,,同学|老师
EEF0AA2C07FF19DDE053C97975CA4DF4,pjxyqxbl781,2022-12-01,162.59,,,,,,,,同学|老师
EEF0AA2CEDAE19DDE053C97975CA4DF4,pjxrqxbj942,2022-12-01,34.93,,,,,,,,同学|老师
EEF0AA2CEDB219DDE053C97975CA4DF4,pjxyqxbl763,2022-12-01,69.03,,,,,,,,同学|老师
EEF0AA2CEDC219DDE053C97975CA4DF4,pjxqzxbj984,2022-12-01,161.32,,,,,,,,同学|老师
EEF0AA2CEDE819DDE053C97975CA4DF4,pjxyqwbj164,2022-12-01,926.44,,,,,,,,同学|老师
EEF0AA2CEDFA19DDE053C97975CA4DF4,pjxyqxbj507,2022-12-01,273.5,,,,,,,,同学|老师
EEF0AA2CEE1319DDE053C97975CA4DF4,pjxyqxbk391,2022-12-01,123.1,,,,,,,,同学|老师
EEF0AA2CEE1D19DDE053C97975CA4DF4,pjxyqxbk835,2022-12-01,423.07,,,,,,,,同学|老师
EEF0AA2CF2CD19DDE053C97975CA4DF4,pjxyqxbk272,2022-12-01,126.7,,,,,,,,同学|老师
EEF0AA2CEFEF19DDE053C97975CA4DF4,pjxyqxbk503,2022-12-01,48.06,,,,,,,,同学|老师
EEF0AA2CF00119DDE053C97975CA4DF4,pjxyqwbj825,2022-12-01,220.1,,,,,,,,同学|老师
EEF0AA2CF00519DDE053C97975CA4DF4,pjxuqwbj491,2022-12-01,215.51,,,,,,,,同学|老师
EEF0AA2CF00E19DDE053C97975CA4DF4,pjxyqxbl687,2022-12-01,826.59,,,,,,,,同学|老师
EEF0AA2CF01819DDE053C97975CA4DF4,pjxuqwbj552,2022-12-01,226.3,,,,,,,,同学|老师
EEF0AA2CF01C19DDE053C97975CA4DF4,pjxyqxbk094,2022-12-01,104.85,,,,,,,,同学|老师
EEF0AA2CF03E19DDE053C97975CA4DF4,pjxyqwbj674,2022-12-01,90.98,,,,,,,,同学|老师
EEF0AA2CF04219DDE053C97975CA4DF4,pjxyqwbj876,2022-12-01,255.29,,,,,,,,同学|老师
EEF0AA2CF04419DDE053C97975CA4DF4,pjxxxxbj981,2022-12-01,244.59,,,,,,,,同学|老师
EEF0AA2CF05B19DDE053C97975CA4DF4,pjxyqxbj039,2022-12-01,78.52,,,,,,,,同学|老师
EEF0AA2CF05D19DDE053C97975CA4DF4,pjxyqxbk777,2022-12-01,109.83,,,,,,,,同学|老师
ED9F6759112D0F2AE053C97975CA2718,pjxxzxbj995,2022-11-01,422.13,,,,,,,,同学|老师
EEF0AA2CF0EB19DDE053C97975CA4DF4,pjxsqxbj811,2022-12-01,56.83,,,,,,,,同学|老师
EEF0AA2CF0FA19DDE053C97975CA4DF4,pjxyqwbj104,2022-12-01,82.71,,,,,,,,同学|老师
EEF0AA2CF0FB19DDE053C97975CA4DF4,pjxyqxbk760,2022-12-01,283.74,,,,,,,,同学|老师
EEF0AA2CF10219DDE053C97975CA4DF4,pjxpqxbj971,2022-12-01,44.71,,,,,,,,同学|老师
EEF0AA2CF10919DDE053C97975CA4DF4,pjxyqxbk937,2022-12-01,201.45,,,,,,,,同学|老师
EEF0AA2CF11119DDE053C97975CA4DF4,pjxyqwbj912,2022-12-01,29.02,,,,,,,,同学|老师
EEF0AA2CF11F19DDE053C97975CA4DF4,pjxyqwbk728,2022-12-01,130.7,,,,,,,,同学|老师
EEF0AA2CF12C19DDE053C97975CA4DF4,pjxyqxbk811,2022-12-01,11.31,,,,,,,,同学|老师
EEF0AA2CA14C19DDE053C97975CA4DF4,pjxyqxbj525,2022-12-01,710.68,,,,,,,,同学|老师
EEF0AA2CA15119DDE053C97975CA4DF4,pjxxxxbj923,2022-12-01,154.53,,,,,,,,同学|老师
EEF0AA2C108D19DDE053C97975CA4DF4,pjwrqxbj918,2022-12-01,169.75,,,,,,,,同学|老师
EEF0AA2C109319DDE053C97975CA4DF4,pjwtqxbj953,2022-12-01,335.71,,,,,,,,同学|老师
EEF0AA2C10B219DDE053C97975CA4DF4,pjxyqxbj750,2022-12-01,188.41,,,,,,,,同学|老师
EEF0AA2C10C119DDE053C97975CA4DF4,pjxpqxbj930,2022-12-01,36.29,,,,,,,,同学|老师
EEF0AA2C518119DDE053C97975CA4DF4,pjxyqxbk300,2022-12-01,754.26,,,,,,,,同学|老师
EEF0AA2C519819DDE053C97975CA4DF4,pjxyqxbk368,2022-12-01,303.13,,,,,,,,同学|老师
EEF0AA2C519C19DDE053C97975CA4DF4,pjxyqwbj036,2022-12-01,1499.79,,,,,,,,同学|老师
EEF0AA2CF2D319DDE053C97975CA4DF4,pjxyqwbj020,2022-12-01,2335.24,,,,,,,,同学|老师
EEF0AA2CF2F219DDE053C97975CA4DF4,pjxyqxbk700,2022-12-01,254.82,,,,,,,,同学|老师
EEF0AA2CF2F919DDE053C97975CA4DF4,pjxsqxbj812,2022-12-01,11.68,,,,,,,,同学|老师
EEF0AA2CF2FB19DDE053C97975CA4DF4,pjxqqxbj983,2022-12-01,154.07,,,,,,,,同学|老师
EEF0AA2CF32019DDE053C97975CA4DF4,pjxyqwbj146,2022-12-01,248.26,,,,,,,,同学|老师
EEF0AA2CF33C19DDE053C97975CA4DF4,pjxyqxbk795,2022-12-01,57.66,,,,,,,,同学|老师
EEF0AA2C129119DDE053C97975CA4DF4,pjxyqxbk032,2022-12-01,252.63,,,,,,,,同学|老师
EEF0AA2C129219DDE053C97975CA4DF4,pjxyqxbj749,2022-12-01,507.17,,,,,,,,同学|老师
EEF0AA2C129619DDE053C97975CA4DF4,pjxyqwbj574,2022-12-01,163.14,,,,,,,,同学|老师
EEF0AA2C12D719DDE053C97975CA4DF4,pjxyqwbk678,2022-12-01,136.19,,,,,,,,同学|老师
EEF0AA2C53C419DDE053C97975CA4DF4,pjxyqwbk632,2022-12-01,175.83,,,,,,,,同学|老师
EEF0AA2C53D719DDE053C97975CA4DF4,pjxqzxbj989,2022-12-01,273.44,,,,,,,,同学|老师
EEF0AA2CA16B19DDE053C97975CA4DF4,pjxyqxbj728,2022-12-01,98.76,,,,,,,,同学|老师
EEF0AA2CA17319DDE053C97975CA4DF4,pjxyqwbk856,2022-12-01,25.79,,,,,,,,同学|老师
EEF0AA2CA18A19DDE053C97975CA4DF4,pjxyqwbk594,2022-12-01,2024.19,,,,,,,,同学|老师
EEF0AA2CA19219DDE053C97975CA4DF4,pjxyqxbj722,2022-12-01,79.72,,,,,,,,同学|老师
EEF0AA2CA19B19DDE053C97975CA4DF4,pjxuqwbj992,2022-12-01,163.46,,,,,,,,同学|老师
EEF0AA2CA1A319DDE053C97975CA4DF4,pjxuqwbj933,2022-12-01,36.96,,,,,,,,同学|老师
EEF0AA2CA1C019DDE053C97975CA4DF4,pjxsqxbj932,2022-12-01,145.7,,,,,,,,同学|老师
EEF0AA2CA1C419DDE053C97975CA4DF4,pjxyqxbj330,2022-12-01,209.18,,,,,,,,同学|老师
EEF0AA2CA1D319DDE053C97975CA4DF4,pjxyqxbk035,2022-12-01,73.4,,,,,,,,同学|老师
EEF0AA2C51B019DDE053C97975CA4DF4,pjxqqxbj996,2022-12-01,48.52,,,,,,,,同学|老师
EEF0AA2C51BA19DDE053C97975CA4DF4,pjxyqxbj734,2022-12-01,111.67,,,,,,,,同学|老师
EEF0AA2C51D919DDE053C97975CA4DF4,pjxyqxbj637,2022-12-01,685.27,,,,,,,,同学|老师
EEF0AA2C51DE19DDE053C97975CA4DF4,pjxyqxbj125,2022-12-01,78.18,,,,,,,,同学|老师
EEF0AA2C51E719DDE053C97975CA4DF4,pjxyqxbj154,2022-12-01,109.95,,,,,,,,同学|老师
EEF0AA2C520119DDE053C97975CA4DF4,pjxyqwbj506,2022-12-01,254.89,,,,,,,,同学|老师
EEF0AA2C5AE619DDE053C97975CA4DF4,pjxyqwbk889,2022-12-01,107.86,,,,,,,,同学|老师
EEF0AA2C5AFC19DDE053C97975CA4DF4,pjxyqxbk199,2022-12-01,201.26,,,,,,,,同学|老师
EEF0AA2C5B0419DDE053C97975CA4DF4,pjxyqwbk620,2022-12-01,10.63,,,,,,,,同学|老师
EEF0AA2CA39119DDE053C97975CA4DF4,pjxyqxbj490,2022-12-01,40.2,,,,,,,,同学|老师
EEF0AA2CA3A819DDE053C97975CA4DF4,pjxyqwbj061,2022-12-01,570.31,,,,,,,,同学|老师
EEF0AA2CA3A919DDE053C97975CA4DF4,pjxyqwbj797,2022-12-01,189.08,,,,,,,,同学|老师
EEF0AA2CA3B619DDE053C97975CA4DF4,pjxyqxbk552,2022-12-01,161.16,,,,,,,,同学|老师
EEF0AA2CA3DE19DDE053C97975CA4DF4,pjxyqxbk024,2022-12-01,178.56,,,,,,,,同学|老师
EEF0AA2CA3E419DDE053C97975CA4DF4,pjxyqxbk068,2022-12-01,120.32,,,,,,,,同学|老师
EEF0AA2CA3EA19DDE053C97975CA4DF4,pjwrqxbj911,2022-12-01,163.19,,,,,,,,同学|老师
EEF0AA2C53E419DDE053C97975CA4DF4,pjxyqxbk158,2022-12-01,823.07,,,,,,,,同学|老师
EEF0AA2C53F619DDE053C97975CA4DF4,pjxuqwbj476,2022-12-01,238.86,,,,,,,,同学|老师
EEF0AA2C540C19DDE053C97975CA4DF4,pjxyqxbj868,2022-12-01,125.09,,,,,,,,同学|老师
EEF0AA2C540F19DDE053C97975CA4DF4,pjxyqxbk036,2022-12-01,239.45,,,,,,,,同学|老师
EEF0AA2C541A19DDE053C97975CA4DF4,pjxyqwbj822,2022-12-01,79.62,,,,,,,,同学|老师
EEF0AA2C541C19DDE053C97975CA4DF4,pjxyqxbl993,2022-12-01,50.52,,,,,,,,同学|老师
EEF0AA2C542919DDE053C97975CA4DF4,pjxyqxbj159,2022-12-01,131.24,,,,,,,,同学|老师
EEF0AA2C5D1319DDE053C97975CA4DF4,pjxyqwbk710,2022-12-01,65.25,,,,,,,,同学|老师
EEF0AA2C5D2219DDE053C97975CA4DF4,pjxyqxbk681,2022-12-01,209.36,,,,,,,,同学|老师
EEF0AA2CA98319DDE053C97975CA4DF4,pjxyqxbj862,2022-12-01,390.76,,,,,,,,同学|老师
EEF0AA2CA98B19DDE053C97975CA4DF4,pjxyqwbj531,2022-12-01,61.11,,,,,,,,同学|老师
EEF0AA2CA99D19DDE053C97975CA4DF4,pjxyqxbl970,2022-12-01,109.24,,,,,,,,同学|老师
EEF0AA2CA9BF19DDE053C97975CA4DF4,pjxyqwbj305,2022-12-01,33.39,,,,,,,,同学|老师
EEF0AA2C5B1B19DDE053C97975CA4DF4,pjxyqxbk484,2022-12-01,468.32,,,,,,,,同学|老师
EEF0AA2C5B1C19DDE053C97975CA4DF4,pjxyqxbk680,2022-12-01,316.17,,,,,,,,同学|老师
EEF0AA2C5B1D19DDE053C97975CA4DF4,pjxyqxbk939,2022-12-01,44.05,,,,,,,,同学|老师
EEF0AA2C5B2119DDE053C97975CA4DF4,pjxyqwbj100,2022-12-01,280.29,,,,,,,,同学|老师
EEF0AA2C5B2219DDE053C97975CA4DF4,pjxyqwbj706,2022-12-01,59.72,,,,,,,,同学|老师
EEF0AA2C5B4219DDE053C97975CA4DF4,pjxyqwbj808,2022-12-01,1039.08,,,,,,,,同学|老师
EEF0AA2C5B4519DDE053C97975CA4DF4,pjxsqxbj768,2022-12-01,67.49,,,,,,,,同学|老师
EEF0AA2C5B5819DDE053C97975CA4DF4,pjxyqwbj302,2022-12-01,116.31,,,,,,,,同学|老师
EEF0AA2C5B5C19DDE053C97975CA4DF4,pjxyqwbj625,2022-12-01,70.06,,,,,,,,同学|老师
EEF0AA2C5B6619DDE053C97975CA4DF4,pjxsqxbj946,2022-12-01,367.43,,,,,,,,同学|老师
EEF0AA2C5B6B19DDE053C97975CA4DF4,pjxyqxbj541,2022-12-01,275.36,,,,,,,,同学|老师
EEF0AA2C082A19DDE053C97975CA4DF4,pjxyqxbj791,2022-12-01,233.18,,,,,,,,同学|老师
EEF0AA2C083319DDE053C97975CA4DF4,pjxyqwbj410,2022-12-01,235.03,,,,,,,,同学|老师
EEF0AA2C084719DDE053C97975CA4DF4,pjxuqwbj588,2022-12-01,26.15,,,,,,,,同学|老师
EEF0AA2CAB5C19DDE053C97975CA4DF4,pjxuqwbj474,2022-12-01,80.14,,,,,,,,同学|老师
EEF0AA2CAB6919DDE053C97975CA4DF4,pjxyqwbj351,2022-12-01,209.61,,,,,,,,同学|老师
EEF0AA2CAB6B19DDE053C97975CA4DF4,pjxyqwbj463,2022-12-01,155.56,,,,,,,,同学|老师
EEF0AA2CAB6C19DDE053C97975CA4DF4,pjxyqwbj397,2022-12-01,118.34,,,,,,,,同学|老师
EEF0AA2CAB6D19DDE053C97975CA4DF4,pjxxxxbj911,2022-12-01,455.42,,,,,,,,同学|老师
EEF0AA2CAB9519DDE053C97975CA4DF4,pjxyqxbj718,2022-12-01,213.97,,,,,,,,同学|老师
EEF0AA2CABA519DDE053C97975CA4DF4,pjxrqxbj981,2022-12-01,94.17,,,,,,,,同学|老师
EEF0AA2CABAF19DDE053C97975CA4DF4,pjxyqwbk662,2022-12-01,784.63,,,,,,,,同学|老师
EEF0AA2CEE2719DDE053C97975CA4DF4,pjxyqxbk230,2022-12-01,65.12,,,,,,,,同学|老师
EEF0AA2C5D2919DDE053C97975CA4DF4,pjxyqwbj651,2022-12-01,111.89,,,,,,,,同学|老师
EEF0AA2C5D4319DDE053C97975CA4DF4,pjxyqxbk454,2022-12-01,365.55,,,,,,,,同学|老师
EEF0AA2C5D4819DDE053C97975CA4DF4,pjxyqwbk835,2022-12-01,65.88,,,,,,,,同学|老师
EEF0AA2C5D6719DDE053C97975CA4DF4,pjxsqxbj909,2022-12-01,1201.5,,,,,,,,同学|老师
EEF0AA2C5D6E19DDE053C97975CA4DF4,pjxyqwbj663,2022-12-01,240.11,,,,,,,,同学|老师
EEF0AA2C5D7E19DDE053C97975CA4DF4,pjxyqwbj776,2022-12-01,63.66,,,,,,,,同学|老师
EEF0AA2C5D8419DDE053C97975CA4DF4,pjxyqxbj643,2022-12-01,260.39,,,,,,,,同学|老师
EEF0AA2C0A4C19DDE053C97975CA4DF4,pjxuqwbj715,2022-12-01,49.5,,,,,,,,同学|老师
EEF0AA2C0A4E19DDE053C97975CA4DF4,pjxyqxbk836,2022-12-01,141.04,,,,,,,,同学|老师
EEF0AA2C0A5219DDE053C97975CA4DF4,pjxyqwbk735,2022-12-01,40.06,,,,,,,,同学|老师
EEF0AA2C0A5819DDE053C97975CA4DF4,pjxyqwbj627,2022-12-01,77.01,,,,,,,,同学|老师
EEF0AA2CEC0D19DDE053C97975CA4DF4,pjxyqwbj388,2022-12-01,107.54,,,,,,,,同学|老师
EEF0AA2CEC2019DDE053C97975CA4DF4,pjxyqxbj054,2022-12-01,206.13,,,,,,,,同学|老师
EEF0AA2CEC2119DDE053C97975CA4DF4,pjxyqxbl768,2022-12-01,364.2,,,,,,,,同学|老师
EEF0AA2CEC2A19DDE053C97975CA4DF4,pjxxxxbj943,2022-12-01,37.76,,,,,,,,同学|老师
EEF0AA2CEC4819DDE053C97975CA4DF4,pjxyqwbj697,2022-12-01,44.8,,,,,,,,同学|老师
EEF0AA2CEC4919DDE053C97975CA4DF4,pjxyqwbk920,2022-12-01,83.23,,,,,,,,同学|老师
EEF0AA2CEC4E19DDE053C97975CA4DF4,pjxyqxbk224,2022-12-01,129.85,,,,,,,,同学|老师
EEF0AA2CEC5A19DDE053C97975CA4DF4,pjxsqxbj938,2022-12-01,562.43,,,,,,,,同学|老师
EEF0AA2CEC5D19DDE053C97975CA4DF4,pjxyqwbj773,2022-12-01,249.87,,,,,,,,同学|老师
EEF0AA2CEC6219DDE053C97975CA4DF4,pjwtqxbj968,2022-12-01,139.12,,,,,,,,同学|老师
EEF0AA2CEC6E19DDE053C97975CA4DF4,pjxuqwbj786,2022-12-01,215.1,,,,,,,,同学|老师
EEF0AA2CF13819DDE053C97975CA4DF4,pjxsqxbj815,2022-12-01,91.98,,,,,,,,同学|老师
EEF0AA2CF13A19DDE053C97975CA4DF4,pjxyqxbl780,2022-12-01,216.84,,,,,,,,同学|老师
EEF0AA2CF13D19DDE053C97975CA4DF4,pjxwxxbj934,2022-12-01,15.43,,,,,,,,同学|老师
EEF0AA2C085419DDE053C97975CA4DF4,pjxyqxbl912,2022-12-01,336.12,,,,,,,,同学|老师
EEF0AA2C086119DDE053C97975CA4DF4,pjxyqxbj327,2022-12-01,64.08,,,,,,,,同学|老师
EEF0AA2C088819DDE053C97975CA4DF4,pjxyqxbl999,2022-12-01,112.85,,,,,,,,同学|老师
EEF0AA2C088B19DDE053C97975CA4DF4,pjxyqwbk708,2022-12-01,182.08,,,,,,,,同学|老师
EEF0AA2C089919DDE053C97975CA4DF4,pjxyqxbl913,2022-12-01,142.79,,,,,,,,同学|老师
EEF0AA2C10FE19DDE053C97975CA4DF4,pjxyqxbl980,2022-12-01,222.64,,,,,,,,同学|老师
EEF0AA2CEE3119DDE053C97975CA4DF4,pjxuqwbj755,2022-12-01,100.67,,,,,,,,同学|老师
EEF0AA2CEE5219DDE053C97975CA4DF4,pjxsqxbj859,2022-12-01,81.73,,,,,,,,同学|老师
EEF0AA2CEE6019DDE053C97975CA4DF4,pjxuqwbj738,2022-12-01,899.46,,,,,,,,同学|老师
EEF0AA2CEE9D19DDE053C97975CA4DF4,pjxyqxbj640,2022-12-01,391.3,,,,,,,,同学|老师
EEF0AA2CEE9F19DDE053C97975CA4DF4,pjxyqxbj907,2022-12-01,67.72,,,,,,,,同学|老师
EEF0AA2C0A9D19DDE053C97975CA4DF4,pjxuqwbj916,2022-12-01,92.8,,,,,,,,同学|老师
EEF0AA2C0AAB19DDE053C97975CA4DF4,pjxyqxbj729,2022-12-01,233.78,,,,,,,,同学|老师
EEF0AA2C0AD219DDE053C97975CA4DF4,pjxyqxbj522,2022-12-01,93.16,,,,,,,,同学|老师
EEF0AA2C12E619DDE053C97975CA4DF4,pjxyqxbj915,2022-12-01,1254.33,,,,,,,,同学|老师
EEF0AA2C12EF19DDE053C97975CA4DF4,pjxyqxbk644,2022-12-01,67.45,,,,,,,,同学|老师
EEF0AA2C130319DDE053C97975CA4DF4,pjxyqxbj146,2022-12-01,334.4,,,,,,,,同学|老师
EEF0AA2C130D19DDE053C97975CA4DF4,pjxuqwbj638,2022-12-01,98.11,,,,,,,,同学|老师
EEF0AA2CF15A19DDE053C97975CA4DF4,pjxxzxkj991,2022-12-01,299.88,,,,,,,,同学|老师
EEF0AA2CF17F19DDE053C97975CA4DF4,pjxyqxbj096,2022-12-01,6.03,,,,,,,,同学|老师
EEF0AA2CF19319DDE053C97975CA4DF4,pjxyqxbk149,2022-12-01,50.52,,,,,,,,同学|老师
EEF0AA2CA1D619DDE053C97975CA4DF4,pjxuqwbj631,2022-12-01,133.26,,,,,,,,同学|老师
EEF0AA2CA1DE19DDE053C97975CA4DF4,pjxyqxbk236,2022-12-01,40.41,,,,,,,,同学|老师
EEF0AA2C111219DDE053C97975CA4DF4,pjxyqxbk402,2022-12-01,119.83,,,,,,,,同学|老师
EEF0AA2C111419DDE053C97975CA4DF4,pjxyqxbk472,2022-12-01,187.21,,,,,,,,同学|老师
EEF0AA2C111D19DDE053C97975CA4DF4,pjxuqwbj686,2022-12-01,99.52,,,,,,,,同学|老师
EEF0AA2C113519DDE053C97975CA4DF4,pjxyqxbj129,2022-12-01,64.38,,,,,,,,同学|老师
EEF0AA2C113619DDE053C97975CA4DF4,pjxyqwbj885,2022-12-01,266.99,,,,,,,,同学|老师
EEF0AA2C522019DDE053C97975CA4DF4,pjxwzxkj985,2022-12-01,267.25,,,,,,,,同学|老师
EEF0AA2C522C19DDE053C97975CA4DF4,pjxuqwbj918,2022-12-01,396.04,,,,,,,,同学|老师
EEF0AA2C523219DDE053C97975CA4DF4,pjxyqwbk520,2022-12-01,176.35,,,,,,,,同学|老师
EEF0AA2C611419DDE053C97975CA4DF4,pjxyqxbj063,2022-12-01,5.0,,,,,,,,同学|老师
