XH,XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),TCNF(体测年份),ZF(总分),BZ(备注),BMI(身高/体重),FHL(肺活量),WS(50米),LDTY(立定跳远),ZWTQQ(坐位体前屈),BB(800米),YQ(1000米),YWQZ(仰卧起坐),YTXS(引体向上)
pjxyqwbk920,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2022.0,61.3,正常,179/76,4109.0,8.7,208.0,2.1,,3.54,,1.0
pjxyqwbk920,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2023.0,58.8,正常,177.5/78.1,5993.0,8.35,198.0,0.8,,4.08,,
pjxyqwbj367,男,2021级,人工智能学院,智能科学与技术,2120012,2120012,2021.0,75.6,正常,166.5/63,3131.0,7.09,245.0,21.8,,3.56,,8.0
pjxyqwbj367,男,2021级,人工智能学院,智能科学与技术,2120012,2120012,2022.0,72.3,正常,166/61.5,3154.0,7.4,257.0,21.4,,4.08,,6.0
pjxyqwbj367,男,2021级,人工智能学院,智能科学与技术,2120012,2120012,2023.0,70.6,正常,167/63,3659.0,7.03,248.0,24.1,,4.17,,0.0
pjxyqwbj367,男,2021级,人工智能学院,智能科学与技术,2120012,2120012,2024.0,55.3,正常,167.5/64.5,3671.0,7.6,245.0,18.4,,,,
pjxyqxbk351,男,2020级,物理学院,电波传播与天线,2005061,2005061,2020.0,84.3,正常,179.5/66,3785.0,6.5,250.0,9.7,,3.27,,10.0
pjxyqxbk351,男,2020级,物理学院,电波传播与天线,2005061,2005061,2021.0,76.0,正常,179.5/76,4377.0,6.7,253.0,6.2,,3.54,,4.0
pjxyqxbk351,男,2020级,物理学院,电波传播与天线,2005061,2005061,2022.0,68.8,正常,180/77.5,4552.0,7.2,265.0,4.0,,,,22.0
pjxyqxbk351,男,2020级,物理学院,电波传播与天线,2005061,2005061,2023.0,71.15,正常,179.5/78.8,5102.0,6.57,240.0,4.0,,5.36,,17.0
pjxyqxbj647,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2020.0,62.0,正常,180.5/66.5,4310.0,7.1,230.0,-2.0,,4.31,,0.0
pjxyqxbj647,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2021.0,69.4,正常,180/63,4386.0,7.28,230.0,11.2,,4.2,,4.0
pjxyqxbj647,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2022.0,72.7,正常,180/73,5000.0,6.9,235.0,19.0,,4.3,,1.0
pjxyqxbj647,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2023.0,61.95,正常,178/70,4897.0,6.9,210.0,12.8,,5.34,,0.0
pjxyqwbj360,女,2020级,计算机科学与技术学院,计算机科学与技术,2003013数,200301205,2020.0,87.6,正常,161/53,3528.0,8.5,194.0,24.3,3.35,,37.0,
pjxyqwbj360,女,2020级,计算机科学与技术学院,计算机科学与技术,2003013数,200301205,2021.0,79.45,正常,160/51,3163.0,9.3,190.0,13.9,3.54,,35.0,
pjxyqwbj360,女,2020级,计算机科学与技术学院,计算机科学与技术,2003013数,200301205,2022.0,89.3,正常,162/52,3708.0,8.4,193.0,23.6,3.2,,40.0,
pjxyqwbj360,女,2020级,计算机科学与技术学院,计算机科学与技术,2003013数,200301205,2023.0,60.0,免测,,,,,,,,,
pjxyqwbj418,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2020.0,67.7,正常,176/61,3800.0,8.0,215.0,15.9,,4.0,,2.0
pjxyqwbj418,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2021.0,65.5,正常,176/65,4000.0,8.1,208.0,14.0,,4.3,,1.0
pjxyqwbj418,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2022.0,62.7,正常,176.5/68,3876.0,8.1,230.0,9.7,,4.41,,2.0
pjxyqwbj418,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2023.0,55.4,正常,176.0/61,4481.0,7.8,230.0,12.4,,,,0.0
pjxyqwbj523,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2020.0,66.8,正常,181/58,2789.0,7.1,229.0,12.2,,3.46,,7.0
pjxyqwbj523,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2021.0,70.3,正常,179/61.5,3023.0,7.03,242.0,7.5,,3.54,,7.0
pjxyqwbj523,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2022.0,70.2,正常,180.5/59.5,3762.0,7.18,230.0,15.6,,3.52,,0.0
pjxyqwbj523,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2023.0,60.5,正常,181/64,3661.0,7.1,225.0,14.6,,,,11.0
pjxyqxbj314,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2020.0,74.35,正常,179.5/65,4600.0,7.29,240.0,16.5,,3.45,,0.0
pjxyqxbj314,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2021.0,78.1,正常,184/64,4400.0,7.1,240.0,20.0,,3.3,,6.0
pjxyqxbj314,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2022.0,76.5,正常,179/65.5,4100.0,7.05,250.0,10.0,,3.35,,9.0
pjxyqxbj314,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2023.0,69.2,正常,179.5/62,5312.0,7.7,230.0,17.6,,4.4,,0.0
pjxqqxbj959,女,2020级,人文学院,哲学,2008021,2008021,2020.0,55.4,正常,165/59,2498.0,10.0,145.0,12.1,5.34,,36.0,
pjxqqxbj959,女,2020级,人文学院,哲学,2008021,2008021,2021.0,67.4,正常,167/61,3080.0,9.8,150.0,13.2,4.48,,43.0,
pjxqqxbj959,女,2020级,人文学院,哲学,2008021,2008021,2022.0,67.6,正常,167/60,3120.0,10.3,136.0,7.3,4.12,,54.0,
pjxqqxbj959,女,2020级,人文学院,哲学,2008021,2008021,2023.0,56.8,正常,167/63,4193.0,10.21,130.0,20.1,6.2,,46.0,
pjxyqxbj348,男,2020级,通信工程学院,通信工程,2001017,2001017,2020.0,66.3,正常,174.5/80,4182.0,7.1,217.0,13.7,,4.2,,0.0
pjxyqxbj348,男,2020级,通信工程学院,通信工程,2001017,2001017,2021.0,62.3,正常,175/74,3950.0,7.81,220.0,6.1,,4.31,,1.0
pjxyqxbj348,男,2020级,通信工程学院,通信工程,2001017,2001017,2022.0,59.6,正常,175.5/81,3961.0,7.69,215.0,6.0,,4.45,,1.0
pjxyqxbj348,男,2020级,通信工程学院,通信工程,2001017,2001017,2023.0,45.3,正常,175.5/80,4931.0,8.1,,6.9,,,,
pjxyqwbj742,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2020.0,75.8,正常,183/77,5609.0,7.12,220.0,14.6,,3.52,,5.0
pjxyqwbj742,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2021.0,74.8,正常,184/80,5407.0,7.6,234.0,13.9,,4.0,,5.0
pjxyqwbj742,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2022.0,58.2,正常,185/80,5400.0,7.8,223.0,12.9,,,,0.0
pjxyqwbj742,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2023.0,46.4,正常,184/85,6575.0,,215.0,,,4.12,,
pjxyqwbk966,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2020.0,65.2,正常,166/60.5,2066.0,9.8,143.0,6.2,4.04,,23.0,
pjxyqwbk966,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2021.0,72.5,正常,166/61,2351.0,9.3,154.0,10.3,3.57,,26.0,
pjxyqwbk966,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2022.0,74.3,正常,165.5/58.5,2397.0,8.5,158.0,10.5,3.48,,27.0,
pjxyqwbk966,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2023.0,60.7,正常,165/59.2,2982.0,10.35,140.0,2.6,4.23,,43.0,
pjxyqxbl699,女,2020级,电子工程学院,电子信息工程,2002015,2002015,2020.0,76.0,正常,166.5/58,2885.0,9.11,166.0,9.0,3.56,,40.0,
pjxyqxbl699,女,2020级,电子工程学院,电子信息工程,2002015,2002015,2021.0,75.4,正常,165/58,2812.0,9.2,165.0,9.0,3.54,,33.0,
pjxyqxbl699,女,2020级,电子工程学院,电子信息工程,2002015,2002015,2022.0,76.1,正常,164.5/63,2976.0,9.05,170.0,12.1,4.1,,45.0,
pjxyqxbl699,女,2020级,电子工程学院,电子信息工程,2002015,2002015,2023.0,60.9,正常,168/61,3017.0,,175.0,10.8,4.27,,46.0,
pjxuqwbj450,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2020.0,66.55,正常,188/63,4783.0,7.63,221.0,15.6,,4.19,,0.0
pjxuqwbj450,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2021.0,54.3,正常,189/60,4906.0,7.58,219.0,15.4,,6.16,,0.0
pjxuqwbj450,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2023.0,59.8,正常,189/63,5186.0,8.01,220.0,10.1,,5.23,,2.0
pjxuqwbj450,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022.0,35.8,正常,189/63,5186.0,10.0,50.0,10.0,,7.15,,0.0
pjxyqwbj764,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2021.0,69.8,正常,172/55,3703.0,7.2,225.0,24.0,,4.24,,3.0
pjxyqwbj764,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2022.0,64.4,正常,174/56.5,3904.0,7.7,230.0,10.0,,4.37,,4.0
pjxyqwbj764,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2023.0,70.7,正常,173.5/56.5,3326.0,7.3,223.0,11.6,,4.34,,15.0
pjxyqwbj764,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2024.0,43.6,正常,174/57.5,3269.0,8.37,,7.6,,,,
pjwtqxbj983,女,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2020.0,80.1,正常,167/59,2875.0,9.18,180.0,23.8,4.04,,51.0,
pjwtqxbj983,女,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2021.0,80.25,正常,168/60,3195.0,9.26,180.0,23.1,4.17,,51.0,
pjwtqxbj983,女,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2022.0,83.25,正常,168/63,3325.0,8.61,175.0,23.0,3.53,,56.0,
pjwtqxbj983,女,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2023.0,60.0,免测,,,,,,,,,
pjxpqxbj925,女,2020级,外国语学院,日语,2009021,2009021,2020.0,76.3,正常,161/51,2100.0,8.9,155.0,17.0,3.44,,40.0,
pjxpqxbj925,女,2020级,外国语学院,日语,2009021,2009021,2021.0,77.1,正常,161.5/50.5,2300.0,8.9,160.0,27.5,4.15,,42.0,
pjxpqxbj925,女,2020级,外国语学院,日语,2009021,2009021,2022.0,74.3,正常,162/51,2400.0,9.54,165.0,20.9,3.58,,38.0,
pjxpqxbj925,女,2020级,外国语学院,日语,2009021,2009021,2023.0,31.8,正常,163/51,,,,23.3,,,45.0,
pjxyqxbj455,男,2020级,通信工程学院,通信工程,2001016,2001016,2020.0,63.2,正常,180/94,5238.0,8.39,225.0,10.2,,4.26,,1.0
pjxyqxbj455,男,2020级,通信工程学院,通信工程,2001016,2001016,2021.0,67.8,正常,181/87,4174.0,7.68,235.0,16.1,,3.54,,1.0
pjxyqxbj455,男,2020级,通信工程学院,通信工程,2001016,2001016,2022.0,68.8,正常,181/90,5743.0,7.98,220.0,22.4,,4.23,,0.0
pjxyqxbj455,男,2020级,通信工程学院,通信工程,2001016,2001016,2023.0,58.95,正常,181.5/103,4850.0,8.0,235.0,18.5,,4.53,,1.0
pjxyqxbk592,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022.0,58.0,正常,184/91,5397.0,8.2,191.0,14.5,,4.58,,0.0
pjxyqxbk592,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2023.0,48.0,正常,186/91,5637.0,8.72,185.0,15.4,,6.32,,0.0
pjxyqwbj164,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2020.0,67.5,正常,192/71,3760.0,8.15,225.0,15.3,,4.03,,0.0
pjxyqwbj164,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2021.0,66.4,正常,171.5/70.5,4474.0,7.68,231.0,13.8,,4.16,,
pjxyqwbj164,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2022.0,69.75,正常,194/71,4676.0,7.85,230.0,17.8,,4.14,,1.0
pjxyqwbj164,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2023.0,69.8,正常,192/76,5297.0,7.69,220.0,18.3,,4.4,,6.0
pjxyqxbj491,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2020.0,64.2,正常,180/79.5,3835.0,7.65,230.0,13.3,,4.26,,2.0
pjxyqxbj491,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2021.0,65.2,正常,179/81,4368.0,7.65,232.0,12.4,,4.29,,2.0
pjxyqxbj491,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2022.0,69.55,正常,179/85,4832.0,7.1,235.0,18.8,,4.05,,0.0
pjxyqxbj491,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2023.0,61.7,正常,179/90,4935.0,6.88,220.0,10.5,,4.58,,6.0
pjxyqwbj394,男,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2020.0,69.2,正常,180/69.5,4301.0,7.5,215.0,15.0,,4.14,,1.0
pjxyqwbj394,男,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2021.0,67.1,正常,180/76,4896.0,8.4,203.0,18.0,,4.24,,0.0
pjxyqwbj394,男,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2022.0,68.0,正常,180/71,4359.0,8.0,210.0,21.0,,4.17,,0.0
pjxyqwbj394,男,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2023.0,61.8,正常,182.5/68,3713.0,8.4,210.0,14.8,,4.36,,0.0
pjxyqxbk665,男,2020级,通信工程学院,通信工程,2001016,2001016,2020.0,83.5,正常,175/59,4382.0,6.92,230.0,23.3,,3.27,,9.0
pjxyqxbk665,男,2020级,通信工程学院,通信工程,2001016,2001016,2021.0,77.8,正常,175/57.5,4268.0,6.91,240.0,24.3,,3.41,,5.0
pjxyqxbk665,男,2020级,通信工程学院,通信工程,2001016,2001016,2022.0,77.0,正常,176/60,4380.0,7.0,226.0,23.8,,3.34,,7.0
pjxyqwbj084,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2020.0,60.0,免测,174/78,4500.0,8.4,207.0,15.0,,,,0.0
pjxyqwbj084,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2021.0,62.6,正常,173/73,4360.0,7.83,202.0,10.8,,4.13,,0.0
pjxyqwbj084,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2022.0,64.55,正常,173/76,4653.0,7.51,200.0,11.8,,4.03,,0.0
pjxyqwbj084,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2023.0,52.9,正常,175/69,2376.0,7.6,210.0,15.5,,4.56,,
pjxuqwbj516,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2020.0,79.1,正常,166/56.6,2773.0,7.9,197.0,5.6,3.59,,39.0,
pjxuqwbj516,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2021.0,77.3,正常,166/55,2227.0,7.78,191.0,9.5,4.08,,35.0,
pjxuqwbj516,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2022.0,77.1,正常,166/59,3017.0,8.71,188.0,12.3,4.11,,39.0,
pjxuqwbj516,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2023.0,70.55,正常,164/57,3244.0,9.31,175.0,12.6,4.43,,37.0,
pjxuqwbj763,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2020.0,60.45,正常,189/106,4945.0,8.45,195.0,14.8,,4.11,,0.0
pjxuqwbj763,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2021.0,62.8,正常,188/92,5502.0,8.1,150.0,14.6,,4.02,,0.0
pjxuqwbj763,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2022.0,74.0,正常,187/90,5584.0,7.19,213.0,15.0,,3.4,,7.0
pjxuqwbj763,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2023.0,70.8,正常,188/99.5,5432.0,7.7,220.0,15.0,,4.07,,10.0
pjxyqwbk642,男,2020级,计算机科学与技术学院,软件工程,2003052嵌,200301214,2020.0,58.0,正常,173/80,4500.0,8.0,180.0,25.6,,4.43,,0.0
pjxyqwbk642,男,2020级,计算机科学与技术学院,软件工程,2003052嵌,200301214,2021.0,60.15,正常,171/83,4600.0,7.9,190.0,25.4,,4.31,,0.0
pjxyqwbk642,男,2020级,计算机科学与技术学院,软件工程,2003052嵌,200301214,2022.0,74.3,正常,173/80,4500.0,7.1,208.0,24.4,,3.48,,10.0
pjxyqwbk642,男,2020级,计算机科学与技术学院,软件工程,2003052嵌,200301214,2023.0,62.8,正常,173/83,5308.0,7.3,225.0,22.6,,6.58,,10.0
pjxyqwbj089,女,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2020.0,68.1,正常,169.6/88.2,3538.0,10.7,165.0,21.5,4.17,,42.0,
pjxyqwbj190,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2020.0,71.9,正常,183/71,3778.0,7.1,255.0,10.3,,4.1,,6.0
pjxyqwbj190,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2021.0,78.8,正常,183/72,4100.0,6.8,245.0,12.2,,3.59,,8.0
pjxyqwbj190,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2022.0,79.05,正常,183/70,4821.0,6.6,225.0,20.0,,3.46,,6.0
pjxyqwbj190,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2023.0,60.0,免测,,,,,,,,,
pjxyqwbk895,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2020.0,55.55,正常,171/77,4695.0,7.7,200.0,1.7,,5.03,,0.0
pjxyqwbk895,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2021.0,60.5,正常,172/72,4193.0,8.23,220.0,8.0,,4.41,,0.0
pjxyqwbk895,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2022.0,59.6,正常,172/70,4167.0,8.6,200.0,7.0,,4.46,,0.0
pjxyqwbk895,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2023.0,50.8,正常,172/71.5,4544.0,8.62,205.0,14.2,,6.1,,2.0
pjxyqxbj433,女,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020.0,61.95,正常,172.5/56.5,3219.0,9.7,133.0,13.3,4.3,,12.0,
pjxyqxbj433,女,2020级,光电工程学院,电子科学与技术,2005011,2005011,2021.0,77.35,正常,173/57.5,3230.0,9.27,157.0,18.0,3.59,,32.0,
pjxyqxbj433,女,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022.0,74.6,正常,173/57,3500.0,9.73,150.0,16.0,4.14,,30.0,
pjxyqxbj433,女,2020级,光电工程学院,电子科学与技术,2005011,2005011,2023.0,62.2,正常,171/56.2,3135.0,10.2,160.0,8.7,5.03,,34.0,
pjxpqxbj987,女,2020级,外国语学院,英语,2009011,2009011,2020.0,76.3,正常,162/53,2397.0,9.18,182.0,16.4,4.03,,40.0,
pjxpqxbj987,女,2020级,外国语学院,英语,2009011,2009011,2021.0,78.75,正常,162.5/50,3150.0,9.2,183.0,18.6,4.14,,42.0,
pjxpqxbj987,女,2020级,外国语学院,英语,2009011,2009011,2022.0,77.0,正常,161.5/50,2864.0,9.05,181.0,17.8,4.06,,40.0,
pjxpqxbj987,女,2020级,外国语学院,英语,2009011,2009011,2023.0,72.2,正常,162.5/49,2253.0,9.65,180.0,23.8,4.33,,47.0,
pjxyqwbk812,女,2020级,计算机科学与技术学院,计算机科学与技术,2003012网,200301223,2020.0,70.8,正常,170.7/58,3006.0,9.67,140.0,18.2,4.13,,28.0,
pjxyqwbk812,女,2020级,计算机科学与技术学院,计算机科学与技术,2003012网,200301223,2021.0,66.7,正常,170/55,2797.0,10.1,151.0,18.0,4.29,,19.0,
pjxyqwbk812,女,2020级,计算机科学与技术学院,计算机科学与技术,2003012网,200301223,2022.0,67.3,正常,171/56,2830.0,9.5,150.0,16.9,4.48,,42.0,
pjxyqwbk812,女,2020级,计算机科学与技术学院,计算机科学与技术,2003012网,200301223,2023.0,63.8,正常,171.5/55,3936.0,9.0,150.0,17.2,5.38,,35.0,
pjxyqxbj478,男,2020级,光电工程学院,电子科学与技术,2005018,2005018,2020.0,79.2,正常,179/69,4900.0,6.82,260.0,13.0,,3.37,,5.0
pjxyqxbj478,男,2020级,光电工程学院,电子科学与技术,2005018,2005018,2021.0,84.6,正常,179/69,5300.0,6.67,265.0,27.0,,3.43,,3.0
pjxyqxbj478,男,2020级,光电工程学院,电子科学与技术,2005018,2005018,2022.0,81.2,正常,179/70,5300.0,6.72,255.0,27.0,,3.47,,0.0
pjxyqwbj409,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011软,200301226,2020.0,59.7,正常,181/65,3500.0,8.04,170.0,12.8,,4.1,,0.0
pjxyqwbj409,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011软,200301226,2021.0,54.9,正常,180/73,4205.0,8.68,180.0,14.8,,5.01,,0.0
pjxyqwbj409,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011软,200301226,2022.0,53.1,正常,180/76,3639.0,8.6,170.0,14.8,,4.55,,0.0
pjxyqwbj409,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011软,200301226,2023.0,45.5,正常,179.5/75,4066.0,9.64,170.0,14.8,,5.02,,0.0
pjxyqwbk731,男,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2020.0,76.5,正常,175/55,3700.0,6.7,245.0,13.8,,3.57,,5.0
pjxyqwbk731,男,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2021.0,74.7,正常,177/56,3254.0,6.8,255.0,13.8,,4.07,,6.0
pjxyqwbk731,男,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2022.0,68.8,正常,176/59,3265.0,7.39,223.0,1.4,,4.09,,12.0
pjxyqwbk731,男,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2023.0,74.0,正常,177/62,3537.0,7.0,213.0,1.0,,3.19,,12.0
pjxxxxbj917,女,2020级,通信工程学院,通信工程,2001911,2001911,2020.0,77.1,正常,161.5/51,2985.0,9.3,180.0,18.6,4.15,,43.0,
pjxxxxbj917,女,2020级,通信工程学院,通信工程,2001911,2001911,2021.0,82.8,正常,161/50,3520.0,8.5,175.0,20.0,3.52,,30.0,
pjxxxxbj917,女,2020级,通信工程学院,通信工程,2001911,2001911,2022.0,79.25,正常,161/50,3410.0,8.55,181.0,26.0,4.5,,55.0,
pjxxxxbj917,女,2020级,通信工程学院,通信工程,2001911,2001911,2023.0,60.0,免测,,,,,,,,,
pjxuqwbj584,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2020.0,73.8,正常,173.5/55,3913.0,6.9,238.0,9.2,,3.35,,2.0
pjxuqwbj584,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2021.0,71.4,正常,173.5/59,3859.0,6.94,246.0,6.8,,4.0,,3.0
pjxuqwbj584,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2022.0,71.2,正常,174/57,4400.0,7.1,230.0,10.0,,3.53,,
pjxuqwbj584,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2023.0,68.5,正常,174/60,4937.0,7.44,225.0,9.5,,4.27,,3.0
pjxyqxbk330,男,2020级,人工智能学院,人工智能,2020039,2020039,2020.0,69.1,正常,185/77.5,4221.0,8.0,228.0,16.8,,4.09,,0.0
pjxyqxbk330,男,2020级,人工智能学院,人工智能,2020039,2020039,2021.0,55.0,正常,186.50/82,4382.0,8.64,213.0,21.7,,,,
pjxyqxbk330,男,2020级,人工智能学院,人工智能,2020039,2020039,2022.0,65.9,正常,185/77,4324.0,7.98,217.0,22.4,,4.35,,0.0
pjxyqxbk330,男,2020级,人工智能学院,人工智能,2020039,2020039,2023.0,51.6,正常,187/81,4993.0,8.11,,24.0,,,,
pjxyqxbk665,男,2020级,通信工程学院,通信工程,2001016,2001016,2023.0,65.3,正常,176.5/56,4373.0,7.2,205.0,18.7,,4.5,,
pjxyqwbj582,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2020.0,71.0,正常,169.5/47.5,3907.0,7.4,223.0,17.8,,3.59,,8.0
pjxyqwbj582,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2021.0,72.2,正常,171.5/49,3280.0,7.2,232.0,20.8,,4.09,,10.0
pjxyqwbj582,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2022.0,70.1,正常,172.5/52.5,3196.0,7.01,220.0,22.5,,4.2,,13.0
pjxyqwbj582,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2023.0,66.0,正常,173.5/51,3967.0,7.4,225.0,19.4,,4.25,,6.0
pjxyqxbj152,男,2020级,通信工程学院,通信工程,2001014,2001014,2020.0,64.9,正常,173.5/66,3753.0,7.41,204.0,2.0,,3.48,,0.0
pjxyqxbj152,男,2020级,通信工程学院,通信工程,2001014,2001014,2021.0,68.15,正常,174/67,4773.0,7.6,210.0,10.0,,4.2,,0.0
pjxyqxbj152,男,2020级,通信工程学院,通信工程,2001014,2001014,2022.0,69.35,正常,174/68,4753.0,7.4,205.0,12.0,,4.0,,0.0
pjxyqxbj152,男,2020级,通信工程学院,通信工程,2001014,2001014,2023.0,59.95,正常,174.5/80,4762.0,7.6,205.0,8.3,,5.04,,6.0
pjxyqxbj726,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2023.0,57.4,正常,188/78,3721.0,8.9,212.0,14.0,,,,13.0
pjxyqxbj066,男,2020级,物理学院,电波传播与天线,2005061,2005061,2020.0,67.5,正常,180/64,3779.0,8.52,240.0,12.5,,4.0,,1.0
pjxyqxbj066,男,2020级,物理学院,电波传播与天线,2005061,2005061,2021.0,64.6,正常,180.5/66,3368.0,8.0,220.0,11.8,,4.27,,1.0
pjxyqxbj066,男,2020级,物理学院,电波传播与天线,2005061,2005061,2022.0,65.3,正常,182/68,3650.0,7.98,224.0,8.8,,4.14,,2.0
pjxyqxbj066,男,2020级,物理学院,电波传播与天线,2005061,2005061,2023.0,58.5,正常,180/70.7,3589.0,8.84,220.0,13.5,,5.0,,0.0
pjxyqwbj628,女,2020级,网络与信息安全学院,信息安全,2018011,2018011,2020.0,84.1,正常,165/48.5,2600.0,8.9,199.0,22.0,3.23,,37.0,
pjxyqwbj628,女,2020级,网络与信息安全学院,信息安全,2018011,2018011,2021.0,79.9,正常,165/46.5,2900.0,8.9,183.0,22.3,3.35,,41.0,
pjxyqwbj628,女,2020级,网络与信息安全学院,信息安全,2018011,2018011,2022.0,82.4,正常,165/51,3100.0,8.86,186.0,23.7,3.36,,48.0,
pjxyqwbj628,女,2020级,网络与信息安全学院,信息安全,2018011,2018011,2023.0,79.0,正常,164/50,2939.0,8.84,195.0,22.0,4.07,,40.0,
pjxyqxbj646,男,2020级,通信工程学院,通信工程,2001011,2001011,2020.0,73.4,正常,182/63,4105.0,6.8,235.0,19.4,,4.19,,3.0
pjxyqxbj646,男,2020级,通信工程学院,通信工程,2001011,2001011,2021.0,74.6,正常,182/62,4352.0,7.22,229.0,14.3,,3.47,,6.0
