XH(学生学号),XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),XQ(学期),ZKC(总课程),KC(课程),SKSJ(上课时间)
pjwrqxbj890,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022-2023学年第2学期,体育2,羽毛球俱乐部（中级班）,星期二56
pjxyqwbj579,男,2021级,计算机科学与技术学院,软件工程,2103052,2103052,2020-2021学年第2学期,体育2,排球俱乐部（中级班）,星期二78
pjxyqwbj579,男,2021级,计算机科学与技术学院,软件工程,2103052,2103052,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期四78
pjxyqwbj744,女,2020级,网络与信息安全学院,网络工程,2018021,2018021,2020-2021学年第2学期,体育2,乒乓球俱乐部（初级班）,星期四56
pjxyqwbj744,女,2020级,网络与信息安全学院,网络工程,2018021,2018021,2022-2023学年第2学期,体育2,跆拳道俱乐部（初级班）,星期四34
pjxyqwbj385,男,2020级,计算机科学与技术学院,计算机科学与技术,2003018,2003018,2020-2021学年第2学期,体育2,篮球俱乐部（中级班）,星期一78
pjxyqwbj385,男,2020级,计算机科学与技术学院,计算机科学与技术,2003018,2003018,2022-2023学年第2学期,体育2,乒乓球俱乐部（高级班）,星期四78
pjxyqwbk716,女,2020级,人工智能学院,人工智能,2020031,2020031,2020-2021学年第2学期,体育2,网球俱乐部（高级班）,星期三78
pjxyqwbk716,女,2020级,人工智能学院,人工智能,2020031,2020031,2022-2023学年第2学期,体育2,健美操俱乐部,星期四56
pjxsqxbj765,男,2020级,经济与管理学院,电子商务,2006051,2006051,2020-2021学年第2学期,体育2,基本体能俱乐部（混合班）,星期一34
pjxuqwbj624,男,2020级,机电工程学院,自动化,2004032,2004032,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期四34
pjxuqwbj624,男,2020级,机电工程学院,自动化,2004032,2004032,2022-2023学年第2学期,体育2,排球俱乐部（中级班）,星期三34
pjxyqxbk535,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2020-2021学年第2学期,体育2,乒乓球俱乐部（中级班）,星期二78
pjxyqxbk535,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期二56
pjxqqxbj983,女,2020级,人文学院,汉语言文学,2008031,2008031,2020-2021学年第2学期,体育2,瑜伽俱乐部,星期三34
pjxqqxbj983,女,2020级,人文学院,汉语言文学,2008031,2008031,2022-2023学年第2学期,体育2,武术俱乐部（初级剑术）,星期三56
pjxyqwbj069,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2020-2021学年第2学期,体育2,排球俱乐部（高级班）,星期三56
pjxyqwbj069,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2022-2023学年第2学期,体育2,乒乓球俱乐部（中级班）,星期四56
pjxyqxbj947,男,2020级,通信工程学院,信息工程,2001052,2001052,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期一56
pjxyqxbj947,男,2020级,通信工程学院,信息工程,2001052,2001052,2022-2023学年第2学期,体育2,羽毛球俱乐部（初级班）,星期一34
pjxsqxbj815,男,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2020-2021学年第2学期,体育2,网球俱乐部（中级班）,星期一34
pjxsqxbj815,男,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2022-2023学年第2学期,体育2,健身健美俱乐部（初级班）,星期三56
pjxuqwbj916,男,2020级,机电工程学院,工业设计,2004021,2004021,2020-2021学年第2学期,体育2,乒乓球俱乐部（初级班）,星期二34
pjxuqwbj916,男,2020级,机电工程学院,工业设计,2004021,2004021,2022-2023学年第2学期,体育2,武术俱乐部（初级剑术）,星期三34
pjxyqwbj375,男,2020级,人工智能学院,人工智能,2020031,2020031,2020-2021学年第2学期,体育2,武术俱乐部高级套路剑术,星期四56
pjxyqwbj375,男,2020级,人工智能学院,人工智能,2020031,2020031,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期四56
pjxwxxbj983,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2020-2021学年第2学期,体育2,排球俱乐部（中级班）,星期三34
pjxwxxbj983,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2022-2023学年第2学期,体育2,排球俱乐部（中级班）,星期一34
pjxpqxbj976,女,2020级,外国语学院,日语,2009021,2009021,2020-2021学年第2学期,体育2,排球俱乐部（高级班）,星期三56
pjxpqxbj976,女,2020级,外国语学院,日语,2009021,2009021,2022-2023学年第2学期,体育2,武术俱乐部（初级剑术）,星期三56
pjxyqwbk578,男,2020级,人工智能学院,人工智能,2020031,2020031,2020-2021学年第2学期,体育2,羽毛球俱乐部（初级班）,星期三56
pjxyqwbk578,男,2020级,人工智能学院,人工智能,2020031,2020031,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期四56
pjxyqxbk816,男,2020级,通信工程学院,信息工程,2001051,2001051,2020-2021学年第2学期,体育2,武术俱乐部高级套路剑术,星期一78
pjxyqxbk816,男,2020级,通信工程学院,信息工程,2001051,2001051,2022-2023学年第2学期,体育2,跆拳道俱乐部（初级班）,星期一34
pjxyqwbj279,男,2021级,计算机科学与技术学院,软件工程,2103052,2103052,2020-2021学年第2学期,体育2,跆拳道俱乐部（中级班）,星期四78
pjxyqwbj279,男,2021级,计算机科学与技术学院,软件工程,2103052,2103052,2022-2023学年第2学期,体育2,网球俱乐部（中级班）,星期三34
pjxyqwbj279,男,2021级,计算机科学与技术学院,软件工程,2103052,2103052,2023-2024学年第2学期,体育2,健身瑜伽俱乐部（初级班）,星期二34
pjxwxxbj928,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2020-2021学年第2学期,体育2,羽毛球俱乐部（中级班）,星期三34
pjxwxxbj928,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2022-2023学年第2学期,体育2,羽毛球俱乐部（中级班）,星期一34
pjxyqxbj164,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2020-2021学年第2学期,体育2,足球俱乐部（高级班）,星期二78
pjxyqxbj164,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2022-2023学年第2学期,体育2,足球俱乐部（中级班）,星期三78
pjxyqxbj736,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2020-2021学年第2学期,体育2,基本体能俱乐部（混合班）,星期一56
pjxyqxbj736,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2022-2023学年第2学期,体育2,篮球俱乐部（中级班）,星期三78
pjxyqxbj688,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020-2021学年第2学期,体育2,足球俱乐部（初级班）,星期一78
pjxyqxbj688,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期二56
pjxyqxbk281,男,2020级,电子工程学院,电子信息工程,2002014,2002014,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期一78
pjxyqxbj570,女,2020级,微电子学院,微电子科学与工程,2014013,2014013,2020-2021学年第2学期,体育2,健美操俱乐部,星期一56
pjxyqxbj570,女,2020级,微电子学院,微电子科学与工程,2014013,2014013,2022-2023学年第2学期,体育2,武术俱乐部（太极拳道）,星期三78
pjxuzxbj987,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2020-2021学年第2学期,体育2,羽毛球俱乐部（初级班）,星期四34
pjxuzxbj987,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期二78
pjxyqxbj953,男,2020级,通信工程学院,通信工程,2001014,2001014,2020-2021学年第2学期,体育2,跆拳道俱乐部（初级班）,星期一56
pjxyqxbj953,男,2020级,通信工程学院,通信工程,2001014,2001014,2022-2023学年第2学期,体育2,乒乓球俱乐部（初级班）,星期一34
pjxyqxbj340,男,2020级,通信工程学院,通信工程,2001011,2001011,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期一56
pjxyqxbj340,男,2020级,通信工程学院,通信工程,2001011,2001011,2022-2023学年第2学期,体育2,乒乓球俱乐部（初级班）,星期一34
pjwtqxbj971,女,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2020-2021学年第2学期,体育2,瑜伽俱乐部,星期三34
pjwtqxbj971,女,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2023-2024学年第2学期,体育2,基本体能俱乐部（混合班）,星期三78
pjxyqwbj486,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011数,200301202,2020-2021学年第2学期,体育2,跆拳道俱乐部（中级班）,星期四78
pjxyqwbj486,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011数,200301202,2022-2023学年第2学期,体育2,跆拳道俱乐部（中级班）,星期二34
pjxsqxbj765,男,2020级,经济与管理学院,电子商务,2006051,2006051,2022-2023学年第2学期,体育2,乒乓球俱乐部（初级班）,星期三56
pjxyqxbl812,男,2020级,通信工程学院,信息工程,2001051,2001051,2020-2021学年第2学期,体育2,乒乓球俱乐部（中级班）,星期一56
pjxyqxbl812,男,2020级,通信工程学院,信息工程,2001051,2001051,2022-2023学年第2学期,体育2,乒乓球俱乐部（中级班）,星期一34
pjxyqwbk604,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2020-2021学年第2学期,体育2,基本体能俱乐部（混合班）,星期一56
pjxyqwbk604,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期二78
pjxyqxbl900,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2020-2021学年第2学期,体育2,篮球俱乐部（中级班）,星期一56
pjxyqxbl900,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2022-2023学年第2学期,体育2,篮球俱乐部（中级班）,星期二56
pjxuqwbj985,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2020-2021学年第2学期,体育2,乒乓球俱乐部（中级班）,星期二34
pjxuqwbj985,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期三56
pjxyqwbj062,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2020-2021学年第2学期,体育2,足球俱乐部（初级班）,星期三56
pjxyqwbj062,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2022-2023学年第2学期,体育2,健身健美俱乐部（初级班）,星期四78
pjwtqxbj913,女,2020级,生命科学技术学院,生物技术,2015021,2015021,2020-2021学年第2学期,体育2,健美操俱乐部,星期三34
pjwtqxbj913,女,2020级,生命科学技术学院,生物技术,2015021,2015021,2022-2023学年第2学期,体育2,武术俱乐部（太极拳道）,星期三56
pjxyqwbj941,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2020-2021学年第2学期,体育2,羽毛球俱乐部（中级班）,星期四78
pjxyqwbj941,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期二56
pjxuqwbj928,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2020-2021学年第2学期,体育2,篮球俱乐部（中级班）,星期二34
pjxuqwbj928,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2022-2023学年第2学期,体育2,羽毛球俱乐部（中级班）,星期二78
pjxyqwbj468,女,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期四56
pjxyqwbj468,女,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2022-2023学年第2学期,体育2,健身健美俱乐部（初级班）,星期四78
pjxyqwbj515,男,2020级,人工智能学院,人工智能,2020039,2020039,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期三78
pjxyqwbj515,男,2020级,人工智能学院,人工智能,2020039,2020039,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期四56
pjxyqxbk674,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020-2021学年第2学期,体育2,羽毛球俱乐部（初级班）,星期二34
pjxyqxbk674,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022-2023学年第2学期,体育2,乒乓球俱乐部（初级班）,星期二56
pjwtqxbj976,男,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2020-2021学年第2学期,体育2,乒乓球俱乐部（高级班）,星期三34
pjxyqxbj683,男,2021级,物理学院,电子信息科学与技术,2111051,2111051,2023-2024学年第2学期,体育2,基本体能俱乐部（混合班）,星期四56
pjxyqxbk525,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020-2021学年第2学期,体育2,武术俱乐部（中级散打）,星期二78
pjxyqxbk525,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022-2023学年第2学期,体育2,网球俱乐部（中级班）,星期二56
pjxyqxbk160,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020-2021学年第2学期,体育2,羽毛球俱乐部（初级班）,星期四78
pjxyqxbk160,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期二56
pjxyqwbj847,男,2020级,计算机科学与技术学院,软件工程,2003052网,200301203,2020-2021学年第2学期,体育2,羽毛球俱乐部（初级班）,星期四56
pjxyqwbj847,男,2020级,计算机科学与技术学院,软件工程,2003052网,200301203,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期四78
pjxyqxbj092,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2020-2021学年第2学期,体育2,足球俱乐部（初级班）,星期二56
pjxyqxbj092,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期四34
pjxyqxbj784,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2020-2021学年第2学期,体育2,篮球俱乐部（高级班）,星期一56
pjxyqxbj784,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期一78
pjxyqwbk701,男,2021级,计算机科学与技术学院,软件工程,2103053,2103053,2020-2021学年第2学期,体育2,乒乓球俱乐部（中级班）,星期三56
pjxyqwbk701,男,2021级,计算机科学与技术学院,软件工程,2103053,2103053,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期二78
pjxyqxbj403,男,2020级,通信工程学院,信息工程,2001051,2001051,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期一56
pjxyqxbj403,男,2020级,通信工程学院,信息工程,2001051,2001051,2022-2023学年第2学期,体育2,赛艇俱乐部,星期一34
pjxyqxbk121,女,2020级,通信工程学院,通信工程,2001012,2001012,2020-2021学年第2学期,体育2,健美操俱乐部,星期三56
pjxyqxbk121,女,2020级,通信工程学院,通信工程,2001012,2001012,2022-2023学年第2学期,体育2,健美操俱乐部,星期一34
pjxyqxbj317,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2020-2021学年第2学期,体育2,足球俱乐部（中级班）,星期一56
pjxyqxbj317,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2022-2023学年第2学期,体育2,武术俱乐部（初级散打）,星期一78
pjxyqxbk389,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020-2021学年第2学期,体育2,基本体能俱乐部（混合班）,星期二78
pjxyqxbk389,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期二56
pjxyqxbl806,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期一56
pjxyqxbl806,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期三78
pjxyqxbj365,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期一56
pjxyqxbj365,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2022-2023学年第2学期,体育2,羽毛球俱乐部（中级班）,星期一78
pjxyqwbj834,女,2020级,网络与信息安全学院,信息安全,2018011,2018011,2020-2021学年第2学期,体育2,羽毛球俱乐部（中级班）,星期四56
pjwtqxbj976,男,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2022-2023学年第2学期,体育2,乒乓球俱乐部（中级班）,星期三56
pjxuqwbj800,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2020-2021学年第2学期,体育2,健美操俱乐部,星期二34
pjxuqwbj800,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2022-2023学年第2学期,体育2,足球俱乐部（初级班）,星期三56
pjwtqxbj998,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020-2021学年第2学期,体育2,足球俱乐部（初级班）,星期二34
pjwtqxbj998,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022-2023学年第2学期,体育2,羽毛球俱乐部（中级班）,星期二56
pjxsqxbj965,女,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2020-2021学年第2学期,体育2,健美操俱乐部,星期一34
pjxsqxbj965,女,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2022-2023学年第2学期,体育2,健美操俱乐部,星期三56
pjxyqxbk895,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2020-2021学年第2学期,体育2,篮球俱乐部（中级班）,星期一56
pjxyqxbk895,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2021-2022学年第2学期,体育2,重修课程,周六34节
pjxyqxbk895,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期二78
pjxyqwbk650,女,2020级,计算机科学与技术学院,物联网工程,2003041,2003041,2020-2021学年第2学期,体育2,瑜伽俱乐部,星期三56
pjxyqwbk650,女,2020级,计算机科学与技术学院,物联网工程,2003041,2003041,2022-2023学年第2学期,体育2,赛艇俱乐部,星期四78
pjxyqxbj217,男,2020级,通信工程学院,通信工程,2001015,2001015,2020-2021学年第2学期,体育2,羽毛球俱乐部（中级班）,星期二56
pjxyqxbj217,男,2020级,通信工程学院,通信工程,2001015,2001015,2022-2023学年第2学期,体育2,羽毛球俱乐部（中级班）,星期一34
pjxyqxbj544,女,2020级,通信工程学院,通信工程,2001014,2001014,2020-2021学年第2学期,体育2,健美操俱乐部,星期一78
pjxyqxbj544,女,2020级,通信工程学院,通信工程,2001014,2001014,2022-2023学年第2学期,体育2,健美操俱乐部,星期一34
pjxuqwbj538,男,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2020-2021学年第2学期,体育2,乒乓球俱乐部（初级班）,星期四34
pjxuqwbj538,男,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2022-2023学年第2学期,体育2,乒乓球俱乐部（初级班）,星期三56
pjxyqxbl867,女,2020级,通信工程学院,通信工程,2001012,2001012,2020-2021学年第2学期,体育2,健美操俱乐部,星期一56
pjxyqxbl867,女,2020级,通信工程学院,通信工程,2001012,2001012,2022-2023学年第2学期,体育2,健身瑜伽俱乐部（初级班）,星期一34
pjxyqwbj015,男,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2020-2021学年第2学期,体育2,羽毛球俱乐部（初级班）,星期三56
pjxyqxbk742,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2020-2021学年第2学期,体育2,网球俱乐部（中级班）,星期二56
pjxyqxbk742,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022-2023学年第2学期,体育2,足球俱乐部（初级班）,星期二34
pjxyqxbl763,男,2021级,空间科学与技术学院,探测制导与控制技术,2116011,2116011,2020-2021学年第2学期,体育2,篮球俱乐部（中级班）,星期一56
pjxyqxbl763,男,2021级,空间科学与技术学院,探测制导与控制技术,2116011,2116011,2022-2023学年第2学期,体育2,健美操俱乐部,星期二34
pjxyqxbl763,男,2021级,空间科学与技术学院,探测制导与控制技术,2116011,2116011,2023-2024学年第2学期,体育2,乒乓球俱乐部（高级班）,星期三78
pjxyqxbj750,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期一56
pjxyqxbj750,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2022-2023学年第2学期,体育2,健美操俱乐部,星期三78
pjxyqwbj078,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2020-2021学年第2学期,体育2,免修班,星期一34
pjxyqwbj078,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2022-2023学年第2学期,体育2,免修班,周六12节
pjxyqwbj307,女,2020级,计算机科学与技术学院,计算机科学与技术,2003013嵌,200301227,2022-2023学年第2学期,体育2,跆拳道俱乐部（初级班）,星期四78
pjxyqwbj245,女,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2020-2021学年第2学期,体育2,武术俱乐部（中级散打）,星期三56
pjxyqwbj245,女,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2022-2023学年第2学期,体育2,武术俱乐部（太极拳道）,星期四78
pjxyqwbj006,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2020-2021学年第2学期,体育2,武术俱乐部（中级散打）,星期三56
pjxyqwbj006,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2022-2023学年第2学期,体育2,体态训练俱乐部（初级会员）,星期四34
pjxyqwbk787,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014嵌,200301228,2020-2021学年第2学期,体育2,羽毛球俱乐部（初级班）,星期三56
pjxyqwbk787,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014嵌,200301228,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期四78
pjxyqwbj834,女,2020级,网络与信息安全学院,信息安全,2018011,2018011,2022-2023学年第2学期,体育2,健身健美俱乐部（初级班）,星期四34
pjxuqwbj491,女,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2020-2021学年第2学期,体育2,武术俱乐部高级套路剑术,星期四34
pjxuqwbj491,女,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022-2023学年第2学期,体育2,跆拳道俱乐部（初级班）,星期二78
pjwuzxbj995,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2020-2021学年第2学期,体育2,篮球俱乐部（高级班）,星期一78
pjwuzxbj995,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2022-2023学年第2学期,体育2,羽毛球俱乐部（初级班）,星期三78
pjxyqxbk474,男,2020级,通信工程学院,通信工程,2001016,2001016,2020-2021学年第2学期,体育2,羽毛球俱乐部（中级班）,星期二78
pjxyqxbk474,男,2020级,通信工程学院,通信工程,2001016,2001016,2022-2023学年第2学期,体育2,乒乓球俱乐部（初级班）,星期一34
pjxyqwbj139,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2020-2021学年第2学期,体育2,乒乓球俱乐部（高级班）,星期三56
pjxyqwbj139,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2022-2023学年第2学期,体育2,乒乓球俱乐部（高级班）,星期四78
pjxyqxbj084,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2020-2021学年第2学期,体育2,篮球俱乐部（中级班）,星期四78
pjxyqxbj084,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2022-2023学年第2学期,体育2,篮球俱乐部（高级班）,星期四34
pjxyqwbj991,男,2020级,人工智能学院,人工智能,2020031,2020031,2020-2021学年第2学期,体育2,乒乓球俱乐部（初级班）,星期四56
pjxyqwbj991,男,2020级,人工智能学院,人工智能,2020031,2020031,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期四56
pjxyqwbj944,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2020-2021学年第2学期,体育2,健身健美俱乐部（初级班）,星期四56
pjxyqwbj944,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2022-2023学年第2学期,体育2,体态训练俱乐部（初级会员）,星期二56
pjxyqxbk965,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期二56
pjxyqxbk965,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2022-2023学年第2学期,体育2,足球俱乐部（初级班）,星期三78
pjxyqwbj659,男,2020级,计算机科学与技术学院,数字媒体技术,2003061,2003061,2020-2021学年第2学期,体育2,足球俱乐部（初级班）,星期四56
pjxyqwbj659,男,2020级,计算机科学与技术学院,数字媒体技术,2003061,2003061,2022-2023学年第2学期,体育2,足球俱乐部（中级班）,星期四78
pjxyqxbk331,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2020-2021学年第2学期,体育2,基本体能俱乐部（混合班）,星期四78
pjxyqxbk331,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2022-2023学年第2学期,体育2,乒乓球俱乐部（中级班）,星期二78
pjxyqwbj884,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2020-2021学年第2学期,体育2,基本体能俱乐部（混合班）,星期四56
pjxuqwbj757,男,2020级,计算机科学与技术学院,软件工程,2003052网,200301203,2020-2021学年第2学期,体育2,基本体能俱乐部（混合班）,星期一78
pjxuqwbj757,男,2020级,计算机科学与技术学院,软件工程,2003052网,200301203,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期三56
pjxyqwbk583,男,2021级,人工智能学院,智能科学与技术,2120012,2120012,2020-2021学年第2学期,体育2,排球俱乐部（中级班）,星期三56
pjxyqwbk583,男,2021级,人工智能学院,智能科学与技术,2120012,2120012,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期四56
pjxyqxbj075,男,2020级,通信工程学院,通信工程,2001017,2001017,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期四78
pjxyqxbj075,男,2020级,通信工程学院,通信工程,2001017,2001017,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期一34
pjxuqwbj804,男,2020级,机电工程学院,机器人工程,2004071,2004071,2020-2021学年第2学期,体育2,篮球俱乐部（高级班）,星期一34
pjxuqwbj804,男,2020级,机电工程学院,机器人工程,2004071,2004071,2022-2023学年第2学期,体育2,羽毛球俱乐部（中级班）,星期三34
pjwrqxbj913,男,2020级,先进材料与纳米科技学院,应用化学,2017021,2017021,2020-2021学年第2学期,体育2,网球俱乐部（初级班）,星期五34
pjwrqxbj913,男,2020级,先进材料与纳米科技学院,应用化学,2017021,2017021,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期四34
pjxyqwbj993,男,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2020-2021学年第2学期,体育2,健身健美俱乐部（初级班）,星期四56
pjxyqwbj993,男,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期四78
pjxuzvbj996,男,2020级,机电工程学院,自动化,2004031,2004031,2020-2021学年第2学期,体育2,足球俱乐部（初级班）,星期二34
pjxuzvbj996,男,2020级,机电工程学院,自动化,2004031,2004031,2022-2023学年第2学期,体育2,足球俱乐部（初级班）,星期三34
pjxyqxbj575,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2020-2021学年第2学期,体育2,羽毛球俱乐部（中级班）,星期一56
pjxyqxbj575,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2022-2023学年第2学期,体育2,羽毛球俱乐部（中级班）,星期一78
pjxyqxbk953,男,2020级,电子工程学院,电子信息工程,2002013,2002013,2020-2021学年第2学期,体育2,网球俱乐部（初级班）,星期二78
pjxyqxbk953,男,2020级,电子工程学院,电子信息工程,2002013,2002013,2022-2023学年第2学期,体育2,网球俱乐部（中级班）,星期一78
pjxyqxbj728,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2020-2021学年第2学期,体育2,羽毛球俱乐部（中级班）,星期一56
