学号_统一,生活_门禁刷卡总次数,生活_晚归异常次数,生活_网络使用累计时长,生活_单次网络平均使用时长
pjxyqwbj360,0.0,0.0,1180.76,168.68
pjxyqwbj361,0.0,0.0,2323.37,331.90999999999997
pjxyqwbj362,2.0,0.0,950.35,135.7642857142857
pjxyqwbj366,0.0,0.0,2428.27,346.8957142857143
pjxyqwbj367,10.0,0.0,2086.44,298.0628571428571
pjxyqwbj368,0.0,0.0,2918.14,416.8771428571428
pjxyqwbj369,0.0,0.0,1767.5900000000001,252.51285714285717
pjxyqwbj375,0.0,0.0,2235.97,319.4242857142857
pjxyqwbj379,0.0,0.0,9412.24,1344.6057142857142
pjxyqwbj380,0.0,0.0,2810.79,401.5414285714286
pjxyqwbj384,0.0,0.0,643.83,91.97571428571429
pjxyqwbj385,0.0,0.0,3469.7,495.6714285714285
pjxyqwbj388,0.0,0.0,1698.21,242.60142857142858
pjxyqwbj391,1.0,0.0,1888.9299999999998,269.84714285714284
pjxyqwbj393,2.0,0.0,2929.54,418.5057142857143
pjxyqwbj394,0.0,0.0,2557.72,365.3885714285714
pjxyqwbj395,0.0,0.0,1851.33,264.4757142857143
pjxyqwbj396,0.0,0.0,1865.13,266.44714285714286
pjxyqwbj397,0.0,0.0,2050.69,292.9557142857143
pjxyqwbj398,0.0,0.0,2172.66,310.38
pjxyqwbj400,1.0,0.0,5133.68,733.3828571428572
pjxyqwbj401,0.0,0.0,5195.72,742.2457142857144
pjxyqwbj402,0.0,0.0,1710.65,244.37857142857143
pjxyqwbj403,4.0,0.0,1985.4499999999998,283.63571428571424
pjxyqwbj407,0.0,0.0,2194.35,313.4785714285714
pjxyqwbj408,0.0,0.0,2357.01,336.71571428571434
pjxyqwbj409,0.0,0.0,2269.15,324.1642857142857
pjxyqwbj410,0.0,0.0,3877.7799999999997,553.9685714285714
pjxyqwbj412,0.0,0.0,3638.3,519.7571428571429
pjxyqwbj417,2.0,0.0,2754.75,344.34375
pjxyqwbj418,0.0,0.0,7980.04,1140.0057142857142
pjxyqwbj421,0.0,0.0,2384.9100000000003,340.7014285714286
pjxyqwbj422,0.0,0.0,5516.1,788.0142857142857
pjxyqwbj425,2.0,0.0,2145.44,306.49142857142857
pjxyqwbj428,0.0,0.0,2139.55,305.65000000000003
pjxyqwbj430,4.0,0.0,1019.17,145.59571428571428
pjxyqwbj431,0.0,0.0,4135.56,590.7942857142858
pjxyqwbj433,0.0,0.0,6609.45,944.2071428571428
pjxyqwbj435,2.0,0.0,1775.83,253.69
pjxyqwbj437,1.0,0.0,2061.69,294.52714285714285
pjxyqwbj441,3.0,0.0,1887.68,269.66857142857145
pjxyqwbj444,0.0,0.0,186.76999999999998,26.68142857142857
pjxyqwbj445,4.0,0.0,2228.96,318.42285714285714
pjxyqwbj452,26.0,0.0,215.34,30.762857142857143
pjxyqwbj453,0.0,0.0,2473.06,353.2942857142857
pjxyqwbj454,0.0,0.0,3542.92,506.13142857142856
pjxyqwbj455,0.0,0.0,1774.6999999999998,253.5285714285714
pjxyqwbj456,0.0,0.0,1121.18,186.86333333333334
pjxyqwbj459,0.0,0.0,1306.02,261.204
pjxyqwbj461,0.0,0.0,757.54,108.22
pjxyqwbj463,0.0,0.0,4173.85,596.2642857142857
pjxyqwbj464,0.0,0.0,257.64,36.80571428571428
pjxyqwbj468,5.0,0.0,2103.61,262.95125
pjxyqwbj469,0.0,0.0,2387.0699999999997,341.00999999999993
pjxyqwbj472,1.0,0.0,3574.0,510.57142857142856
pjxyqwbj476,0.0,0.0,2435.41,347.9157142857143
pjxyqwbj478,2.0,0.0,9775.78,1221.9725
pjxyqwbj479,0.0,0.0,3426.74,489.53428571428566
pjxyqwbj485,0.0,0.0,2516.57,359.51000000000005
pjxyqwbj486,3.0,0.0,2180.83,311.54714285714283
pjxyqwbj487,0.0,0.0,1511.05,215.8642857142857
pjxyqwbj488,0.0,0.0,1873.19,267.59857142857146
pjxyqwbj492,0.0,0.0,1386.59,198.0842857142857
pjxyqwbj497,0.0,0.0,1727.4299999999998,246.77571428571426
pjxyqwbj500,0.0,0.0,1082.38,154.6257142857143
pjxyqwbj506,5.0,1.0,3958.37,565.4814285714285
pjxyqwbj508,0.0,0.0,4144.42,518.0525
pjxyqwbj509,0.0,0.0,1245.0,249.0
pjxyqwbj515,6.0,0.0,4541.56,648.7942857142858
pjxyqwbj518,0.0,0.0,3477.1800000000003,496.74000000000007
pjxyqwbj522,1.0,0.0,680.78,97.25428571428571
pjxyqwbj523,0.0,0.0,1509.05,215.57857142857142
pjxyqwbj524,0.0,0.0,9363.08,1337.5828571428572
pjxyqwbj525,41.0,0.0,6752.26,844.0325
pjxyqwbj527,3.0,0.0,10075.04,1439.2914285714287
pjxyqwbj530,0.0,0.0,5247.98,655.9975
pjxyqwbj531,0.0,0.0,1100.8700000000001,157.2671428571429
pjxyqwbj532,0.0,0.0,6649.66,949.9514285714286
pjxyqwbj534,0.0,0.0,1603.9299999999998,229.13285714285712
pjxyqwbj535,0.0,0.0,1896.69,316.115
pjxyqwbj538,0.0,0.0,3014.0099999999998,430.5728571428571
pjxyqwbj540,0.0,0.0,959.05,137.00714285714284
pjxyqwbj542,0.0,0.0,980.59,140.08428571428573
pjxyqwbj548,0.0,0.0,2459.24,351.32
pjxyqwbj552,0.0,0.0,2183.66,311.95142857142855
pjxyqwbj554,0.0,0.0,3475.3,496.4714285714286
pjxyqwbj555,0.0,0.0,3626.14,518.02
pjxyqwbj557,2.0,0.0,3185.4,455.0571428571429
pjxyqwbj560,1.0,0.0,3104.27,443.46714285714285
pjxyqwbj563,0.0,0.0,3070.59,438.6557142857143
pjxyqwbj564,0.0,0.0,1183.38,169.05428571428573
pjxyqwbj566,0.0,0.0,12314.35,1759.1928571428573
pjxyqwbj569,0.0,0.0,7850.710000000001,1121.5300000000002
pjxyqwbj570,3.0,0.0,2463.87,351.9814285714286
pjxyqwbj574,0.0,0.0,4169.49,595.6414285714285
pjxyqwbj577,0.0,0.0,3643.24,520.4628571428572
pjxyqwbj579,0.0,0.0,5452.07,778.8671428571428
pjxyqwbj582,13.0,0.0,4170.1900000000005,595.7414285714286
pjxyqwbj584,1.0,0.0,3224.74,460.6771428571428
pjxyqwbj585,0.0,0.0,3476.72,496.6742857142857
pjxyqwbj588,10.0,0.0,4479.48,639.9257142857142
pjxyqwbj589,0.0,0.0,4047.2200000000003,578.1742857142857
pjxyqwbj590,2.0,0.0,8052.72,1150.3885714285714
pjxyqwbj591,0.0,0.0,2739.14,391.30571428571426
pjxyqwbj592,1.0,0.0,4408.84,629.8342857142858
pjxyqwbj594,0.0,0.0,2027.88,289.69714285714286
pjxyqwbj598,0.0,0.0,1611.78,230.25428571428571
pjxyqwbj602,0.0,0.0,3739.45,534.2071428571428
pjxyqwbj604,0.0,0.0,2627.03,375.29
pjxyqwbj605,0.0,0.0,2379.15,339.87857142857143
pjxyqwbj608,0.0,0.0,1558.57,222.65285714285713
pjxyqwbj611,0.0,0.0,2391.62,341.65999999999997
pjxyqwbj613,0.0,0.0,4235.86,605.1228571428571
pjxyqwbj615,0.0,0.0,11800.52,1685.7885714285715
pjxyqwbj616,0.0,0.0,3591.11,448.88875
pjxyqwbj617,0.0,0.0,1848.07,264.01
pjxyqwbj621,29.0,0.0,6777.99,968.2842857142857
pjxyqwbj622,10.0,0.0,2017.02,288.1457142857143
pjxyqwbj624,0.0,0.0,1552.38,221.76857142857145
pjxyqwbj625,1.0,0.0,2094.95,299.2785714285714
pjxyqwbj627,0.0,0.0,1813.63,259.09000000000003
pjxyqwbj628,10.0,0.0,2420.43,345.7757142857143
pjxyqwbj630,0.0,0.0,2199.88,314.2685714285714
pjxyqwbj631,0.0,0.0,5166.51,738.0728571428572
pjxyqwbj632,0.0,0.0,1718.45,245.49285714285716
pjxyqwbj634,0.0,0.0,2102.7,300.38571428571424
pjxyqwbj636,0.0,0.0,1304.88,186.4114285714286
pjxyqwbj640,44.0,18.0,3088.83,343.2033333333333
pjxyqwbj642,75.0,0.0,2276.43,325.2042857142857
pjxyqwbj646,0.0,0.0,2508.16,358.3085714285714
pjxyqwbj648,0.0,0.0,1094.1399999999999,156.30571428571426
pjxyqwbj651,0.0,0.0,1519.47,217.06714285714287
pjxyqwbj656,0.0,0.0,10300.85,1471.55
pjxyqwbj658,0.0,0.0,4635.1900000000005,662.1700000000001
pjxyqwbj659,0.0,0.0,2443.07,349.01000000000005
pjxyqwbj660,0.0,0.0,5199.85,742.8357142857143
pjxyqwbj662,1.0,0.0,6018.86,859.8371428571428
pjxyqwbj663,66.0,0.0,2498.14,356.8771428571428
pjxyqwbj664,0.0,0.0,3929.6,561.3714285714285
pjxyqwbj665,0.0,0.0,2049.9,292.84285714285716
pjxyqwbj669,1.0,0.0,7235.65,1033.6642857142856
pjxyqwbj671,0.0,0.0,2390.35,341.4785714285714
pjxyqwbj673,0.0,0.0,4001.8,571.6857142857143
pjxyqwbj674,0.0,0.0,3710.78,530.1114285714286
pjxyqwbj677,0.0,0.0,6971.24,995.8914285714285
pjxyqwbj678,1.0,0.0,1803.14,300.52333333333337
pjxyqwbj685,0.0,0.0,1205.45,401.81666666666666
pjxyqwbj687,0.0,0.0,1189.96,169.99428571428572
pjxyqwbj688,1.0,0.0,712.7,101.81428571428572
pjxyqwbj691,0.0,0.0,7484.4,935.55
pjxyqwbj692,0.0,0.0,2031.35,290.1928571428571
pjxyqwbj695,3.0,0.0,1451.67,207.3814285714286
pjxyqwbj697,1.0,0.0,543.35,77.62142857142858
pjxyqwbj698,2.0,0.0,3232.98,461.8542857142857
pjxyqwbj699,1.0,0.0,2207.36,315.33714285714285
pjxyqwbj701,2.0,0.0,2163.2799999999997,309.03999999999996
pjxyqwbj706,0.0,0.0,2473.55,353.36428571428576
pjxyqwbj709,0.0,0.0,7914.04,1130.577142857143
pjxyqwbj710,0.0,0.0,7701.89,1100.27
pjxyqwbj713,0.0,0.0,2403.83,343.4042857142857
pjxyqwbj718,0.0,0.0,4212.8099999999995,601.8299999999999
pjxyqwbj726,0.0,0.0,5742.04,820.2914285714286
pjxyqwbj727,0.0,0.0,12087.599999999999,1726.7999999999997
pjxyqwbj728,0.0,0.0,1181.77,196.96166666666667
pjxyqwbj732,0.0,0.0,4963.46,827.2433333333333
pjxyqwbj733,0.0,0.0,9400.31,1342.9014285714286
pjxyqwbj734,0.0,0.0,966.21,138.03
pjxyqwbj737,0.0,0.0,1189.51,169.93
pjxyqwbj739,0.0,0.0,1658.8600000000001,236.98000000000002
pjxyqwbj741,5.0,0.0,3916.85,559.55
pjxyqwbj742,0.0,0.0,2712.48,387.4971428571429
pjxyqwbj744,0.0,0.0,3150.66,450.0942857142857
pjxyqwbj748,0.0,0.0,1233.75,176.25
pjxyqwbj754,0.0,0.0,2017.24,288.1771428571429
pjxyqwbj755,0.0,0.0,5453.34,779.0485714285714
pjxyqwbj758,0.0,0.0,2565.81,366.5442857142857
pjxyqwbj760,0.0,0.0,1801.65,257.37857142857143
pjxyqwbj763,0.0,0.0,1358.8,194.1142857142857
pjxyqwbj764,0.0,0.0,380.32000000000005,54.33142857142858
pjxyqwbj769,0.0,0.0,4320.47,617.21
pjxyqwbj772,0.0,0.0,3439.26,491.3228571428572
pjxyqwbj773,39.0,6.0,3318.06,474.00857142857143
pjxyqwbj775,0.0,0.0,9115.16,1302.1657142857143
pjxyqwbj776,0.0,0.0,722.27,103.18142857142857
pjxyqwbj777,0.0,0.0,1005.02,167.50333333333333
pjxyqwbj780,0.0,0.0,1827.9099999999999,261.13
pjxyqwbj782,0.0,0.0,2351.92,335.98857142857145
pjxyqwbj785,0.0,0.0,2617.22,373.8885714285714
pjxyqwbj787,0.0,0.0,5562.639999999999,794.6628571428571
pjxyqwbj788,0.0,0.0,907.16,129.59428571428572
pjxyqwbj789,0.0,0.0,3962.26,566.0371428571428
pjxyqwbj790,0.0,0.0,3033.62,433.3742857142857
pjxyqwbj791,22.0,2.0,801.68,114.52571428571427
pjxyqwbj793,0.0,0.0,657.3199999999999,93.90285714285713
pjxyqwbj796,0.0,0.0,1253.33,179.04714285714286
pjxyqwbj797,0.0,0.0,5163.11,737.5871428571428
pjxyqwbj799,0.0,0.0,2148.3,306.90000000000003
pjxyqwbj802,0.0,0.0,3142.57,448.93857142857144
pjxyqwbj803,0.0,0.0,286.01,40.85857142857143
pjxyqwbj807,0.0,0.0,3544.01,506.2871428571429
pjxyqwbj808,4.0,0.0,5438.93,679.86625
pjxyqwbj809,19.0,0.0,8821.09,1102.63625
pjxyqwbj811,0.0,0.0,5857.67,836.8100000000001
pjxyqwbj820,0.0,0.0,20905.02,2613.1275
pjxyqwbj821,0.0,0.0,4991.76,713.1085714285715
pjxyqwbj822,0.0,0.0,1306.79,186.68428571428572
pjxyqwbj825,1.0,1.0,586.07,117.21400000000001
pjxyqwbj828,0.0,0.0,4623.6,513.7333333333333
pjxyqwbj830,0.0,0.0,239.23000000000002,34.175714285714285
pjxyqwbj833,0.0,0.0,2812.25,468.7083333333333
pjxyqwbj834,2.0,0.0,1499.6,214.22857142857143
pjxyqwbj836,0.0,0.0,13515.75,1930.8214285714287
pjxyqwbj837,0.0,0.0,2254.35,322.05
pjxyqwbj838,0.0,0.0,7606.6900000000005,1086.67
pjxyqwbj839,0.0,0.0,5374.37,767.7671428571429
pjxyqwbj841,7.0,1.0,5808.69,968.1149999999999
pjxyqwbj842,0.0,0.0,7555.24,1259.2066666666667
pjxyqwbj844,2.0,0.0,2808.3999999999996,401.19999999999993
pjxyqwbj847,0.0,0.0,2360.39,337.1985714285714
pjxyqwbj849,0.0,0.0,1077.95,153.99285714285716
pjxyqwbj850,0.0,0.0,2269.23,324.17571428571426
pjxyqwbj852,0.0,0.0,9445.949999999999,1349.4214285714284
pjxyqwbj853,0.0,0.0,0.05,0.05
pjxyqwbj856,0.0,0.0,7290.6,1041.5142857142857
pjxyqwbj857,0.0,0.0,1559.15,194.89375
pjxyqwbj859,0.0,0.0,3147.55,449.65000000000003
pjxyqwbj864,1.0,0.0,3737.81,533.9728571428572
pjxyqwbj865,0.0,0.0,5249.22,749.8885714285715
pjxyqwbj867,0.0,0.0,4320.11,617.1585714285713
pjxyqwbj868,0.0,0.0,760.47,253.49
pjxyqwbj869,0.0,0.0,1963.8600000000001,654.62
pjxyqwbj870,0.0,0.0,1919.29,383.858
pjxyqwbj871,2.0,0.0,1033.22,206.644
pjxyqwbj872,0.0,0.0,1488.4099999999999,212.62999999999997
pjxyqwbj873,0.0,0.0,4673.77,667.6814285714287
pjxyqwbj876,0.0,0.0,2770.1800000000003,395.74000000000007
pjxyqwbj877,173.0,0.0,2300.66,328.6657142857143
pjxyqwbj883,0.0,0.0,5181.21,740.1728571428572
pjxyqwbj884,0.0,0.0,4666.91,777.8183333333333
pjxyqwbj885,3.0,0.0,4325.4400000000005,617.9200000000001
pjxyqwbj886,0.0,0.0,3294.71,470.67285714285714
pjxyqwbj888,0.0,0.0,2821.8900000000003,403.1271428571429
pjxyqwbj889,0.0,0.0,2207.9700000000003,315.42428571428576
pjxyqwbj890,0.0,0.0,1591.28,227.32571428571427
pjxyqwbj895,0.0,0.0,1702.14,243.16285714285715
pjxyqwbj896,1.0,0.0,3779.46,539.9228571428572
pjxyqwbj897,1.0,0.0,1372.12,196.01714285714283
pjxyqwbj902,0.0,0.0,2013.51,287.64428571428573
pjxyqwbj903,0.0,0.0,5605.15,800.7357142857143
pjxyqwbj904,0.0,0.0,1750.32,250.04571428571427
pjxyqwbj905,0.0,0.0,2906.9,415.2714285714286
pjxyqwbj907,0.0,0.0,1141.07,163.01
pjxyqwbj910,3.0,0.0,2520.3199999999997,315.03999999999996
pjxyqwbj912,3.0,0.0,1405.56,200.7942857142857
pjxyqwbj913,0.0,0.0,2880.57,411.51000000000005
pjxyqwbj914,0.0,0.0,6040.32,862.9028571428571
pjxyqwbj917,0.0,0.0,1218.49,174.07
pjxyqwbj922,0.0,0.0,7157.15,894.64375
pjxyqwbj923,0.0,0.0,4731.85,675.9785714285715
pjxyqwbj924,0.0,0.0,3728.01,532.5728571428572
pjxyqwbj925,0.0,0.0,5676.75,709.59375
pjxyqwbj926,0.0,0.0,1657.22,236.74571428571429
pjxyqwbj927,0.0,0.0,2383.15,340.45
pjxyqwbj928,2.0,0.0,5449.98,778.5685714285713
pjxyqwbj929,0.0,0.0,459.93,65.70428571428572
pjxyqwbj930,0.0,0.0,2083.56,260.445
pjxyqwbj932,0.0,0.0,3703.9300000000003,529.1328571428572
pjxyqwbj933,0.0,0.0,2139.66,305.6657142857143
pjxyqwbj935,0.0,0.0,1493.15,213.30714285714288
pjxyqwbj936,0.0,0.0,1703.02,243.28857142857143
pjxyqwbj937,0.0,0.0,5121.62,731.66
pjxyqwbj939,0.0,0.0,377.25,53.892857142857146
pjxyqwbj940,1.0,0.0,1586.51,198.31375
pjxyqwbj941,0.0,0.0,4734.22,676.3171428571429
pjxyqwbj944,0.0,0.0,1350.32,192.90285714285713
pjxyqwbj945,0.0,0.0,1834.49,262.07
pjxyqwbj946,0.0,0.0,2230.12,318.5885714285714
pjxyqwbj947,2.0,0.0,2872.3199999999997,410.33142857142855
pjxyqwbj949,0.0,0.0,4229.38,604.1971428571429
pjxyqwbj950,0.0,0.0,6745.780000000001,963.6828571428572
pjxyqwbj955,0.0,0.0,2889.3,412.75714285714287
pjxyqwbj958,0.0,0.0,4516.23,645.1757142857142
pjxyqwbj961,0.0,0.0,3857.66,551.0942857142857
pjxyqwbj965,0.0,0.0,7203.9,900.4875
pjxyqwbj966,0.0,0.0,2619.15,374.1642857142857
pjxyqwbj967,0.0,0.0,2988.5,426.92857142857144
pjxyqwbj971,0.0,0.0,7025.18,1003.5971428571429
pjxyqwbj977,0.0,0.0,4530.24,647.1771428571428
pjxyqwbj979,0.0,0.0,1542.32,220.33142857142857
pjxyqwbj985,0.0,0.0,1083.49,135.43625
pjxyqwbj986,3.0,0.0,12837.68,1604.71
pjxyqwbj988,0.0,0.0,2055.7400000000002,293.6771428571429
pjxyqwbj989,2.0,0.0,1639.42,234.20285714285714
pjxyqwbj991,6.0,0.0,4077.1,582.4428571428572
pjxyqwbj993,0.0,0.0,1219.83,174.26142857142855
pjxyqwbj998,1.0,0.0,1125.1399999999999,160.7342857142857
pjxyqwbk504,0.0,0.0,1073.79,357.93
pjxyqwbk505,0.0,0.0,1878.77,234.84625
pjxyqwbk509,0.0,0.0,799.54,159.908
pjxyqwbk510,0.0,0.0,1296.2199999999998,432.07333333333327
pjxyqwbk511,0.0,0.0,713.95,178.4875
pjxyqwbk513,0.0,0.0,1341.2,335.3
pjxyqwbk514,0.0,0.0,2798.39,466.3983333333333
pjxyqwbk519,0.0,0.0,1683.4,240.4857142857143
pjxyqwbk520,0.0,0.0,1963.43,327.23833333333334
pjxyqwbk521,0.0,0.0,279.29,139.645
pjxyqwbk523,9.0,0.0,805.0699999999999,268.3566666666666
pjxyqwbk527,0.0,0.0,5394.61,770.6585714285713
pjxyqwbk529,11.0,1.0,1081.99,180.33166666666668
pjxyqwbk531,0.0,0.0,2577.3,368.1857142857143
pjxyqwbk534,2.0,0.0,4040.06,577.1514285714286
pjxyqwbk536,0.0,0.0,729.28,104.18285714285715
pjxyqwbk537,6.0,2.0,2059.15,411.83000000000004
pjxyqwbk538,1.0,0.0,115.97,16.56714285714286
pjxyqwbk540,0.0,0.0,421.0,84.2
pjxyqwbk541,0.0,0.0,4199.46,599.9228571428572
pjxyqwbk542,0.0,0.0,5733.389999999999,819.0557142857142
pjxyqwbk543,0.0,0.0,2775.12,396.44571428571425
pjxyqwbk544,8.0,0.0,2400.08,342.86857142857144
pjxyqwbk547,0.0,0.0,2060.37,294.3385714285714
pjxyqwbk548,0.0,0.0,1966.85,280.9785714285714
pjxyqwbk549,0.0,0.0,1811.71,258.8157142857143
pjxyqwbk551,14.0,0.0,1779.9099999999999,254.27285714285713
pjxyqwbk559,9.0,0.0,4321.6,617.3714285714286
pjxyqwbk562,0.0,0.0,807.6800000000001,115.38285714285715
pjxyqwbk572,8.0,0.0,2152.05,307.4357142857143
pjxyqwbk575,0.0,0.0,2526.71,360.9585714285714
pjxyqwbk577,0.0,0.0,2336.12,333.7314285714286
pjxyqwbk578,1.0,0.0,1943.8600000000001,277.69428571428574
pjxyqwbk581,0.0,0.0,5885.44,840.7771428571428
pjxyqwbk583,121.0,0.0,7967.42,1138.202857142857
pjxyqwbk584,0.0,0.0,1970.44,281.49142857142857
pjxyqwbk585,0.0,0.0,3185.7,455.09999999999997
pjxyqwbk592,14.0,0.0,1180.19,168.59857142857143
pjxyqwbk594,0.0,0.0,7620.73,952.59125
pjxyqwbk595,0.0,0.0,2012.77,287.5385714285714
pjxyqwbk601,1.0,0.0,2813.67,401.95285714285717
pjxyqwbk603,0.0,0.0,2167.32,309.6171428571429
pjxyqwbk604,0.0,0.0,899.1400000000001,128.44857142857146
pjxyqwbk605,0.0,0.0,4974.3099999999995,710.6157142857143
pjxyqwbk607,0.0,0.0,1546.69,220.9557142857143
pjxyqwbk608,1.0,0.0,1537.71,219.67285714285714
pjxyqwbk615,0.0,0.0,2527.9,361.12857142857143
pjxyqwbk617,0.0,0.0,1477.4,211.05714285714288
pjxyqwbk618,26.0,2.0,2401.86,343.1228571428572
pjxyqwbk620,4.0,0.0,653.76,93.39428571428572
pjxyqwbk621,0.0,0.0,4842.92,691.8457142857143
pjxyqwbk622,0.0,0.0,7328.41,1046.9157142857143
pjxyqwbk623,0.0,0.0,2214.75,316.39285714285717
pjxyqwbk624,4.0,0.0,2306.0699999999997,329.4385714285714
pjxyqwbk631,43.0,1.0,3037.35,433.90714285714284
pjxyqwbk632,5.0,0.0,2567.79,366.82714285714286
pjxyqwbk636,0.0,0.0,1802.43,257.49
pjxyqwbk638,0.0,0.0,3043.0299999999997,434.7185714285714
pjxyqwbk642,0.0,0.0,6340.64,905.8057142857143
pjxyqwbk644,0.0,0.0,1797.62,256.80285714285714
pjxyqwbk646,0.0,0.0,2985.88,426.55428571428575
pjxyqwbk647,1.0,0.0,6718.71,959.8157142857143
pjxyqwbk650,8.0,0.0,2680.34,335.0425
pjxyqwbk652,1.0,0.0,3632.98,518.9971428571429
pjxyqwbk653,0.0,0.0,2750.93,392.98999999999995
pjxyqwbk656,0.0,0.0,2336.43,333.7757142857143
pjxyqwbk661,0.0,0.0,5598.42,699.8025
pjxyqwbk662,0.0,0.0,3655.08,522.1542857142857
pjxyqwbk664,0.0,0.0,2536.68,362.3828571428571
pjxyqwbk665,0.0,0.0,3326.54,475.21999999999997
pjxyqwbk666,1.0,0.0,2663.04,380.4342857142857
pjxyqwbk668,0.0,0.0,1740.72,248.67428571428573
pjxyqwbk671,0.0,0.0,2560.61,365.8014285714286
pjxyqwbk673,7.0,0.0,3048.37,435.4814285714286
pjxyqwbk675,1.0,0.0,1878.73,268.39
pjxyqwbk678,0.0,0.0,4077.42,582.4885714285714
pjxyqwbk679,1.0,0.0,1225.72,175.10285714285715
pjxyqwbk686,0.0,0.0,1620.67,231.52428571428572
pjxyqwbk694,2.0,0.0,3733.32,533.3314285714285
pjxyqwbk697,2.0,0.0,1701.98,243.14000000000001
pjxyqwbk698,0.0,0.0,1774.34,253.47714285714284
pjxyqwbk700,0.0,0.0,1370.6100000000001,195.8014285714286
pjxyqwbk701,0.0,0.0,3898.88,556.9828571428571
pjxyqwbk706,0.0,0.0,3474.99,496.4271428571428
pjxyqwbk708,0.0,0.0,2438.17,348.31
pjxyqwbk710,1.0,0.0,2306.23,329.4614285714286
pjxyqwbk713,0.0,0.0,3684.62,526.3742857142857
pjxyqwbk716,0.0,0.0,6933.8,990.5428571428572
pjxyqwbk717,0.0,0.0,5973.01,746.62625
pjxyqwbk720,4.0,2.0,2282.52,285.315
pjxyqwbk721,0.0,0.0,7293.3099999999995,1041.9014285714286
pjxyqwbk724,3.0,0.0,3393.61,484.8014285714286
pjxyqwbk727,1.0,0.0,2755.05,393.5785714285715
pjxyqwbk728,0.0,0.0,2925.8,417.9714285714286
pjxyqwbk729,0.0,0.0,344.3,68.86
pjxyqwbk731,7.0,3.0,3426.09,489.4414285714286
pjxyqwbk734,0.0,0.0,2293.42,327.63142857142856
pjxyqwbk735,1.0,0.0,1013.03,144.71857142857144
pjxyqwbk736,15.0,0.0,2577.29,368.1842857142857
pjxyqwbk740,0.0,0.0,2557.58,365.36857142857144
pjxyqwbk741,2.0,0.0,5862.15,732.76875
pjxyqwbk745,0.0,0.0,6948.2300000000005,992.6042857142858
pjxyqwbk746,0.0,0.0,5304.12,757.7314285714285
pjxyqwbk747,93.0,0.0,2693.06,384.72285714285715
pjxyqwbk749,0.0,0.0,509.83000000000004,72.83285714285715
pjxyqwbk754,0.0,0.0,5294.86,661.8575
pjxyqwbk755,1.0,0.0,2600.3,371.4714285714286
pjxyqwbk756,0.0,0.0,3569.15,509.87857142857143
pjxyqwbk760,2.0,0.0,2990.13,427.1614285714286
pjxyqwbk761,0.0,0.0,1853.69,264.8128571428571
pjxyqwbk762,0.0,0.0,2968.67,424.0957142857143
pjxyqwbk764,0.0,0.0,2342.08,334.5828571428571
pjxyqwbk767,0.0,0.0,6667.849999999999,833.4812499999999
pjxyqwbk769,1.0,0.0,2062.58,294.6542857142857
pjxyqwbk770,1.0,0.0,3199.09,457.0128571428572
pjxyqwbk772,0.0,0.0,2755.14,393.59142857142854
pjxyqwbk775,12.0,0.0,8264.67,1180.6671428571428
pjxyqwbk777,0.0,0.0,2060.88,343.48
pjxyqwbk779,0.0,0.0,8404.37,1200.6242857142859
pjxyqwbk781,0.0,0.0,1095.69,156.52714285714288
pjxyqwbk782,0.0,0.0,532.09,76.01285714285714
pjxyqwbk787,0.0,0.0,1264.61,180.6585714285714
pjxyqwbk788,0.0,0.0,1606.13,229.44714285714286
pjxyqwbk791,3.0,0.0,2531.61,361.65857142857146
pjxyqwbk792,0.0,0.0,3564.53,509.21857142857147
pjxyqwbk793,0.0,0.0,5723.12,817.5885714285714
pjxyqwbk795,4.0,0.0,2428.16,346.88
pjxyqwbk796,0.0,0.0,7128.969999999999,1018.4242857142856
pjxyqwbk799,0.0,0.0,6029.219999999999,861.3171428571428
pjxyqwbk802,0.0,0.0,905.39,129.34142857142857
pjxyqwbk804,0.0,0.0,3087.43,441.06142857142856
pjxyqwbk806,0.0,0.0,467.95,66.85
pjxyqwbk807,0.0,0.0,1825.03,260.7185714285714
pjxyqwbk808,4.0,0.0,1482.09,211.72714285714284
pjxyqwbk810,22.0,0.0,521.4,86.89999999999999
pjxyqwbk812,1.0,0.0,7986.0,1140.857142857143
pjxyqwbk813,2.0,0.0,4221.09,603.0128571428571
pjxyqwbk814,0.0,0.0,6898.95,985.5642857142857
pjxyqwbk815,0.0,0.0,7769.34,971.1675
pjxyqwbk818,0.0,0.0,1910.39,272.91285714285715
pjxyqwbk824,3.0,0.0,1732.01,247.43
pjxyqwbk826,4.0,0.0,11211.78,1601.6828571428573
pjxyqwbk828,1.0,0.0,3410.6,487.2285714285714
pjxyqwbk829,0.0,0.0,2159.36,308.48
pjxyqwbk830,0.0,0.0,1660.38,237.19714285714286
pjxyqwbk831,0.0,0.0,3533.0299999999997,504.7185714285714
pjxyqwbk834,0.0,0.0,2864.09,409.1557142857143
pjxyqwbk835,0.0,0.0,3142.36,448.90857142857146
pjxyqwbk838,2.0,0.0,796.23,113.74714285714286
pjxyqwbk839,0.0,0.0,2862.38,408.9114285714286
pjxyqwbk844,0.0,0.0,5004.44,625.555
pjxyqwbk845,0.0,0.0,1056.25,150.89285714285714
pjxyqwbk855,0.0,0.0,773.96,110.5657142857143
pjxyqwbk856,0.0,0.0,1742.64,248.94857142857146
pjxyqwbk859,19.0,0.0,4747.07,678.1528571428571
