XH(学号),YDRQ(异动日期),YDLBDM(异动类别代码),YDLBDM(异动类别代码)_含义,YDYYDM(异动原因代码),YDYYDM(异动原因代码)_含义,SPRQ(审批日期),YYXDM(原院系代码),YZYDM(原专业代码),YZYFXDM(原专业方向代码),YNJ(原年级),XYXDM(现院系代码),XZYDM(现专业代码),XZYFXDM(现专业方向代码),XNJ(现年级),SFZX(是否在校),SFZX(是否在校)_含义,YDSM(异动说明),YXZ(原学制),YXZ(原学制)_含义,XBH(现班号),BY1(生效日期),BY2(备用),SFSCXKJG(是否删除选课结果),SFTBPYFA(是否同步培养方案),SFTBPYFA(是否同步培养方案)_含义
pjxyqxbj869,,4,转专业,5,保留学籍,2020-09-18 20:55:31,2321,202001,,2020,2321.0,9292,92929,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2002019,2020-09-18,,,0,0
pjxyqwbk652,,11,留级,13,延长学制,2022-10-19 17:44:53,1103,0305,03055,2020,1103.0,0305,03051,2021.0,,,,4.0,转专业,2103052,2022-10-19,,0.0,1,休学
pjxuqwbj715,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:25:26,2320,9192,91928,2020,1103.0,0301,03018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2003018,2021-07-16,,0.0,1,休学
pjwtqxbj972,,4,转专业,5,保留学籍,2020-09-19 00:03:06,2320,202008,,2020,2321.0,9293,92938,2020.0,,,2020202110006zy班选拔2020级,,,2005018,2020-09-19,,,0,0
pjxpqxbj977,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:30:36,2321,202006,,2020,1109.0,0991,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209601,2021-07-16,,0.0,1,休学
pjxyqxbj188,,4,转专业,5,保留学籍,2020-09-18 21:09:15,2321,202001,,2020,2321.0,9291,92918,2020.0,,,2020202110006zy班选拔2020级,,,2001018,2020-09-18,,,0,0
pjxxxxbj957,,18,学院异动,31,学籍从书院转入学院,2021-07-16 16:55:50,2321,9291,92910,2020,1101.0,0101,01901,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001911,2021-07-16,,0.0,1,休学
pjxyqxbk429,,4,转专业,5,保留学籍,2020-09-18 21:08:21,2321,202001,,2020,2321.0,9292,92928,2020.0,,,2020202110006zy班选拔2020级,,,2002018,2020-09-18,,,0,0
pjxsqxbj936,,11,留级,13,延长学制,2022-08-27 10:40:47,1118,1803,02,2020,1118.0,1803,02,2021.0,,,学生转专业后申请降级,4.0,转专业,2118031,2022-08-27,,1.0,1,休学
pjxsqxbj787,,18,学院异动,31,学籍从书院转入学院,2021-07-16 12:02:56,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006915,2021-07-16,,0.0,1,休学
pjxyqwbj665,,4,转专业,6,专业分流,2022-08-20 16:41:22,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003013网,2022-08-20,,0.0,1,休学
pjxyqwbj998,,4,转专业,6,专业分流,2022-08-20 10:52:20,1103,0305,,2020,1103.0,0305,03055,2020.0,,,分流,4.0,转专业,2003052网,2022-08-20,,0.0,1,休学
pjxyqxbk150,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:49:05,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj910,,4,转专业,6,专业分流,2022-08-20 17:11:42,1103,0301,03015,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003011嵌,2022-08-20,,0.0,1,休学
pjxyqwbj859,,4,转专业,6,专业分流,2022-08-16 16:17:50,1103,0301,03011,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003011嵌,2022-08-16,,0.0,1,休学
pjxsqxbj765,,4,转专业,6,专业分流,2022-06-27 19:58:46,1106,0691,,2020,1106.0,0605,,2020.0,,,,4.0,转专业,2006051,2022-06-27,,0.0,1,休学
pjxuqwbj770,,16,班级异动,20,班级异动,2022-08-16 18:21:34,1104,0403,,2020,1104.0,0403,,2020.0,,,分班,4.0,转专业,2004032,2022-08-16,,0.0,1,休学
pjxsqxbj871,,4,转专业,6,专业分流,2022-06-27 19:58:46,1106,0691,,2020,1106.0,0605,,2020.0,,,,4.0,转专业,2006051,2022-06-27,,0.0,1,休学
pjxyqwbj154,,4,转专业,6,专业分流,2022-08-20 15:43:13,1103,0301,03012,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003014软,2022-08-20,,0.0,1,休学
pjxyqwbk584,,4,转专业,6,专业分流,2022-08-20 10:52:20,1103,0305,,2020,1103.0,0305,03055,2020.0,,,分流,4.0,转专业,2003052网,2022-08-20,,0.0,1,休学
pjxyqxbk516,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:52:50,2321,9291,92919,2020,1101.0,0101,01019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001019,2021-07-16,,0.0,1,休学
pjxyqxbk615,,11,留级,13,延长学制,2022-10-17 15:40:03,1116,1602,16021,2020,1116.0,1602,16021,2021.0,,,,4.0,转专业,2116021,2022-10-17,,0.0,1,休学
pjxyqxbk603,,18,学院异动,31,学籍从书院转入学院,2022-07-12 10:11:59,1114,1401,14011,2021,1114.0,1401,14019,2021.0,,,教改班从ht转入学院,4.0,转专业,2114019,2022-07-12,,0.0,1,休学
pjxyqxbj858,,4,转专业,5,保留学籍,2020-09-18 20:56:30,2321,202001,,2020,2321.0,9292,92929,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2002019,2020-09-18,,,0,0
pjxyqwbj897,,4,转专业,6,专业分流,2022-08-20 16:48:33,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003014网,2022-08-20,,0.0,1,休学
pjxyqxbk655,,16,班级异动,20,班级异动,2022-04-03 12:22:21,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-13,4.0,转专业,2002013,2022-04-03,,0.0,0,0
pjwtqxbj952,,4,转专业,5,保留学籍,2022-08-02 18:52:42,1115,1502,,2020,1115.0,101011T,,2020.0,,,20212022200052020级转专业,,,2015031,2022-08-02,,,0,0
pjxyqwbj193,,4,转专业,6,专业分流,2022-08-16 15:04:43,1103,0301,03011,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003013软,2022-08-16,,0.0,1,休学
pjxtzxfj983,,18,学院异动,31,学籍从书院转入学院,2022-07-13 10:07:18,1105,20501,,2020,529.0,22901,,2020.0,,,1111,2.0,复学,22005011,2022-07-13,,0.0,1,休学
pjxyqwbj989,,4,转专业,6,专业分流,2022-08-20 15:34:21,1103,0301,03012,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003013软,2022-08-20,,0.0,1,休学
pjxqzxbj979,,16,班级异动,20,班级异动,2021-07-23 11:14:47,1108,0801,08011,2020,1108.0,0801,08014,2020.0,,,根据培养方案要求，2020级录音艺术专业学生在第三学期开始进行专业分流。,4.0,转专业,2008012,2021-07-26,,0.0,1,休学
pjxyqwbj360,,18,学院异动,31,学籍从书院转入学院,2024-06-05 18:29:59,1103,080906,0301X,2020,1103.0,0301,0301X,2020.0,,,交流结束,4.0,转专业,2003013网,2024-06-05,,0.0,1,休学
pjxyqxbj129,,4,转专业,5,保留学籍,2020-09-18 21:55:58,2321,202001,,2020,2320.0,9192,91929,2020.0,,,2020202110005拔尖班选拔2020级,,,2003019,2020-09-18,,,0,0
pjxsqxbj876,,4,转专业,6,专业分流,2022-06-27 20:08:46,1106,0691,,2020,1106.0,0607,,2020.0,,,,4.0,转专业,2006071,2022-06-27,,0.0,1,休学
pjxyqxbj370,,16,班级异动,20,班级异动,2022-07-12 16:42:54,1105,0501,05018,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,2005012,2022-07-12,,0.0,1,休学
pjxyqxbj969,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:44:26,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxuqwbj937,,4,转专业,5,保留学籍,2020-09-18 21:07:58,2320,202003,,2020,2321.0,9292,92928,2020.0,,,2020202110006zy班选拔2020级,,,2002018,2020-09-18,,,0,0
pjxyqwbj379,,4,转专业,6,专业分流,2022-08-16 14:51:39,1103,0301,03011,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003013软,2022-08-16,,0.0,1,休学
pjxsqxbj768,,18,学院异动,31,学籍从书院转入学院,2021-07-16 12:02:57,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006915,2021-07-16,,0.0,1,休学
pjxyqwbk951,,4,转专业,6,专业分流,2022-08-12 15:37:08,1103,0305,,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003052云,2022-08-12,,0.0,1,休学
pjxyqwbj459,,4,转专业,6,专业分流,2022-08-20 11:47:21,1103,0305,03056,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003052云,2022-08-20,,0.0,1,休学
pjxsqxbj829,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:33:38,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006913,2021-07-16,,0.0,1,休学
pjxvzxbj989,,4,转专业,6,专业分流,2022-08-20 13:17:22,1103,0301,0301X,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003013数,2022-08-20,,0.0,1,休学
pjxyqxbj320,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:52,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxuqwbj496,,4,转专业,6,专业分流,2023-12-18 09:05:54,1104,0404,,2021,1104.0,0402,,2021.0,,,,4.0,转专业,2104021,2023-12-18,,0.0,1,休学
pjxyqwbk656,,4,转专业,6,专业分流,2022-08-16 16:12:34,1103,0301,03011,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003014网,2022-08-16,,0.0,1,休学
pjxyqxbk916,,18,学院异动,31,学籍从书院转入学院,2022-07-15 20:01:46,2323,202101,05019,2021,529.0,2901,29011,2021.0,,,1111,4.0,转专业,2105011,2022-07-15,,0.0,1,休学
pjxyqwbj251,,4,转专业,6,专业分流,2022-08-12 17:57:53,1103,0301,03011,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003013数,2022-08-12,,0.0,1,休学
pjxuqwbj715,,4,转专业,5,保留学籍,2020-09-18 21:26:45,2320,202003,,2020,2320.0,9192,91928,2020.0,,,2020202110006zy班选拔2020级,,,2003018,2020-09-18,,,0,0
pjxyqwbj154,,4,转专业,6,专业分流,2022-08-16 15:04:43,1103,0301,03011,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003013软,2022-08-16,,0.0,1,休学
pjxuqwbj638,,13,延长学制,14,死亡,2024-05-16 16:36:09,1104,0403,,2020,,,,2021.0,,,,4.0,转专业,2104031,2024-05-16,,0.0,0,0
pjxsqxbj887,,4,转专业,6,专业分流,2022-06-27 20:13:00,1106,0691,,2020,1106.0,0611,,2020.0,,,,4.0,转专业,2006111,2022-06-27,,0.0,1,休学
pjxyqwbj763,,4,转专业,6,专业分流,2022-08-12 15:01:06,1103,0305,03051,2020,1103.0,0305,03050,2020.0,,,分流,4.0,转专业,2003052嵌,2022-08-12,,0.0,1,休学
pjxyqwbj396,,4,转专业,6,专业分流,2022-08-20 15:34:21,1103,0301,03012,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003013软,2022-08-20,,0.0,1,休学
pjxyqwbj926,,16,班级异动,20,班级异动,2022-01-03 13:55:31,1120,2003,20039,2020,1120.0,2003,2003,2020.0,,,学生申请从图灵班退到普通班,4.0,转专业,2020032,2022-01-03,,0.0,1,休学
pjxyqxbl876,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:42:51,2321,9291,92918,2020,1101.0,0101,01018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001018,2021-07-16,,0.0,1,休学
pjxpqxbj924,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:36:58,2321,9296,,2020,1109.0,0902,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2009021,2021-07-16,,0.0,1,休学
pjxsqxbj995,,16,班级异动,20,班级异动,2022-07-11 23:00:04,1103,0305,03057,2020,1103.0,0305,03051,2020.0,,,分流,4.0,转专业,2003053,2022-07-11,,0.0,1,休学
pjxsqxbj940,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:30:41,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006912,2021-07-16,,0.0,1,休学
pjxwzxbj990,,16,班级异动,20,班级异动,2022-04-03 12:30:57,1102,0201,02011,2020,1102.0,0201,02011,2020.0,,,20220403-15,4.0,转专业,2002015,2022-04-03,,0.0,0,0
pjxpqxbj932,,18,学院异动,31,学籍从书院转入学院,2022-07-02 19:14:57,1109,0991,,2020,1109.0,0901,,2020.0,,,,4.0,转专业,2009011,2022-07-02,,0.0,1,休学
pjxyqxbl945,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:49:05,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxsqxbj897,,4,转专业,6,专业分流,2022-06-27 20:03:51,1106,0691,,2020,1106.0,0606,,2020.0,,,,4.0,转专业,2006061,2022-06-27,,0.0,1,休学
pjxuqwbj726,,4,转专业,5,保留学籍,2020-09-18 21:08:15,2320,202003,,2020,2321.0,9292,92928,2020.0,,,2020202110006zy班选拔2020级,,,2002018,2020-09-18,,,0,0
pjxyqwbk814,,4,转专业,6,专业分流,2022-08-12 11:17:15,1103,0305,,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003051网,2022-08-12,,0.0,1,休学
pjxyqxbk547,,4,转专业,5,保留学籍,2020-09-18 21:08:10,2321,202001,,2020,2321.0,9291,92918,2020.0,,,2020202110006zy班选拔2020级,,,2001018,2020-09-18,,,0,0
pjxsqxbj957,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:29:00,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006911,2021-07-16,,0.0,1,休学
pjxyqwbj225,,4,转专业,6,专业分流,2022-08-16 15:47:54,1103,0301,03011,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003012网,2022-08-16,,0.0,1,休学
pjxyqwbk519,,4,转专业,6,专业分流,2022-08-20 16:41:22,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003013网,2022-08-20,,0.0,1,休学
pjxyqxbl789,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:53:40,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxuqwbj537,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:48:16,2321,9293,92938,2020,1105.0,0501,05018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2005018,2021-07-16,,0.0,1,休学
pjxyqxbj635,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:48:15,2321,9293,92938,2020,1105.0,0501,05018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2005018,2021-07-16,,0.0,1,休学
pjxsqxbj932,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:30:41,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006912,2021-07-16,,0.0,1,休学
pjxyqxbj280,,4,转专业,5,保留学籍,2020-09-18 21:06:01,2321,202001,,2020,2321.0,9292,92928,2020.0,,,2020202110006zy班选拔2020级,,,2002018,2020-09-18,,,0,0
pjxyqxbl874,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:54,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxqzxbj971,,16,班级异动,20,班级异动,2021-07-23 11:14:47,1108,0801,08011,2020,1108.0,0801,08014,2020.0,,,根据培养方案要求，2020级录音艺术专业学生在第三学期开始进行专业分流。,4.0,转专业,2008012,2021-07-26,,0.0,1,休学
pjxyqwbk544,,4,转专业,6,专业分流,2022-08-20 16:09:35,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003012网,2022-08-20,,0.0,1,休学
pjxuqwbj831,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:49:21,2321,92902,92908,2020,1114.0,1402,14028,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2014028,2021-07-16,,0.0,1,休学
pjxyqwbk686,,11,留级,13,延长学制,2022-10-17 17:52:52,1120,2001,,2020,1120.0,2001,,2021.0,,,,4.0,转专业,2120012,2022-10-17,,0.0,1,休学
pjwtqxbj935,,4,转专业,5,保留学籍,2020-09-19 00:03:25,2320,202008,,2020,2321.0,9293,92938,2020.0,,,2020202110006zy班选拔2020级,,,2005018,2020-09-19,,,0,0
pjxyqxbl731,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:54,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj269,,4,转专业,6,专业分流,2022-08-12 15:37:08,1103,0305,,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003052云,2022-08-12,,0.0,1,休学
pjxyqxbj173,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:02:22,2321,9290,92909,2020,1114.0,1401,14019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2014019,2021-07-16,,0.0,1,休学
pjxyqxbk936,,4,转专业,5,保留学籍,2020-09-19 00:02:47,2321,202001,,2020,2321.0,9293,92938,2020.0,,,2020202110006zy班选拔2020级,,,2005018,2020-09-19,,,0,0
pjxyqwbk509,,4,转专业,6,专业分流,2022-08-20 10:04:17,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003053W,2022-08-20,,0.0,1,休学
pjxsqxbj897,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:53:59,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006914,2021-07-16,,0.0,1,休学
pjxyqxbj928,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:57:55,1105,0501,05019,2020,529.0,2901,29018,2020.0,,,1111,4.0,转专业,2005019,2022-07-12,,0.0,1,休学
pjxyqwbj754,,16,班级异动,20,班级异动,2022-04-28 15:01:31,1120,2003,,2020,1120.0,2003,2003,2020.0,,,添加专业方向,4.0,转专业,2020031,2022-04-28,,0.0,1,休学
pjxsqxbj968,,4,转专业,6,专业分流,2022-06-27 20:16:59,1106,0691,,2020,1106.0,0612,,2020.0,,,,4.0,转专业,2006121,2022-06-27,,0.0,1,休学
pjxtzxfj994,,18,学院异动,31,学籍从书院转入学院,2022-07-13 10:07:18,1105,20501,,2020,529.0,22901,,2020.0,,,1111,2.0,复学,22005011,2022-07-13,,0.0,1,休学
pjxxxxbj922,,18,学院异动,31,学籍从书院转入学院,2021-07-16 16:55:51,2321,9291,92910,2020,1101.0,0101,01901,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001911,2021-07-16,,0.0,1,休学
pjxyqxbk358,,16,班级异动,20,班级异动,2022-04-03 12:27:34,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-14,4.0,转专业,2002014,2022-04-03,,0.0,0,0
pjxuqwbj804,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:34:10,2320,9195,91958,2020,1104.0,0407,04078,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2004078,2021-07-16,,0.0,1,休学
pjxyqxbj100,,11,留级,13,延长学制,2022-10-17 15:33:50,529,2902,,2020,529.0,2902,,2021.0,,,,4.0,转专业,2105031,2022-10-17,,0.0,1,休学
pjxpqxbj954,,18,学院异动,31,学籍从书院转入学院,2022-07-02 19:14:57,1109,0991,,2020,1109.0,0901,,2020.0,,,,4.0,转专业,2009011,2022-07-02,,0.0,1,休学
pjxuqwbj774,,16,班级异动,20,班级异动,2022-08-16 18:21:34,1104,0403,,2020,1104.0,0403,,2020.0,,,分班,4.0,转专业,2004032,2022-08-16,,0.0,1,休学
pjxsqxbj882,,4,转专业,6,专业分流,2022-06-27 19:47:30,1106,0691,,2020,1106.0,0603,,2020.0,,,,4.0,转专业,2006031,2022-06-27,,0.0,1,休学
pjxyqxbj658,,16,班级异动,20,班级异动,2022-04-03 12:14:47,1102,0201,,2020,1102.0,0201,02011,2020.0,,,2022403,4.0,转专业,2002011,2022-04-03,,0.0,0,0
pjwrqxbj988,,4,转专业,5,保留学籍,2021-07-12 09:24:23,2321,202009,,2020,1118.0,1803,18039,2020.0,,,网络空间安全实验班选拔后学籍异动,,,2018039,2021-07-12,,,0,0
pjxuqwbj658,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:48:16,2321,9293,92938,2020,1105.0,0501,05018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2005018,2021-07-16,,0.0,1,休学
pjxyqxbk081,,13,延长学制,14,死亡,2024-05-16 16:31:22,1101,0105,,2020,,,,2021.0,,,,4.0,转专业,2101052,2024-05-16,,0.0,0,0
pjxyqxbj169,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:53,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxuqwbj726,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:45:08,2321,9292,92928,2020,1102.0,0201,02018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2002018,2021-07-16,,0.0,1,休学
pjxyqxbj052,,16,班级异动,20,班级异动,2022-07-11 22:52:43,1103,0305,03057,2020,1103.0,0305,03051,2020.0,,,分流,4.0,转专业,2003051,2022-07-11,,0.0,1,休学
pjxyqwbj050,,4,转专业,6,专业分流,2022-08-12 17:57:54,1103,0301,03011,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003013数,2022-08-12,,0.0,1,休学
pjxyqwbj293,,4,转专业,6,专业分流,2022-08-12 15:37:08,1103,0305,,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003052云,2022-08-12,,0.0,1,休学
pjxyqwbk646,,4,转专业,6,专业分流,2022-08-12 11:17:15,1103,0305,03051,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003051网,2022-08-12,,0.0,1,休学
pjwrqxbj991,,4,转专业,5,保留学籍,2022-07-12 17:23:45,1117,1701,,2020,1114.0,1401,14011,2020.0,,,20212022200052020级转专业,,,2014013,2022-07-12,,,0,0
pjxyqxbk549,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:56:01,2321,9292,92929,2020,1102.0,0201,02019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2002019,2021-07-16,,0.0,1,休学
pjxyqwbj334,,4,转专业,6,专业分流,2022-08-20 13:12:14,1103,0301,0301X,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003012数,2022-08-20,,0.0,1,休学
pjxyqxbl962,,16,班级异动,20,班级异动,2022-04-03 12:30:56,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-15,4.0,转专业,2002015,2022-04-03,,0.0,0,0
pjxyqwbj885,,4,转专业,6,专业分流,2022-08-20 17:11:42,1103,0301,03015,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003011嵌,2022-08-20,,0.0,1,休学
pjxyqwbj622,,4,转专业,6,专业分流,2022-08-20 14:53:25,1103,0301,0301X,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003014数,2022-08-20,,0.0,1,休学
pjxyqwbj632,,4,转专业,6,专业分流,2022-08-20 11:55:44,1103,0305,03056,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003053云,2022-08-20,,0.0,1,休学
pjxsqxbj824,,4,转专业,6,专业分流,2022-08-12 15:10:01,1103,0305,03050,2020,1103.0,0305,03050,2020.0,,,分流,4.0,转专业,2003053嵌,2022-08-12,,0.0,1,休学
pjxyqwbj775,,4,转专业,6,专业分流,2022-08-12 17:39:21,1103,0301,03011,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003011数,2022-08-12,,0.0,1,休学
pjxyqxbj987,,16,班级异动,20,班级异动,2022-04-03 12:14:46,1102,0201,,2020,1102.0,0201,02011,2020.0,,,2022403,4.0,转专业,2002011,2022-04-03,,0.0,0,0
pjxyqxbl678,,13,延长学制,14,死亡,2024-07-09 17:22:31,1116,1601,,2020,,,,2021.0,,,,4.0,转专业,2116011,2024-07-09,,0.0,0,0
pjxyqxbj801,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:52,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj709,,4,转专业,6,专业分流,2022-08-16 14:44:49,1103,0301,03011,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003012软,2022-08-16,,0.0,1,休学
pjxyqwbk694,,4,转专业,6,专业分流,2022-08-20 15:14:00,1103,0301,03012,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003012软,2022-08-20,,0.0,1,休学
pjxyqxbj188,,16,班级异动,20,班级异动,2022-01-03 18:51:44,1101,0101,01018,2020,1101.0,0101,01011,2020.0,,,退出zy班,4.0,转专业,2001017,2022-01-03,,0.0,1,休学
pjxsqxbj760,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:17:43,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006915,2021-07-16,,0.0,1,休学
pjxyqwbj927,,4,转专业,5,保留学籍,2020-09-18 21:55:56,2320,202002,,2020,2320.0,9192,91929,2020.0,,,2020202110005拔尖班选拔2020级,,,2003019,2020-09-18,,,0,0
pjxsqxbj938,,4,转专业,6,专业分流,2022-06-27 20:03:51,1106,0691,,2020,1106.0,0606,,2020.0,,,,4.0,转专业,2006061,2022-06-27,,0.0,1,休学
pjxpqxbj916,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:30:37,2321,202006,,2020,1109.0,0991,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209601,2021-07-16,,0.0,1,休学
pjxyqxbk674,,4,转专业,5,保留学籍,2020-09-19 00:03:10,2321,202001,,2020,2321.0,9293,92938,2020.0,,,2020202110006zy班选拔2020级,,,2005018,2020-09-19,,,0,0
