KS_XH(学号),KS_YYJB(语言级别),KS_CJ(成绩)
pjxyqwbj441,2,620.0
pjxyqxbj451,2,519.0
pjxyqwbj080,2,474.0
pjvyzvfj998,2,407.0
pjxuqwbj552,2,485.0
pjxyqxbl768,2,394.0
pjxyqxbk565,2,516.0
pjxyqxbj220,2,557.0
pjxyqwbj566,2,481.0
pjxyqwbj437,2,532.0
pjxuqwbj691,2,392.0
pjxyqwbj435,2,532.0
pjxyqxbj032,2,539.0
pjxyqwbj430,2,492.0
pjxyqwbj895,2,495.0
pjxyqxbl781,2,555.0
pjxyqxbl750,2,392.0
pjxyqxbj915,2,443.0
pjxuqwbj755,2,465.0
pjxrqxbj937,2,526.0
pjxuqwbj686,2,455.0
pjxqqxbj974,2,468.0
pjxyqwbj422,2,564.0
pjxyqwbj421,2,437.0
pjxuqwbj985,2,449.0
pjxuqwbj812,2,578.0
pjxyqxbl780,2,475.0
pjxuqwbj804,2,417.0
pjxyqwbj574,2,475.0
pjwrqxbj929,2,474.0
pjvyzvfj974,2,466.0
pjxxxxbj975,2,439.0
pjxxxxbj995,2,306.0
pjxxxxbj986,2,453.0
pjxyqwbj688,2,405.0
pjxuzsfj988,2,0.0
pjxyqxbj405,2,570.0
pjxyqwbj691,2,607.0
pjxyqxbj432,2,474.0
pjxyqwbj727,2,477.0
pjxyqxbk388,2,484.0
pjwrqxbj924,2,409.0
pjxyqwbj058,2,563.0
pjxyqwbj054,2,586.0
pjxyqxbk377,2,437.0
pjxtzxfj982,2,252.0
pjxyqxbk398,2,501.0
pjxuqwbj678,2,391.0
pjxyqxbk987,2,523.0
pjxyqxbk980,2,491.0
pjxuqwbj674,2,446.0
pjxtzxfj981,2,361.0
pjxqqxbj982,2,430.0
pjxxxxbj955,2,486.0
pjxyqwbj630,2,491.0
pjxsqxbj871,2,448.0
pjxyqxbk314,2,497.0
pjxyqwbj034,2,548.0
pjxsqxbj825,2,459.0
pjxyqwbj006,2,531.0
pjxyqxbk342,2,0.0
pjxyqwbj050,2,457.0
pjxsqxbj969,2,590.0
pjxyqwbj564,2,475.0
pjxuqwbj692,2,419.0
pjwtqxbj969,2,444.0
pjxyqxbk052,1,602.0
pjxyqwbk824,1,471.0
pjxyqwbk810,1,488.0
pjxyqwbk814,1,396.0
pjxyqxbk053,1,519.0
pjxyqwbk807,1,455.0
pjxyqxbk047,1,480.0
pjxyqxbk042,1,456.0
pjxyqxbk039,1,521.0
pjxyqxbk046,1,447.0
pjxyqwbk802,1,479.0
pjxyqwbk806,1,466.0
pjxyqxbk613,1,409.0
pjxyqxbk579,1,386.0
pjxyqxbl714,1,465.0
pjxyqxbk081,1,485.0
pjxyqxbk578,1,504.0
pjxyqxbj799,1,442.0
pjxyqwbj190,1,470.0
pjxyqxbj795,1,423.0
pjxyqwbj197,1,491.0
pjxuqwbj837,1,515.0
pjxyqxbk491,2,553.0
pjxyqwbj865,2,491.0
pjxyqwbj958,1,568.0
pjxyqwbj937,1,515.0
pjxyqxbj857,1,615.0
pjxyqwbj902,1,627.0
pjxyqxbj861,1,538.0
pjxyqxbj910,1,486.0
pjxyqwbj914,1,484.0
pjxyqxbj864,1,496.0
pjxrqxbj983,1,513.0
pjxuqwbj947,1,568.0
pjxyqxbl869,1,434.0
pjwtqxbj954,1,556.0
pjxyqwbk646,1,490.0
pjxyqxbl866,1,463.0
pjxyqwbk647,1,467.0
pjxyqxbl867,1,547.0
pjxyqwbk650,1,535.0
pjxyqwbk644,1,525.0
pjxwzxkj993,1,460.0
pjxsqxbj800,1,510.0
pjxyqxbl858,1,361.0
pjwtqxbj950,1,501.0
pjxyqwbk966,1,599.0
pjxyqxbl857,1,459.0
pjxyqxbl854,1,438.0
pjxqqxbj947,1,496.0
pjxyqwbk638,1,444.0
pjxyqwbk631,1,633.0
pjxsqxbj796,1,481.0
pjxyqwbk632,1,372.0
pjwrqxbj956,1,442.0
pjxsqxbj811,1,548.0
pjxyqwbk636,1,579.0
pjxyqxbj800,1,471.0
pjxsqxbj912,1,481.0
pjxuzxbj987,1,362.0
pjwuzxbj992,1,442.0
pjxyqxbk615,1,432.0
pjxuqwbj588,1,452.0
pjxvzxbj989,1,401.0
pjxsqxbj859,1,461.0
pjxyqxbk621,1,0.0
pjxyqxbk592,1,497.0
pjxuqwbj906,1,502.0
pjxyqxbk582,1,404.0
pjxsqxbj864,1,448.0
pjxyqxbj791,1,399.0
pjxyqwbk993,1,442.0
pjxyqwbk996,1,452.0
pjxyqxbk297,1,518.0
pjxyqxbk295,1,499.0
pjxyqwbj154,2,512.0
pjxuqwbj573,2,437.0
pjxuqwbj572,2,520.0
pjxyqxbj868,1,560.0
pjxyqxbj955,1,541.0
pjxyqwbj905,1,516.0
pjxyqxbj897,1,582.0
pjxrqxbj990,1,553.0
pjxyqwbj966,1,517.0
pjxyqwbj560,1,599.0
pjxyqxbj630,1,537.0
pjxyqxbl847,1,538.0
pjxyqwbk622,1,404.0
pjwtqxbj959,1,521.0
pjxyqwbk623,1,390.0
pjxuqwbj485,1,492.0
pjxsqxbj768,1,463.0
pjxyqxbl843,1,317.0
pjxyqxbj633,1,463.0
pjxyqwbk618,1,455.0
pjxyqxbl839,1,569.0
pjxyqxbl837,1,414.0
pjxyqwbk615,1,443.0
pjxyqxbl836,1,434.0
pjxyqwbk620,1,430.0
pjxuqwbj483,1,570.0
pjxyqwbk608,1,463.0
pjxyqxbk290,1,426.0
pjxyqxbk298,1,479.0
pjxyqwbk999,1,523.0
pjxyqxbk294,1,454.0
pjxyqxbk300,1,532.0
pjxyqxbj995,1,424.0
pjxuqwbj529,1,478.0
pjxyqxbj991,1,384.0
pjvyzxbj998,1,331.0
pjxuqwbj994,1,435.0
pjxyqwbj998,1,466.0
pjxyqxbk302,1,376.0
pjxyqxbk287,1,403.0
pjxyqwbk991,1,450.0
pjxuqwbj773,1,399.0
pjxyqwbj594,1,571.0
pjxyqxbj269,1,544.0
pjxuqwbj763,1,495.0
pjxyqwbj590,1,535.0
pjxyqwbj117,2,450.0
pjxsqxbj996,2,414.0
pjxyqxbk547,2,394.0
pjxyqwbj555,1,542.0
pjxrqxbj954,1,581.0
pjxuqwbj738,1,577.0
pjxyqwbj548,1,570.0
pjxyqxbj192,1,518.0
pjxyqxbj187,1,501.0
pjxyqwbj542,1,380.0
pjxrqxbj951,1,454.0
pjxrqxbj942,1,598.0
pjxuqwbj733,1,619.0
pjxyqwbj535,1,570.0
pjxyqwbk607,1,542.0
pjxqqxbj949,1,577.0
pjxyqxbl830,1,543.0
pjxyqwbk605,1,424.0
pjxyqxbk140,1,542.0
pjxyqxbl828,1,549.0
pjxyqwbk604,1,530.0
pjxyqwbk603,1,575.0
pjxyqwbk601,1,349.0
pjxyqxbl827,1,505.0
pjxyqwbk668,1,479.0
pjxyqwbk662,1,515.0
pjxyqwbk664,1,546.0
pjxyqxbl794,1,448.0
pjxsqxbj787,1,376.0
pjxyqxbl825,1,498.0
pjxsqxbj810,1,511.0
pjxyqxbl826,1,473.0
pjxyqxbl816,1,411.0
pjxyqwbk594,1,484.0
pjxyqxbl817,1,498.0
pjxyqwbk592,1,412.0
pjxyqxbj251,1,477.0
pjxyqxbk257,1,449.0
pjxuqwbj760,1,454.0
pjxyqxbj272,1,546.0
pjxyqwbj584,1,349.0
pjxwzxbj990,1,419.0
pjxyqxbj261,1,392.0
pjxyqxbj277,1,441.0
pjxyqxbj255,1,426.0
pjxuqwbj772,1,498.0
pjxuqwbj767,1,346.0
pjxyqwbj588,1,517.0
pjxuqwbj766,1,454.0
pjxyqxbj271,1,396.0
pjxyqxbj253,1,529.0
pjxyqwbj592,1,395.0
pjxyqwbj589,1,482.0
pjxxztbj995,1,424.0
pjxyqxbj993,1,401.0
pjxyqwbj591,1,408.0
pjxyqwbj582,1,483.0
pjxsqxbj976,1,422.0
pjxuqwbj568,2,571.0
pjxxxxbj957,2,369.0
pjxwzxfj984,2,0.0
pjxyqxbj365,2,473.0
pjxxxxbj958,2,491.0
pjxyqxbj374,2,483.0
pjxyqwbj674,2,646.0
pjxuqwbj734,1,517.0
pjxyqwbj540,1,443.0
pjxyqwbj538,1,571.0
pjxyqxbj180,1,495.0
pjxpqxbj956,1,483.0
pjxyqwbj534,1,583.0
pjxyqxbj164,1,558.0
pjxyqxbj165,1,523.0
pjxyqxbj162,1,431.0
pjxyqwbj532,1,491.0
pjxyqxbj158,1,499.0
pjxyqxbj151,1,569.0
pjxyqwbj530,1,555.0
pjxyqwbj531,1,507.0
pjxrqxbj947,1,508.0
pjxyqxbj152,1,548.0
pjxyqxbj154,1,586.0
pjxyqxbj148,1,579.0
pjxrqxbj945,1,426.0
pjxuqwbj726,1,521.0
pjxyqxbj144,1,439.0
pjxrqxbj944,1,548.0
pjxyqxbj145,1,509.0
pjxyqwbk595,1,513.0
pjxyqxbl821,1,643.0
pjxyqwbk585,1,571.0
pjxyqwbk584,1,386.0
pjxyqxbl815,1,587.0
pjxxzxkj983,1,454.0
pjxrqxbj969,1,533.0
pjxuqwbj477,1,508.0
pjxyqxbl810,1,528.0
pjxqqxbj954,1,491.0
pjxyqwbk583,1,413.0
pjxyqwbk581,1,351.0
pjxyqxbl806,1,458.0
pjxyqxbl808,1,458.0
pjxyqwbk754,1,524.0
pjxyqwbk577,1,559.0
pjxyqxbl807,1,388.0
pjxyqxbk154,1,452.0
pjxsqxbj789,1,503.0
pjxyqwbk578,1,451.0
pjxyqxbl804,1,420.0
pjxyqxbj257,1,412.0
pjxyqxbj262,1,532.0
pjxuqwbj460,1,515.0
pjxyqxbl724,1,451.0
pjxyqwbk527,1,628.0
pjxyqwbk531,1,590.0
pjxyqxbl717,1,513.0
pjxyqxbl723,1,537.0
pjxyqxbl703,1,521.0
pjxuqwbj450,1,439.0
pjxuqwbj463,1,401.0
pjxyqxbl701,1,491.0
pjxyqwbk523,1,544.0
pjxyqwbk529,1,554.0
pjxyqxbl699,1,482.0
pjxyqxbl708,1,473.0
pjxyqxbl713,1,507.0
pjxyqxbl704,1,402.0
pjxyqwbj665,2,547.0
pjxxxxbj953,2,430.0
pjxsqxbj946,1,517.0
pjxyqwbj523,1,298.0
pjxyqwbj522,1,492.0
pjxrqxbj952,1,511.0
pjxyqxbj169,1,550.0
pjxyqwbj552,1,557.0
pjxyqwbj515,1,575.0
pjxuqwbj723,1,492.0
pjxuqwbj724,1,592.0
pjxyqwbj518,1,568.0
pjxyqxbj132,1,492.0
pjxxzxkj991,1,517.0
pjxyqwbk575,1,460.0
pjxyqwbk572,1,466.0
pjxyqxbl796,1,565.0
pjxuqwbj761,1,546.0
pjxyqwbk686,1,405.0
pjxyqxbl904,1,439.0
pjxyqwbk922,1,527.0
pjxyqxbl895,1,486.0
pjxuqwbj491,1,489.0
pjxyqxbl893,1,503.0
pjxyqwbk679,1,442.0
pjwrqxbj932,1,544.0
pjxyqwbk521,1,559.0
pjxuzvbj996,1,0.0
pjxyqxbl688,1,519.0
pjxuqwbj454,1,493.0
pjxuqwbj445,1,416.0
pjxyqwbk513,1,417.0
pjxyqwbk510,1,425.0
pjxyqwbk511,1,425.0
pjxyqwbk509,1,486.0
pjxyqxbl678,1,329.0
pjxyqxbl677,1,265.0
pjxuqwbj443,1,420.0
pjxyqxbl716,1,462.0
pjwtqxbj914,1,464.0
pjxwzxbj997,1,499.0
pjxyqwbk537,2,543.0
pjxyqwbk534,2,618.0
pjxyqxbl736,2,585.0
pjxyqxbl742,2,544.0
pjxyqxbj896,2,596.0
pjxyqwbj917,2,572.0
pjxyqwbj935,2,487.0
pjxyqxbj907,2,517.0
pjxyqwbj928,2,552.0
pjxyqxbj840,2,455.0
pjxyqxbj909,2,388.0
pjxrqxbj996,2,544.0
pjxyqxbj876,2,549.0
pjxyqxbj918,2,545.0
pjxyqxbj858,2,459.0
pjxyqxbl737,2,537.0
pjxuqwbj944,2,561.0
pjxyqxbj911,2,426.0
pjxyqwbj941,2,598.0
pjxyqwbj939,2,539.0
pjxyqwbj903,2,571.0
pjxyqwbj557,1,534.0
pjxyqxbk941,1,504.0
pjxyqxbk937,1,581.0
pjxyqwbj384,1,521.0
pjxyqxbk935,1,584.0
pjxyqxbk939,1,564.0
pjxyqxbk918,1,489.0
pjxyqxbk915,1,475.0
pjxyqxbk916,1,512.0
pjxyqxbk911,1,517.0
pjxyqwbj375,1,519.0
pjxuqwbj449,1,422.0
pjxwxxbj967,1,477.0
pjxuqwbj659,1,609.0
pjxyqwbj369,1,513.0
pjxyqxbl891,1,408.0
pjxyqxbk194,1,483.0
pjxuqwbj490,1,393.0
pjxyqwbk675,1,417.0
pjxyqwbk673,1,472.0
pjxyqwbk671,1,356.0
pjxyqxbk150,1,525.0
pjxwzxkj992,1,489.0
pjxyqxbj629,1,443.0
pjxyqwbk665,1,441.0
pjxyqwbk666,1,553.0
pjxyqxbj628,1,487.0
pjwrqxbj944,1,439.0
pjxuqwbj476,1,464.0
pjxyqxbj626,1,357.0
pjxyqxbl889,1,367.0
pjxyqxbj625,1,474.0
pjxyqwbk661,1,503.0
pjxyqxbl886,1,464.0
pjxyqxbl906,1,429.0
pjxyqxbl900,1,357.0
pjxyqxbl884,1,276.0
pjxyqxbk195,1,388.0
pjwrqxbj945,1,445.0
pjxxzxkj987,1,527.0
pjxxzxbj995,1,503.0
pjwtqxbj913,1,464.0
pjxyqwbj870,1,417.0
pjxuzxbj984,1,395.0
pjxwzxbj996,1,522.0
pjxyqwbj869,1,404.0
pjxyqxbl730,1,467.0
pjxyqwbj659,2,467.0
pjxyqxbj352,2,494.0
pjxwxxbj964,1,514.0
pjxyqxbk902,1,492.0
pjxyqxbk527,1,599.0
pjxyqwbj366,1,555.0
pjxyqxbk898,1,565.0
pjxyqxbk895,1,439.0
pjxrqxbj928,1,494.0
pjxyqxbk894,1,0.0
pjxsqxbj954,1,521.0
pjxyqxbk882,1,475.0
pjxyqwbj360,1,592.0
pjxuqwbj654,1,466.0
pjxyqwbj362,1,477.0
pjxyqxbj954,1,575.0
pjxyqwbj986,1,393.0
pjxyqwbj356,1,345.0
pjxsqxbj862,1,383.0
pjxyqwbj192,1,562.0
pjxuqwbj593,1,492.0
pjxyqwbj193,1,497.0
pjxyqxbk590,1,462.0
pjxyqxbk601,1,513.0
pjxsqxbj927,1,543.0
pjxyqwbj191,1,455.0
pjxyqxbk596,1,466.0
pjxyqxbl687,1,410.0
pjxyqxbk609,1,498.0
pjwrqxbj901,1,342.0
pjxuqwbj594,1,475.0
pjwrqxbj898,1,422.0
pjxyqxbk604,1,433.0
pjxyqxbk595,1,409.0
pjxsqxbj863,1,489.0
pjxyqxbk581,1,480.0
pjxyqwbj871,1,407.0
pjxsqxbj752,1,506.0
pjwtzxbj996,1,396.0
pjxyqxbl686,1,466.0
pjxtztbj987,1,441.0
pjvyzxbj993,1,311.0
pjwrzxbj996,1,365.0
pjwqzwbj998,1,479.0
pjxyqxbl684,1,363.0
pjxuqwbj446,1,544.0
pjxyqwbk519,1,496.0
pjxyqwbk514,1,583.0
pjxyqwbj358,1,531.0
pjxyqxbk878,1,519.0
pjxyqwbj351,1,524.0
pjxuqwbj651,1,491.0
pjxyqxbk867,1,579.0
pjxyqxbk873,1,576.0
pjxyqxbk872,1,541.0
pjxyqxbk869,1,508.0
pjxyqxbj953,1,443.0
pjxyqwbj341,1,598.0
pjxyqxbl710,1,492.0
pjxyqxbk286,1,512.0
pjxyqxbk934,1,493.0
pjxyqxbk868,1,449.0
pjxuqwbj967,1,485.0
pjxyqwbj348,1,519.0
pjxyqxbk854,1,451.0
pjxyqxbk611,1,473.0
pjxrqxbj971,1,425.0
pjxyqxbk606,1,496.0
pjxrqxbj972,1,391.0
pjxwzxbj988,1,471.0
pjxuqwbj591,1,555.0
pjwrqxbj905,1,447.0
pjxyqxbj798,1,483.0
pjxsqxbj857,1,368.0
pjxyqxbj801,1,504.0
pjxyqxbj794,1,419.0
pjxtztbj990,1,471.0
pjxyqxbk610,1,486.0
pjxyqxbk583,1,465.0
pjxrqxbj973,1,447.0
pjxuqwbj589,1,368.0
pjxyqwbj185,1,504.0
pjxuqwbj586,1,486.0
pjxyqxbk614,1,500.0
pjxyqxbk598,1,406.0
pjxyqxbk594,1,485.0
pjxsqxbj867,1,453.0
pjxyqwbj856,2,629.0
pjxyqxbj734,2,482.0
pjxpqxbj992,2,546.0
pjxyqwbj850,2,462.0
pjxyqwbj849,2,513.0
pjxyqwbj859,2,502.0
pjxyqxbj113,2,503.0
pjxyqxbj903,2,635.0
pjxyqwbj924,2,538.0
pjxyqwbj944,2,579.0
pjxyqxbj862,2,544.0
pjxyqxbj893,2,566.0
pjxyqwbj940,2,473.0
pjxyqwbj922,2,539.0
pjxyqwbj926,2,547.0
pjxyqxbj869,2,0.0
pjxyqxbj867,2,603.0
pjxyqwbj930,2,573.0
pjxyqwbj927,2,460.0
pjxyqxbj834,2,537.0
pjxyqwbj328,1,508.0
pjxyqxbk853,1,545.0
pjxwxxbj960,1,596.0
pjxyqxbk865,1,560.0
pjxuqwbj838,1,491.0
pjxyqxbj949,1,588.0
pjwtqxbj921,1,437.0
pjxyqwbj985,1,614.0
pjxyqxbk926,1,456.0
pjxuqwbj661,1,589.0
pjxyqxbk861,1,523.0
pjxyqwbj333,1,553.0
pjxyqxbk863,1,508.0
pjxrqxbj919,1,529.0
pjxyqxbk855,1,530.0
pjxyqxbj182,1,467.0
pjxyqxbk950,1,528.0
pjxyqwbj325,1,496.0
pjxyqxbk848,1,476.0
pjxyqwbj469,1,577.0
pjxyqxbj075,1,531.0
pjxyqxbj073,1,491.0
pjxuzxbj986,1,363.0
pjxyqxbj831,1,555.0
pjxyqxbj067,1,374.0
pjxyqxbj829,1,467.0
pjxuqwbj699,1,478.0
pjxyqxbj084,1,468.0
pjxyqwbj468,1,511.0
pjxrqxbj978,1,466.0
pjxyqxbj828,1,464.0
pjwrqxbj913,1,435.0
pjxxztbj990,1,350.0
pjxwzxbj986,1,441.0
pjxuqwbj712,1,533.0
pjxuqwbj711,1,501.0
pjxyqxbk732,1,0.0
pjxyqwbk504,1,321.0
pjxtztbj985,1,279.0
pjxuqwbj565,2,487.0
pjxrqxbj903,2,538.0
pjxsqxbj849,2,534.0
pjxsqxbj985,2,563.0
pjxyqwbk804,1,521.0
pjxyqxbk043,1,361.0
pjxyqwbk796,1,488.0
pjxuqwbj508,1,445.0
pjxyqxbk032,1,486.0
pjxyqwbk799,1,434.0
pjxyqwbk795,1,542.0
pjxyqxbk036,1,458.0
pjxyqxbk035,1,535.0
pjxyqxbk025,1,561.0
pjxsqxbj807,1,557.0
pjxyqxbk027,1,563.0
pjxyqxbk031,1,510.0
pjxyqxbk024,1,415.0
pjxyqwbk791,1,453.0
pjxyqxbk021,1,486.0
pjxuqwbj479,1,482.0
pjxxzxkj990,1,548.0
pjxuqwbj507,1,569.0
pjxyqxbk023,1,464.0
pjxyqxbk022,1,444.0
pjxyqwbk787,1,500.0
pjxyqwbk788,1,495.0
pjxyqxbk019,1,492.0
pjxtztbj986,1,0.0
pjxsqxbj751,1,306.0
pjxsqxbj809,1,491.0
pjxyqwbk923,1,615.0
pjxyqwbk962,1,447.0
pjxyqwbk955,1,464.0
pjxyqxbk269,1,370.0
pjxyqxbk263,1,538.0
pjxsqxbj788,1,472.0
pjxwzxkj998,1,486.0
pjxyqxbk261,1,498.0
pjxyqxbk272,1,501.0
pjxyqxbk277,1,460.0
pjxyqxbk228,1,545.0
pjxsqxbj792,1,555.0
pjxyqxbk217,1,474.0
pjxyqxbk555,2,565.0
pjxyqwbj164,2,496.0
pjxsqxbj984,2,393.0
pjxsqxbj851,2,471.0
pjxyqwbj166,2,454.0
pjxuqwbj580,2,511.0
pjwrqxbj992,2,491.0
pjxyqxbk519,2,523.0
pjxrqxbj894,2,517.0
pjxwxxbj927,1,516.0
pjxyqwbj078,1,575.0
pjxyqxbk414,1,466.0
pjxwzxfj983,1,332.0
pjxyqwbj077,1,443.0
pjxyqxbk787,1,546.0
pjxuqwbj631,1,370.0
pjxyqxbk428,1,436.0
pjxwxxbj924,1,466.0
pjxyqxbk013,1,416.0
pjxyqxbk015,1,421.0
pjxrqxbj891,1,412.0
pjxyqwbk769,1,562.0
pjxyqwbk782,1,416.0
pjxyqwbk775,1,537.0
pjxyqxbk005,1,506.0
pjxyqwbk770,1,457.0
pjxyqxbl992,1,492.0
pjxwxxbj905,1,0.0
pjxyqwbk779,1,451.0
pjxyqxbl999,1,450.0
pjxyqxbl793,1,459.0
pjxyqwbk972,1,516.0
pjxuqwbj528,1,539.0
pjxyqwbk764,1,548.0
pjxyqxbl996,1,519.0
pjxuqwbj503,1,455.0
pjxyqxbl993,1,532.0
pjxyqxbk276,1,567.0
pjxyqxbk273,1,547.0
pjxyqxbk246,1,568.0
pjxyqwbk949,1,493.0
pjxyqxbk166,1,466.0
pjxwzxbj987,1,551.0
pjxuqwbj527,1,569.0
pjxyqxbk224,1,534.0
pjxyqwbk942,1,554.0
pjxyqwbk931,1,594.0
pjxyqwbk943,1,552.0
pjxsqxbj808,1,481.0
pjxyqxbk190,1,458.0
pjxyqxbk232,1,429.0
pjxyqwbk951,1,523.0
pjxwxxbj915,1,503.0
pjxyqwbk954,1,0.0
pjxyqwbk935,1,560.0
pjxyqxbk220,1,471.0
pjxyqxbk230,1,458.0
pjxyqxbk484,2,471.0
pjxrqxbj898,2,398.0
pjxyqxbk530,2,426.0
pjxyqxbj094,2,579.0
pjxyqxbk528,2,477.0
pjxsqxbj995,2,547.0
pjxsqxbj994,2,427.0
pjxyqwbj098,2,431.0
pjxyqwbj073,1,504.0
pjxyqxbk419,1,396.0
pjxuqwbj633,1,416.0
pjwuzxbj995,1,474.0
pjxyqwbj072,1,541.0
pjxyqxbk415,1,525.0
pjxyqwbk562,1,484.0
pjxyqwbj069,1,554.0
pjxyqxbk411,1,473.0
pjxuqwbj632,1,470.0
pjxyqwbk548,1,579.0
pjxyqxbl945,1,590.0
pjxuqwbj470,1,493.0
pjxyqxbl747,1,616.0
pjxyqxbl746,1,500.0
pjxyqwbk541,1,403.0
pjxyqxbl982,1,489.0
pjxyqxbk165,1,400.0
pjwrqxbj951,1,538.0
pjxyqwbk745,1,480.0
pjxyqxbl980,1,365.0
pjxyqwbk746,1,467.0
pjxyqwbk767,1,473.0
pjxyqwbk747,1,530.0
pjxyqxbl965,1,492.0
pjxyqxbk048,1,551.0
pjxyqxbl969,1,542.0
pjxyqwbk740,1,437.0
pjxyqxbl966,1,450.0
pjxyqxbl964,1,444.0
pjxyqwbk741,1,423.0
pjxwzxkj991,1,526.0
pjxwzxkj996,1,532.0
pjxyqxbk007,1,533.0
pjxyqxbl975,1,423.0
pjxyqxbk236,1,481.0
pjxsqxbj771,1,437.0
pjxyqwbk885,1,513.0
pjxyqxbk149,1,421.0
pjxyqwbk925,1,464.0
pjxyqxbk262,1,449.0
pjxyqwbk884,1,0.0
pjxyqxbk137,1,488.0
pjxyqxbk144,1,449.0
pjxxzxkj995,1,585.0
pjxuqwbj517,1,442.0
pjxxzxkj979,1,539.0
pjxyqwbk900,1,456.0
pjxsqxbj784,1,549.0
pjxyqwbk889,1,464.0
pjxyqwbk893,1,550.0
pjxyqxbk163,1,446.0
pjxyqwbk953,1,537.0
pjxyqwbk899,1,464.0
pjxsqxbj780,1,449.0
pjxyqxbk477,2,0.0
pjxxxxbj945,2,545.0
pjxyqxbk524,2,485.0
pjxuqwbj584,2,535.0
pjxyqxbk521,2,493.0
pjxyqxbk522,2,394.0
pjxtzxfj983,2,405.0
pjxyqxbl765,1,486.0
pjxyqxbl758,1,516.0
pjxyqxbl757,1,438.0
pjxyqxbl753,1,360.0
pjxyqxbl763,1,454.0
pjxyqwbk547,1,406.0
pjxyqxbl779,1,456.0
pjxyqxbl769,1,471.0
pjxyqwbk540,1,493.0
pjxyqxbl745,1,504.0
pjxyqwbk544,1,573.0
pjxyqwbk542,1,538.0
pjxuqwbj474,1,546.0
pjxuqwbj473,1,501.0
pjxyqxbl774,1,443.0
pjxyqwbk543,1,492.0
pjxsqxbj840,1,539.0
pjxyqxbl752,1,561.0
pjxuqwbj472,1,561.0
pjxyqxbl759,1,540.0
pjxyqxbl766,1,541.0
pjxyqxbl755,1,458.0
pjxyqxbl767,1,469.0
pjxuqwbj468,1,238.0
pjxyqwbk549,1,482.0
pjxyqxbl751,1,532.0
pjxyqxbl743,1,453.0
pjxsqxbj774,1,531.0
pjxyqxbj392,1,458.0
pjxyqxbl963,1,497.0
pjxyqxbl962,1,467.0
pjxyqwbk762,1,499.0
pjxyqxbl957,1,561.0
pjwtqxbj944,1,506.0
pjwtqxbj952,1,550.0
pjxyqxbl984,1,340.0
pjxyqxbl987,1,519.0
pjxyqwbk749,1,468.0
pjxyqxbl985,1,512.0
pjxyqwbk755,1,493.0
pjxyqwbk760,1,522.0
pjxyqxbl988,1,526.0
pjxyqxbl991,1,448.0
pjxyqwbk756,1,559.0
pjxyqxbl989,1,529.0
pjxwzxkj989,1,422.0
pjxyqxbl990,1,398.0
pjxyqwbk761,1,417.0
pjxuqwbj498,1,420.0
pjxyqxbk147,1,508.0
pjxuqwbj519,1,523.0
pjxsqxbj779,1,558.0
pjxyqxbk148,1,416.0
pjwtqxbj943,1,445.0
pjxyqxbk218,1,514.0
pjxqzxbj973,1,278.0
pjxyqxbk183,1,572.0
pjxwxxbj918,1,588.0
pjxyqxbk180,1,503.0
pjxwzxkj985,1,567.0
pjxwxxbj913,1,484.0
pjxyqxbk185,1,577.0
pjxsqxbj772,1,490.0
pjxyqwbk928,1,583.0
pjxyqxbk182,1,409.0
pjxuqwbj564,2,413.0
pjxxxxbj942,2,401.0
pjxyqwbj150,2,372.0
pjxyqxbj391,1,557.0
pjxyqxbj395,1,489.0
pjxyqxbj430,1,0.0
pjxyqxbj417,1,460.0
pjxyqwbj695,1,559.0
pjxyqxbj428,1,496.0
pjxyqwbj698,1,580.0
pjxyqxbj964,1,428.0
pjxyqxbj422,1,514.0
pjxyqxbj433,1,503.0
pjxuqwbj571,1,550.0
pjxyqwbj692,1,494.0
pjxuqwbj803,1,540.0
pjxyqwbj678,1,0.0
pjxuqwbj496,1,400.0
pjxyqxbl955,1,394.0
pjxyqwbk727,1,443.0
pjxxzxkj978,1,470.0
pjxyqwbk735,1,471.0
pjxyqwbk731,1,560.0
pjxyqxbl954,1,495.0
pjxyqwbk734,1,537.0
pjxyqxbl953,1,441.0
pjxyqxbk239,1,464.0
pjxyqwbk964,1,516.0
pjxuqwbj497,1,389.0
pjxyqxbl946,1,526.0
pjxyqwbk729,1,453.0
pjxyqwbk728,1,518.0
pjxyqwbk721,1,504.0
pjxyqxbl943,1,478.0
pjxyqwbk716,1,436.0
pjxyqwbk713,1,456.0
pjxyqxbl939,1,538.0
pjxyqwbk910,1,562.0
pjxyqwbk901,1,432.0
pjxsqxbj765,1,438.0
pjxuqwbj478,1,524.0
pjxyqxbl916,1,487.0
pjxyqwbk697,1,516.0
pjxyqwbk870,1,557.0
pjxyqwbk869,1,504.0
pjxyqwbk871,1,413.0
pjxyqxbk131,1,431.0
pjxuqwbj515,1,490.0
pjxyqwbk864,1,530.0
pjxyqwbk862,1,361.0
pjxyqxbk098,1,524.0
pjxyqxbk107,1,481.0
pjxyqxbk097,1,428.0
pjxyqwbk859,1,520.0
pjxyqxbk105,1,449.0
pjxyqxbk116,1,513.0
pjxsqxbj786,1,450.0
pjxyqwbk866,1,496.0
pjxyqxbk546,2,427.0
pjxyqxbk497,2,492.0
pjxyqwbj109,2,473.0
pjxyqxbk516,2,571.0
pjxxxxbj937,2,444.0
pjxyqwbj129,2,556.0
pjxyqwbj677,1,551.0
pjxyqxbj404,1,485.0
pjxuqwbj797,1,489.0
pjxyqxbj412,1,513.0
