IDSERTAL(学号),LOGINTIME(刷卡时间),LOGINADDRESS(刷卡地点),LOGINSIGN((标识（1出0进）)LOGINSIGN),DOORCTRLCODE((控制器编号)),DOORCODE((门数))
pjxuqwbj830,2025-04-13 15:33:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-04-13 15:33:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-04-13 15:56:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-04-13 15:56:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-04-13 16:04:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-04-13 16:41:00,B校区-西门-南1,0,481,1
pjxwxxbj981,2025-02-23 13:15:00,B校区-西门-出口-地铁口门禁2-新开普,0,515,2
pjxwxxbj981,2025-02-24 14:41:00,B校区-西门-出口-地铁口门禁2-新开普,0,515,2
pjxyqxbk683,2025-05-13 05:06:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbj036,2025-03-15 11:29:00,B校区-西门-南2,0,484,1
pjxyqxbk683,2025-05-09 08:26:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk080,2025-05-09 13:54:00,B校区-西门-南1,0,481,1
pjxyqxbk957,2025-03-31 16:08:00,B校区-西门-南1,0,481,1
pjxyqxbk957,2025-03-31 16:08:00,B校区-西门-南1,0,481,1
pjxyqxbk957,2025-03-31 16:08:00,B校区-西门-南1,0,481,1
pjxyqxbk957,2025-04-02 17:45:00,B校区-西门-南1,0,481,1
pjxyqxbk957,2025-04-11 19:32:00,B校区-西门-南1,0,481,1
pjxyqxbj791,2025-05-05 18:24:00,B校区-西门-南1,0,481,1
pjxyqxbk683,2025-04-15 16:59:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk683,2025-05-13 04:53:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk683,2025-05-12 04:52:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk683,2025-05-12 05:05:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk962,2024-10-29 10:32:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqxbj152,2024-04-19 18:32:00,B校区-（宿舍区C）12号楼-A-200,0,296,1
pjxyqxbj152,2024-04-19 18:37:00,B校区-（宿舍区C）12号楼-A-200,0,296,1
pjxyqxbj152,2024-04-19 13:01:00,B校区-（宿舍区C）12号楼-A-200,0,296,1
pjxyqxbj152,2024-05-11 13:31:00,B校区-（宿舍区C）12号楼-A-200,0,296,1
pjxyqxbj152,2024-05-11 18:36:00,B校区-（宿舍区C）12号楼-A-200,0,296,1
pjxyqxbj152,2024-05-10 13:03:00,B校区-（宿舍区C）12号楼-A-200,0,296,1
pjxyqxbj152,2024-05-23 11:28:00,B校区-（宿舍区C）12号楼-A-200,0,296,1
pjxqzxbj983,2024-10-27 22:25:00,B校区-A楼-A-219,0,253,1
pjxqzxbj983,2024-10-29 22:28:00,B校区-A楼-A-219,0,253,1
pjxuqwbj694,2024-11-11 06:40:00,B校区-行政楼,0,16,1
pjxsqxbj811,2024-11-08 18:45:00,B校区-北大门-出入口-车通道,0,292,2
pjxyqxbj119,2024-10-21 14:25:00,B校区-东大门-出入口-南门人行通道,0,288,1
pjxyqxbj119,2024-11-05 20:41:00,B校区-东大门-出入口-南门人行通道,0,288,1
pjxyqxbk338,2024-11-03 19:57:00,B校区-西门-南1,0,481,1
pjxyqxbk338,2024-11-04 13:06:00,B校区-西门-南1,0,481,1
pjxyqwbj452,2024-11-05 19:07:00,B校区-北大门-出入口-车通道,0,292,2
pjxyqxbj024,2024-11-03 23:11:00,B校区-西门-南1,0,481,1
pjxyqxbj092,2024-11-05 15:02:00,B校区-北大门-出入口-车通道,0,292,2
pjxyqxbk350,2024-11-08 16:51:00,B校区-西门-南1,0,481,1
pjxuqwbj694,2024-11-09 06:35:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-11-09 06:35:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-11-15 06:44:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-11-15 06:44:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-11-15 06:44:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-11-15 06:44:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-11-15 06:44:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-11-15 06:44:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-11-15 06:44:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-11-11 06:38:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-11-13 06:44:00,B校区-行政楼,0,16,1
pjxyqxbk957,2024-11-08 20:22:00,B校区-西门-南1,0,481,1
pjxyqxbk957,2024-11-06 20:36:00,B校区-西门-南1,0,481,1
pjxyqxbk957,2024-11-14 20:24:00,B校区-西门-南1,0,481,1
pjxuqwbj694,2024-11-13 06:42:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-11-05 06:36:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxyqwbk962,2024-11-08 11:33:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqwbk962,2024-11-08 12:05:00,B校区-北大门-出入口-车通道,0,292,2
pjxyqxbk027,2024-03-06 13:26:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj371,2024-03-11 18:04:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj371,2024-03-15 11:52:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj371,2024-03-18 11:57:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk555,2024-03-08 17:18:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk555,2024-02-26 11:30:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk555,2024-02-27 14:04:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk555,2024-03-14 11:25:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj371,2024-03-10 17:50:00,A校区-西南门-出入口-车辆通道,0,24,1
pjxuqwbj500,2024-03-07 17:33:00,B校区-（宿舍区A）2号楼-2区423,0,427,1
pjxyqwbj098,2024-03-14 17:58:00,B校区-西门-南1,0,481,1
pjxyqxbj352,2024-03-05 16:50:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj470,2024-03-13 08:28:00,B校区-北大门-出入口-车通道,0,292,2
pjxyqxbj470,2024-03-07 17:51:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqxbj278,2024-03-12 09:52:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbj921,2024-03-13 13:58:00,A校区-东南门-出入口-人行通道2,0,286,1
pjwtqxbj957,2024-03-06 13:49:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk571,2024-03-13 19:15:00,B校区-西门-南1,0,481,1
pjxyqxbl699,2024-03-09 10:53:00,B校区-西门-南1,0,481,1
pjwtqxbj988,2024-03-09 13:55:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk080,2024-03-17 16:20:00,B校区-西门-南1,0,481,1
pjwtqxbj988,2024-03-15 21:21:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk665,2024-03-15 12:44:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk827,2024-03-15 21:11:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk150,2024-03-13 15:24:00,B校区-西门-南1,1,481,1
pjxyqxbk199,2024-03-13 21:59:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqxbk224,2024-03-11 09:10:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj355,2024-03-13 17:51:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj355,2024-03-11 15:41:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj034,2024-03-16 07:54:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk827,2024-03-11 18:48:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk827,2024-03-12 09:58:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk827,2024-03-15 10:07:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj659,2024-03-13 14:03:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj074,2024-03-04 16:19:00,B校区-（宿舍区A）4号楼-2区122,0,399,1
pjxuqwbj755,2024-03-03 19:35:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk528,2024-03-13 08:23:00,A校区-北大门-出入口-人行通道1,0,294,1
pjwtqxbj969,2024-03-07 08:22:00,B校区-（宿舍区A）2号楼-1区523,0,433,1
pjxyqxbk827,2024-03-11 10:25:00,A校区-东南门-出入口-车辆通道,0,287,1
pjxyqxbj353,2024-03-07 15:23:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbj952,2024-03-13 14:36:00,B校区-（宿舍区A）3号楼-2区323,0,415,1
pjxyqxbj288,2024-03-11 08:06:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-15 20:21:00,A校区-东南门-出入口-人行通道2,0,286,2
pjxuqwbj558,2024-03-15 20:32:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-15 20:38:00,A校区-东南门-出入口-人行通道2,0,286,2
pjxuqwbj558,2024-03-15 20:40:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-15 20:40:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-15 20:40:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-15 22:00:00,A校区-东南门-出入口-人行通道2,0,286,2
pjxuqwbj558,2024-03-16 01:04:00,A校区-东南门-出入口-人行通道2,0,286,2
pjxuqwbj558,2024-03-16 01:06:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbl876,2001-01-01 01:01:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbl876,2001-01-01 01:01:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbl876,2001-01-01 01:01:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbl876,2001-01-01 01:01:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbl876,2001-01-01 01:01:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbl876,2001-01-01 01:01:00,A校区-西南门-出入口-1学生,0,22,2
pjwtqxbj988,2024-03-15 21:32:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbk555,2024-03-13 21:17:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk368,2024-03-14 13:31:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk368,2024-03-14 13:31:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk368,2024-03-14 13:31:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk368,2024-03-14 13:32:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbj580,2024-03-09 11:02:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk331,2024-02-26 09:03:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk331,2024-03-04 08:32:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj558,2024-03-16 00:07:00,A校区-东南门-出入口-车辆通道,0,287,2
pjwrqxbj984,2024-03-07 19:46:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj635,2024-03-16 00:26:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxuqwbj498,2024-03-11 18:24:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxuqwbj454,2024-03-11 18:56:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxuqwbj558,2024-03-17 19:57:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-18 13:00:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk650,2024-01-04 08:29:00,B校区-（宿舍区A）1号楼-1区620,0,422,1
pjxyqwbk650,2024-01-06 09:06:00,B校区-（宿舍区A）1号楼-1区620,0,422,1
pjxyqwbj122,2024-03-05 08:42:00,B校区-（宿舍区A）1号楼-1区620,0,422,1
pjxyqxbk649,2024-02-27 13:30:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk649,2024-03-13 19:22:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk958,2024-03-13 12:06:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk958,2024-03-06 15:57:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk958,2024-03-06 15:51:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk597,2024-03-03 18:06:00,B校区-（宿舍区A）4号楼-2区122,0,399,1
pjxyqxbj131,2024-03-04 16:47:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbk720,2024-03-06 09:05:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj131,2024-03-12 13:41:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxsqxbj984,2024-03-05 16:14:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj361,2024-03-01 18:19:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbl797,2024-03-08 13:38:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj361,2024-03-13 08:19:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj753,2024-03-13 11:21:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj361,2024-03-12 18:35:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj361,2024-03-12 18:35:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk368,2024-03-12 17:53:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbl876,2024-03-12 18:00:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbl735,2024-03-12 18:25:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbk505,2024-03-11 18:47:00,B校区-（宿舍区A）4号楼-1区423,0,394,1
pjxuqwbj858,2024-03-15 22:38:00,B校区-北大门-出入口-行人通道,0,293,1
pjxsqxbj821,2023-12-17 14:41:00,B校区-（宿舍区A）2号楼-1区323,0,431,1
pjxsqxbj821,2024-01-18 20:23:00,B校区-（宿舍区A）2号楼-1区323,0,431,1
pjxyqxbl955,2024-03-17 17:08:00,A校区-东南门-出入口-车辆通道,0,287,2
pjwtqxbj957,2024-03-07 09:30:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxpqxbj944,2024-03-17 18:45:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqwbj773,2024-03-08 15:55:00,B校区-（宿舍区A）1号楼-1区323,0,419,1
pjxyqwbj773,2024-03-08 15:55:00,B校区-（宿舍区A）1号楼-1区323,0,419,1
pjxyqwbj773,2024-03-08 16:45:00,B校区-（宿舍区A）1号楼-1区323,0,419,1
pjxyqwbj773,2024-03-08 17:03:00,B校区-（宿舍区A）1号楼-1区323,0,419,1
pjxyqxbk368,2024-03-08 08:03:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj454,2024-03-08 09:22:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbl876,2024-03-13 17:10:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxuqwbj454,2024-03-07 09:24:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj180,2024-03-11 14:37:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk555,2024-03-06 09:01:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk555,2024-03-08 14:01:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk555,2024-03-08 08:52:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk555,2024-03-09 11:24:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbk649,2024-03-08 13:22:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk958,2024-03-08 14:05:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk649,2024-03-11 13:28:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk649,2024-03-11 13:28:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk649,2024-03-11 13:28:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbl876,2001-01-01 01:01:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbl876,2001-01-01 01:01:00,A校区-西南门-出入口-1学生,0,22,1
pjxyqxbl876,2001-01-01 01:01:00,A校区-西南门-出入口-1学生,0,22,1
pjxyqxbl876,2001-01-01 01:01:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbk649,2024-03-05 13:39:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-03-04 07:42:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-03-10 12:13:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-03-11 13:28:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj169,2024-03-11 14:31:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxqzxbj984,2024-03-15 20:14:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxqzxbj984,2024-03-15 22:31:00,B校区-东大门-出入口-北门人行通道1,0,290,1
pjxuqwbj581,2024-03-14 15:15:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjwtqxbj988,2024-03-17 21:11:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj169,2024-03-05 16:41:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-03-08 07:34:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-03-09 14:17:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbl766,2024-03-03 20:49:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2024-03-11 17:01:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2024-03-11 22:00:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbk822,2024-03-06 09:09:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj650,2024-03-12 14:30:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj650,2024-02-27 11:34:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbk822,2024-03-14 09:05:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj650,2024-03-13 09:08:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj872,2024-03-13 09:42:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj846,2024-03-13 10:22:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj872,2024-03-13 12:18:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj846,2024-03-13 17:23:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj818,2024-03-07 15:21:00,A校区-北大门-出入口-人行通道1,0,294,2
pjwrqxbj929,2024-05-29 09:00:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxuqwbj600,2024-05-23 20:01:00,B校区-西门-南1,0,481,1
pjxyqxbk121,2024-04-16 13:14:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqxbl780,2024-05-24 13:04:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqwbj877,2024-04-23 19:14:00,B校区-（宿舍区A）3号楼-I楼右101,0,453,1
pjxyqwbj877,2024-04-18 08:50:00,B校区-（宿舍区A）3号楼-I楼右101,0,453,1
pjxyqxbj034,2024-04-23 08:34:00,B校区-（宿舍区A）3号楼-I楼右101,0,453,1
pjxyqxbj670,2024-04-29 15:27:00,B校区-（宿舍区A）3号楼-1区323,0,385,1
pjxyqwbj877,2024-04-23 09:05:00,B校区-（宿舍区A）3号楼-I楼右101,0,453,1
pjxyqwbj877,2024-04-23 13:30:00,B校区-（宿舍区A）3号楼-I楼右101,0,453,1
pjxyqwbj877,2024-05-27 14:14:00,B校区-（宿舍区A）4号楼-2区222,0,398,1
pjxuqwbj993,2024-04-16 08:39:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxsqxbj881,2024-05-24 14:45:00,B校区-（宿舍区A）3号楼-1楼左进门,0,411,1
pjxsqxbj881,2024-05-24 15:14:00,B校区-（宿舍区A）3号楼-1楼左进门,0,411,1
pjxsqxbj881,2024-05-24 15:19:00,B校区-（宿舍区A）3号楼-1楼左进门,0,411,1
pjxyqxbl825,2024-05-20 09:31:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxyqxbl825,2024-05-31 12:21:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxyqxbj152,2024-05-23 11:30:00,B校区-（宿舍区C）12号楼-A-600,0,300,1
pjxyqxbl866,2024-05-16 19:33:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-25 21:25:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-12 13:27:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-12 14:32:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-27 21:08:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-28 12:39:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-28 13:06:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-19 08:24:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbk047,2024-05-31 10:56:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk246,2024-05-26 14:32:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbl866,2024-05-25 12:46:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-25 19:55:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-25 20:01:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-27 12:08:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-27 14:33:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-28 15:09:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-28 17:33:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-28 17:40:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-28 18:59:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-27 15:02:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-27 15:41:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqxbl866,2024-05-30 14:18:00,B校区-（宿舍区A）3号楼-1区523,0,417,1
pjxyqwbj367,2024-05-26 09:00:00,B校区-（宿舍区A）2号楼-2区423,0,427,1
pjxyqwbj367,2024-05-25 15:58:00,B校区-（宿舍区A）2号楼-2区423,0,427,1
pjxyqwbj367,2024-05-25 17:37:00,B校区-（宿舍区A）2号楼-2区423,0,427,1
pjxyqwbj367,2024-06-02 14:02:00,B校区-（宿舍区A）2号楼-2区423,0,427,1
pjxyqxbk505,2024-05-27 19:46:00,B校区-（宿舍区A）4号楼-1区423,0,394,1
pjxyqxbl703,2024-05-26 19:26:00,B校区-北大门-出入口-行人通道,0,293,1
pjxyqxbj864,2024-05-20 13:17:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbl780,2024-06-07 21:35:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqxbl780,2024-06-07 21:35:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqxbk505,2024-06-07 19:51:00,B校区-（宿舍区A）4号楼-1区423,0,394,1
pjxyqxbk047,2024-05-31 12:59:00,B校区-西门-南1,0,481,1
pjxyqxbj082,2024-05-27 07:37:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbj367,2024-06-10 13:24:00,B校区-（宿舍区A）2号楼-2区423,0,427,1
pjxyqwbj367,2024-06-10 13:30:00,B校区-（宿舍区A）2号楼-2区423,0,427,1
pjxrqxbj971,2024-05-16 15:48:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxyqxbj761,2024-05-29 10:27:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxxxxbj917,2024-05-30 14:57:00,B校区-西门-南2,0,484,1
pjxpqxbj941,2024-05-30 10:00:00,B校区-（宿舍区A）4号楼-1区413,0,395,1
pjxpqxbj941,2024-05-30 10:41:00,B校区-（宿舍区A）4号楼-1区413,0,395,1
pjxpqxbj941,2024-05-30 10:46:00,B校区-（宿舍区A）4号楼-1区413,0,395,1
pjxpqxbj941,2024-05-29 19:04:00,B校区-（宿舍区A）4号楼-1区413,0,395,1
pjxpqxbj944,2024-06-02 19:47:00,B校区-（宿舍区A）4号楼-1区413,0,395,1
pjxpqxbj941,2024-05-30 13:59:00,B校区-（宿舍区A）4号楼-1区413,0,395,1
pjxpqxbj941,2024-05-30 15:50:00,B校区-（宿舍区A）4号楼-1区413,0,395,1
pjxsqxbj885,2024-05-30 08:56:00,B校区-（宿舍区A）4号楼-2区222,0,398,1
pjxsqxbj885,2024-05-31 20:36:00,B校区-（宿舍区A）4号楼-2区222,0,398,1
pjxsqxbj885,2024-06-01 08:17:00,B校区-（宿舍区A）4号楼-2区222,0,398,1
pjxyqxbl975,2024-05-30 13:18:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxsqxbj885,2024-05-30 12:58:00,B校区-（宿舍区A）4号楼-2区222,0,398,1
pjxsqxbj885,2024-05-30 13:03:00,B校区-（宿舍区A）4号楼-2区222,0,398,1
pjxyqwbj877,2024-05-22 09:45:00,A校区-主楼-3区143北会议室,0,454,1
pjxyqwbj877,2024-05-22 09:45:00,B校区-（宿舍区A）3号楼-1楼右104,0,454,1
pjxyqwbj877,2024-05-22 09:45:00,A校区-主楼-3区143北会议室,0,454,1
pjxyqwbj877,2024-05-22 09:45:00,B校区-（宿舍区A）3号楼-1楼右104,0,454,1
pjxyqxbj948,2024-05-27 21:46:00,B校区-西门-南1,0,481,1
pjxyqxbj948,2024-05-28 22:25:00,B校区-西门-南1,0,481,1
pjxyqxbj948,2024-05-28 22:25:00,B校区-西门-南1,0,481,1
pjxyqxbj948,2024-05-28 22:25:00,B校区-西门-南1,0,481,1
pjxuqwbj547,2024-06-18 08:49:00,A校区-主楼-中厅南,0,75,2
pjxuqwbj581,2024-06-06 12:42:00,B校区-（宿舍区C）11号楼-300B门1.,0,347,1
pjxyqxbj152,2024-06-12 14:06:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxyqxbj152,2024-06-27 13:58:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxyqxbj152,2024-06-27 23:03:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxyqxbj152,2024-06-27 23:13:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxyqxbj152,2024-06-28 08:20:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxyqxbj152,2024-06-24 14:01:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
